LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
BOS,2,25483,12.21,18.32,26089,12.50,18.75,26933,12.91,19.37,27647,13.25,19.88,27959,13.40,20.10,28781,13.79,20.69,29604,14.18,21.27,30426,14.58,21.87,31249,14.97,22.46,32071,15.37,23.06
BOS,3,27804,13.32,19.98,28731,13.77,20.66,29659,14.21,21.32,30586,14.66,21.99,31513,15.10,22.65,32441,15.54,23.31,33368,15.99,23.99,34295,16.43,24.65,35222,16.88,25.32,36150,17.32,25.98
BOS,4,31214,14.96,22.44,32255,15.46,23.19,33295,15.95,23.93,34336,16.45,24.68,35377,16.95,25.43,36418,17.45,26.18,37459,17.95,26.93,38500,18.45,27.68,39540,18.95,28.43,40581,19.44,29.16
BOS,5,34922,16.73,25.10,36086,17.29,25.94,37250,17.85,26.78,38415,18.41,27.62,39579,18.96,28.44,40743,19.52,29.28,41908,20.08,30.12,43072,20.64,30.96,44237,21.20,31.80,45401,21.75,32.63
BOS,6,38928,18.65,27.98,40226,19.27,28.91,41523,19.90,29.85,42821,20.52,30.78,44119,21.14,31.71,45417,21.76,32.64,46715,22.38,33.57,48013,23.01,34.52,49311,23.63,35.45,50609,24.25,36.38
BOS,7,43258,20.73,31.10,44700,21.42,32.13,46141,22.11,33.17,47582,22.80,34.20,49024,23.49,35.24,50465,24.18,36.27,51907,24.87,37.31,53348,25.56,38.34,54790,26.25,39.38,56231,26.94,40.41
BOS,8,47907,22.95,34.43,49504,23.72,35.58,51102,24.49,36.74,52699,25.25,37.88,54297,26.02,39.03,55894,26.78,40.17,57492,27.55,41.33,59089,28.31,41.88,60686,29.08,41.88,62284,29.84,41.88
BOS,9,52914,25.35,38.03,54677,26.20,39.30,56441,27.04,40.56,58204,27.89,41.84,59968,28.73,41.88,61731,29.58,41.88,63494,30.42,41.88,65258,31.27,41.88,67021,32.11,41.88,68785,32.96,41.88
BOS,10,58270,27.92,41.88,60212,28.85,41.88,62154,29.78,41.88,64096,30.71,41.88,66038,31.64,41.88,67980,32.57,41.88,69922,33.50,41.88,71864,34.43,41.88,73805,35.36,41.88,75747,36.29,41.88
BOS,11,64020,30.68,41.88,66154,31.70,41.88,68288,32.72,41.88,70422,33.74,41.88,72556,34.77,41.88,74690,35.79,41.88,76824,36.81,41.88,78958,37.83,41.88,81093,38.86,41.88,83227,39.88,41.88
BOS,12,76735,36.77,41.88,79293,37.99,41.88,81851,39.22,41.88,84410,40.45,41.88,86968,41.67,41.88,89527,42.90,42.90,92085,44.12,44.12,94643,45.35,45.35,97202,46.57,46.57,99760,47.80,47.80
BOS,13,91248,43.72,43.72,94289,45.18,45.18,97330,46.64,46.64,100372,48.09,48.09,103413,49.55,49.55,106454,51.01,51.01,109496,52.47,52.47,112537,53.92,53.92,115579,55.38,55.38,118620,56.84,56.84
BOS,14,107826,51.67,51.67,111420,53.39,53.39,115014,55.11,55.11,118609,56.83,56.83,122203,58.55,58.55,125797,60.28,60.28,129391,62.00,62.00,132986,63.72,63.72,136580,65.44,65.44,140174,67.17,67.17
BOS,15,126834,60.77,60.77,131062,62.80,62.80,135291,64.83,64.83,139519,66.85,66.85,143747,68.88,68.88,147975,70.90,70.90,152204,72.93,72.93,156432,74.96,74.96,158700,76.04,76.04,158700,76.04,76.04
BU,1,21245,10.18,15.27,21955,10.52,15.78,22661,10.86,16.29,23364,11.20,16.80,24071,11.53,17.30,24485,11.73,17.60,25183,12.07,18.11,25888,12.40,18.60,25915,12.42,18.63,26568,12.73,19.10
BU,2,23886,11.45,17.18,24455,11.72,17.58,25245,12.10,18.15,25915,12.42,18.63,26207,12.56,18.84,26978,12.93,19.40,27749,13.30,19.95,28520,13.67,20.51,29291,14.03,21.05,30062,14.40,21.60
BU,3,26062,12.49,18.74,26931,12.90,19.35,27800,13.32,19.98,28669,13.74,20.61,29539,14.15,21.23,30408,14.57,21.86,31277,14.99,22.49,32146,15.40,23.10,33015,15.82,23.73,33884,16.24,24.36
BU,4,29258,14.02,21.03,30233,14.49,21.74,31209,14.95,22.43,32185,15.42,23.13,33160,15.89,23.84,34136,16.36,24.54,35112,16.82,25.23,36087,17.29,25.94,37063,17.76,26.64,38038,18.23,27.35
BU,5,32733,15.68,23.52,33825,16.21,24.32,34916,16.73,25.10,36008,17.25,25.88,37099,17.78,26.67,38190,18.30,27.45,39282,18.82,28.23,40373,19.34,29.01,41465,19.87,29.81,42556,20.39,30.59
BU,6,36488,17.48,26.22,37705,18.07,27.11,38922,18.65,27.98,40138,19.23,28.85,41355,19.82,29.73,42571,20.40,30.60,43788,20.98,31.47,45005,21.56,32.34,46221,22.15,33.23,47438,22.73,34.10
BU,7,40548,19.43,29.15,41899,20.08,30.12,43250,20.72,31.08,44601,21.37,32.06,45952,22.02,33.03,47303,22.67,34.01,48654,23.31,34.97,50005,23.96,35.94,51357,24.61,36.92,52708,25.26,37.89
BU,8,44905,21.52,32.28,46402,22.23,33.35,47900,22.95,34.43,49397,23.67,35.51,50894,24.39,36.59,52392,25.10,37.65,53889,25.82,38.73,55387,26.54,39.26,56884,27.26,39.26,58381,27.97,39.26
BU,9,49598,23.77,35.66,51251,24.56,36.84,52904,25.35,38.03,54557,26.14,39.21,56210,26.93,39.26,57863,27.73,39.26,59516,28.52,39.26,61169,29.31,39.26,62822,30.10,39.26,64475,30.89,39.26
BU,10,54619,26.17,39.26,56439,27.04,39.26,58260,27.92,39.26,60080,28.79,39.26,61900,29.66,39.26,63720,30.53,39.26,65540,31.40,39.26,67361,32.28,39.26,69181,33.15,39.26,71001,34.02,39.26
BU,11,60008,28.75,39.26,62009,29.71,39.26,64009,30.67,39.26,66009,31.63,39.26,68010,32.59,39.26,70010,33.55,39.26,72011,34.50,39.26,74011,35.46,39.26,76011,36.42,39.26,78012,37.38,39.26
BU,12,71926,34.46,39.26,74324,35.61,39.26,76723,36.76,39.26,79121,37.91,39.26,81519,39.06,39.26,83917,40.21,40.21,86315,41.36,41.36,88713,42.51,42.51,91111,43.66,43.66,93509,44.81,44.81
BU,13,85530,40.98,40.98,88381,42.35,42.35,91232,43.71,43.71,94082,45.08,45.08,96933,46.45,46.45,99784,47.81,47.81,102635,49.18,49.18,105486,50.54,50.54,108336,51.91,51.91,111187,53.28,53.28
BU,14,101070,48.43,48.43,104439,50.04,50.04,107808,51.66,51.66,111177,53.27,53.27,114546,54.89,54.89,117915,56.50,56.50,121284,58.11,58.11,124653,59.73,59.73,128022,61.34,61.34,131391,62.96,62.96
BU,15,118887,56.97,56.97,122850,58.86,58.86,126813,60.76,60.76,130777,62.66,62.66,134740,64.56,64.56,138703,66.46,66.46,142666,68.36,68.36,146630,70.26,70.26,150593,72.16,72.16,154556,74.06,74.06
CHI,1,22719,10.89,16.34,23479,11.25,16.88,24234,11.61,17.42,24986,11.97,17.96,25742,12.33,18.50,26185,12.55,18.83,26932,12.90,19.35,27685,13.27,19.91,27713,13.28,19.92,28413,13.61,20.42
CHI,2,25544,12.24,18.36,26152,12.53,18.80,26998,12.94,19.41,27713,13.28,19.92,28026,13.43,20.15,28851,13.82,20.73,29675,14.22,21.33,30499,14.61,21.92,31324,15.01,22.52,32148,15.40,23.10
CHI,3,27871,13.35,20.03,28801,13.80,20.70,29730,14.25,21.38,30660,14.69,22.04,31589,15.14,22.71,32518,15.58,23.37,33448,16.03,24.05,34377,16.47,24.71,35307,16.92,25.38,36236,17.36,26.04
CHI,4,31289,14.99,22.49,32332,15.49,23.24,33375,15.99,23.99,34419,16.49,24.74,35462,16.99,25.49,36505,17.49,26.24,37549,17.99,26.99,38592,18.49,27.74,39635,18.99,28.49,40679,19.49,29.24
CHI,5,35005,16.77,25.16,36173,17.33,26.00,37340,17.89,26.84,38507,18.45,27.68,39674,19.01,28.52,40841,19.57,29.36,42009,20.13,30.20,43176,20.69,31.04,44343,21.25,31.88,45510,21.81,32.72
CHI,6,39021,18.70,28.05,40322,19.32,28.98,41623,19.94,29.91,42924,20.57,30.86,44225,21.19,31.79,45526,21.81,32.72,46827,22.44,33.66,48128,23.06,34.59,49430,23.68,35.52,50731,24.31,36.47
CHI,7,43362,20.78,31.17,44807,21.47,32.21,46252,22.16,33.24,47697,22.85,34.28,49142,23.55,35.33,50587,24.24,36.36,52032,24.93,37.40,53476,25.62,38.43,54921,26.32,39.48,56366,27.01,40.52
CHI,8,48022,23.01,34.52,49623,23.78,35.67,51225,24.54,36.81,52826,25.31,37.97,54427,26.08,39.12,56029,26.85,40.28,57630,27.61,41.42,59231,28.38,41.99,60832,29.15,41.99,62434,29.92,41.99
CHI,9,53041,25.41,38.12,54809,26.26,39.39,56576,27.11,40.67,58344,27.96,41.94,60112,28.80,41.99,61879,29.65,41.99,63647,30.50,41.99,65415,31.34,41.99,67182,32.19,41.99,68950,33.04,41.99
CHI,10,58410,27.99,41.99,60357,28.92,41.99,62304,29.85,41.99,64250,30.79,41.99,66197,31.72,41.99,68143,32.65,41.99,70090,33.58,41.99,72036,34.52,41.99,73983,35.45,41.99,75929,36.38,41.99
CHI,11,64174,30.75,41.99,66313,31.77,41.99,68452,32.80,41.99,70591,33.82,41.99,72731,34.85,41.99,74870,35.87,41.99,77009,36.90,41.99,79148,37.92,41.99,81287,38.95,41.99,83427,39.97,41.99
CHI,12,76919,36.86,41.99,79484,38.09,41.99,82048,39.31,41.99,84613,40.54,41.99,87177,41.77,41.99,89742,43.00,43.00,92306,44.23,44.23,94871,45.46,45.46,97435,46.69,46.69,100000,47.92,47.92
CHI,13,91467,43.83,43.83,94516,45.29,45.29,97564,46.75,46.75,100613,48.21,48.21,103662,49.67,49.67,106710,51.13,51.13,109759,52.59,52.59,112808,54.05,54.05,115856,55.51,55.51,118905,56.97,56.97
CHI,14,108085,51.79,51.79,111688,53.52,53.52,115291,55.24,55.24,118894,56.97,56.97,122497,58.70,58.70,126100,60.42,60.42,129702,62.15,62.15,133305,63.87,63.87,136908,65.60,65.60,140511,67.33,67.33
CHI,15,127139,60.92,60.92,131378,62.95,62.95,135616,64.98,64.98,139854,67.01,67.01,144093,69.04,69.04,148331,71.07,71.07,152569,73.10,73.10,156808,75.14,75.14,158700,76.04,76.04,158700,76.04,76.04
CIN,1,21530,10.32,15.48,22249,10.66,15.99,22966,11.00,16.50,23678,11.35,17.03,24394,11.69,17.54,24814,11.89,17.84,25521,12.23,18.35,26235,12.57,18.86,26262,12.58,18.87,26925,12.90,19.35
CIN,2,24207,11.60,17.40,24783,11.87,17.81,25584,12.26,18.39,26262,12.58,18.87,26559,12.73,19.10,27340,13.10,19.65,28121,13.47,20.21,28902,13.85,20.78,29684,14.22,21.33,30465,14.60,21.90
CIN,3,26412,12.66,18.99,27293,13.08,19.62,28173,13.50,20.25,29054,13.92,20.88,29935,14.34,21.51,30816,14.77,22.16,31697,15.19,22.79,32578,15.61,23.42,33458,16.03,24.05,34339,16.45,24.68
CIN,4,29651,14.21,21.32,30639,14.68,22.02,31628,15.15,22.73,32617,15.63,23.45,33605,16.10,24.15,34594,16.58,24.87,35583,17.05,25.58,36571,17.52,26.28,37560,18.00,27.00,38549,18.47,27.71
CIN,5,33173,15.90,23.85,34279,16.43,24.65,35385,16.95,25.43,36491,17.48,26.22,37597,18.01,27.02,38703,18.54,27.81,39809,19.07,28.61,40915,19.60,29.40,42021,20.13,30.20,43127,20.66,30.99
CIN,6,36978,17.72,26.58,38211,18.31,27.47,39444,18.90,28.35,40677,19.49,29.24,41910,20.08,30.12,43143,20.67,31.01,44376,21.26,31.89,45609,21.85,32.78,46841,22.44,33.66,48074,23.03,34.55
CIN,7,41092,19.69,29.54,42461,20.35,30.53,43830,21.00,31.50,45200,21.66,32.49,46569,22.31,33.47,47938,22.97,34.46,49307,23.63,35.45,50677,24.28,36.42,52046,24.94,37.41,53415,25.59,38.39
CIN,8,45508,21.81,32.72,47025,22.53,33.80,48543,23.26,34.89,50060,23.99,35.99,51578,24.71,37.07,53095,25.44,38.16,54612,26.17,39.26,56130,26.90,39.78,57647,27.62,39.78,59165,28.35,39.78
CIN,9,50264,24.08,36.12,51939,24.89,37.34,53614,25.69,38.54,55289,26.49,39.74,56964,27.29,39.78,58640,28.10,39.78,60315,28.90,39.78,61990,29.70,39.78,63665,30.51,39.78,65340,31.31,39.78
CIN,10,55352,26.52,39.78,57197,27.41,39.78,59041,28.29,39.78,60886,29.17,39.78,62731,30.06,39.78,64575,30.94,39.78,66420,31.83,39.78,68265,32.71,39.78,70109,33.59,39.78,71954,34.48,39.78
CIN,11,60814,29.14,39.78,62841,30.11,39.78,64868,31.08,39.78,66895,32.05,39.78,68923,33.02,39.78,70950,34.00,39.78,72977,34.97,39.78,75004,35.94,39.78,77031,36.91,39.78,79059,37.88,39.78
CIN,12,72892,34.93,39.78,75322,36.09,39.78,77752,37.26,39.78,80182,38.42,39.78,82613,39.58,39.78,85043,40.75,40.75,87473,41.91,41.91,89904,43.08,43.08,92334,44.24,44.24,94764,45.41,45.41
CIN,13,86678,41.53,41.53,89567,42.92,42.92,92456,44.30,44.30,95345,45.69,45.69,98234,47.07,47.07,101123,48.45,48.45,104012,49.84,49.84,106901,51.22,51.22,109790,52.61,52.61,112679,53.99,53.99
CIN,14,102426,49.08,49.08,105840,50.71,50.71,109254,52.35,52.35,112669,53.99,53.99,116083,55.62,55.62,119497,57.26,57.26,122911,58.89,58.89,126326,60.53,60.53,129740,62.17,62.17,133154,63.80,63.80
CIN,15,120482,57.73,57.73,124499,59.65,59.65,128515,61.58,61.58,132532,63.50,63.50,136548,65.43,65.43,140565,67.35,67.35,144581,69.28,69.28,148598,71.20,71.20,152614,73.13,73.13,156631,75.05,75.05
CLE,1,21553,10.33,15.50,22274,10.67,16.01,22991,11.02,16.53,23704,11.36,17.04,24421,11.70,17.55,24841,11.90,17.85,25549,12.24,18.36,26264,12.58,18.87,26291,12.60,18.90,26955,12.92,19.38
CLE,2,24233,11.61,17.42,24810,11.89,17.84,25612,12.27,18.41,26291,12.60,18.90,26588,12.74,19.11,27370,13.11,19.67,28152,13.49,20.24,28934,13.86,20.79,29716,14.24,21.36,30498,14.61,21.92
CLE,3,26441,12.67,19.01,27323,13.09,19.64,28204,13.51,20.27,29086,13.94,20.91,29968,14.36,21.54,30850,14.78,22.17,31731,15.20,22.80,32613,15.63,23.45,33495,16.05,24.08,34377,16.47,24.71
CLE,4,29683,14.22,21.33,30673,14.70,22.05,31663,15.17,22.76,32652,15.65,23.48,33642,16.12,24.18,34632,16.59,24.89,35622,17.07,25.61,36612,17.54,26.31,37601,18.02,27.03,38591,18.49,27.74
CLE,5,33209,15.91,23.87,34316,16.44,24.66,35424,16.97,25.46,36531,17.50,26.25,37638,18.03,27.05,38745,18.56,27.84,39853,19.10,28.65,40960,19.63,29.45,42067,20.16,30.24,43175,20.69,31.04
CLE,6,37019,17.74,26.61,38253,18.33,27.50,39487,18.92,28.38,40721,19.51,29.27,41956,20.10,30.15,43190,20.69,31.04,44424,21.29,31.94,45659,21.88,32.82,46893,22.47,33.71,48127,23.06,34.59
CLE,7,41137,19.71,29.57,42508,20.37,30.56,43878,21.02,31.53,45249,21.68,32.52,46620,22.34,33.51,47991,23.00,34.50,49361,23.65,35.48,50732,24.31,36.47,52103,24.97,37.46,53474,25.62,38.43
CLE,8,45558,21.83,32.75,47077,22.56,33.84,48596,23.29,34.94,50115,24.01,36.02,51634,24.74,37.11,53153,25.47,38.21,54672,26.20,39.30,56191,26.92,39.83,57711,27.65,39.83,59230,28.38,39.83
CLE,9,50319,24.11,36.17,51996,24.91,37.37,53673,25.72,38.58,55350,26.52,39.78,57027,27.32,39.83,58704,28.13,39.83,60381,28.93,39.83,62058,29.74,39.83,63735,30.54,39.83,65412,31.34,39.83
CLE,10,55413,26.55,39.83,57260,27.44,39.83,59106,28.32,39.83,60953,29.21,39.83,62800,30.09,39.83,64646,30.98,39.83,66493,31.86,39.83,68340,32.75,39.83,70186,33.63,39.83,72033,34.52,39.83
CLE,11,60880,29.17,39.83,62910,30.14,39.83,64939,31.12,39.83,66969,32.09,39.83,68998,33.06,39.83,71028,34.03,39.83,73057,35.01,39.83,75086,35.98,39.83,77116,36.95,39.83,79145,37.92,39.83
CLE,12,72972,34.97,39.83,75405,36.13,39.83,77837,37.30,39.83,80270,38.46,39.83,82703,39.63,39.83,85136,40.79,40.79,87569,41.96,41.96,90002,43.13,43.13,92435,44.29,44.29,94868,45.46,45.46
CLE,13,86773,41.58,41.58,89665,42.96,42.96,92557,44.35,44.35,95450,45.74,45.74,98342,47.12,47.12,101234,48.51,48.51,104126,49.89,49.89,107019,51.28,51.28,109911,52.66,52.66,112803,54.05,54.05
CLE,14,102538,49.13,49.13,105956,50.77,50.77,109374,52.41,52.41,112792,54.05,54.05,116210,55.68,55.68,119628,57.32,57.32,123046,58.96,58.96,126464,60.60,60.60,129882,62.23,62.23,133300,63.87,63.87
CLE,15,120614,57.79,57.79,124635,59.72,59.72,128656,61.65,61.65,132677,63.57,63.57,136698,65.50,65.50,140719,67.43,67.43,144740,69.35,69.35,148761,71.28,71.28,152782,73.21,73.21,156802,75.13,75.13
COL,1,21277,10.20,15.30,21989,10.54,15.81,22696,10.87,16.31,23400,11.21,16.82,24108,11.55,17.33,24523,11.75,17.63,25222,12.09,18.14,25928,12.42,18.63,25954,12.44,18.66,26609,12.75,19.13
COL,2,23923,11.46,17.19,24492,11.74,17.61,25284,12.11,18.17,25954,12.44,18.66,26247,12.58,18.87,27019,12.95,19.43,27792,13.32,19.98,28564,13.69,20.54,29336,14.06,21.09,30108,14.43,21.65
COL,3,26102,12.51,18.77,26973,12.92,19.38,27843,13.34,20.01,28714,13.76,20.64,29584,14.18,21.27,30455,14.59,21.89,31325,15.01,22.52,32196,15.43,23.15,33066,15.84,23.76,33937,16.26,24.39
COL,4,29303,14.04,21.06,30280,14.51,21.77,31257,14.98,22.47,32234,15.45,23.18,33211,15.91,23.87,34188,16.38,24.57,35166,16.85,25.28,36143,17.32,25.98,37120,17.79,26.69,38097,18.25,27.38
COL,5,32784,15.71,23.57,33877,16.23,24.35,34970,16.76,25.14,36063,17.28,25.92,37156,17.80,26.70,38249,18.33,27.50,39342,18.85,28.28,40435,19.37,29.06,41529,19.90,29.85,42622,20.42,30.63
COL,6,36545,17.51,26.27,37763,18.09,27.14,38981,18.68,28.02,40200,19.26,28.89,41418,19.85,29.78,42637,20.43,30.65,43855,21.01,31.52,45074,21.60,32.40,46292,22.18,33.27,47511,22.77,34.16
COL,7,40610,19.46,29.19,41963,20.11,30.17,43316,20.76,31.14,44670,21.40,32.10,46023,22.05,33.08,47376,22.70,34.05,48729,23.35,35.03,50082,24.00,36.00,51436,24.65,36.98,52789,25.29,37.94
COL,8,44974,21.55,32.33,46474,22.27,33.41,47974,22.99,34.49,49473,23.71,35.57,50973,24.42,36.63,52472,25.14,37.71,53972,25.86,38.79,55472,26.58,39.32,56971,27.30,39.32,58471,28.02,39.32
COL,9,49675,23.80,35.70,51330,24.60,36.90,52986,25.39,38.09,54641,26.18,39.27,56297,26.98,39.32,57952,27.77,39.32,59607,28.56,39.32,61263,29.35,39.32,62918,30.15,39.32,64574,30.94,39.32
COL,10,54703,26.21,39.32,56526,27.08,39.32,58349,27.96,39.32,60172,28.83,39.32,61995,29.71,39.32,63818,30.58,39.32,65641,31.45,39.32,67464,32.33,39.32,69287,33.20,39.32,71110,34.07,39.32
COL,11,60101,28.80,39.32,62104,29.76,39.32,64108,30.72,39.32,66111,31.68,39.32,68114,32.64,39.32,70118,33.60,39.32,72121,34.56,39.32,74125,35.52,39.32,76128,36.48,39.32,78132,37.44,39.32
