LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
AK,11,63330,30.34,41.43,65441,31.36,41.43,67552,32.37,41.43,69663,33.38,41.43,71774,34.39,41.43,73885,35.40,41.43,75996,36.41,41.43,78107,37.43,41.43,80218,38.44,41.43,82329,39.45,41.43
AK,12,75908,36.37,41.43,78437,37.58,41.43,80967,38.80,41.43,83497,40.01,41.43,86027,41.22,41.43,88557,42.43,42.43,91087,43.64,43.64,93617,44.86,44.86,96147,46.07,46.07,98677,47.28,47.28
AK,13,90264,43.25,43.25,93273,44.69,44.69,96282,46.13,46.13,99291,47.58,47.58,102299,49.02,49.02,105308,50.46,50.46,108317,51.90,51.90,111326,53.34,53.34,114334,54.78,54.78,117343,56.23,56.23
AK,14,106665,51.11,51.11,110220,52.81,52.81,113775,54.52,54.52,117330,56.22,56.22,120884,57.92,57.92,124439,59.63,59.63,127994,61.33,61.33,131549,63.03,63.03,135104,64.74,64.74,138659,66.44,66.44
AK,15,125468,60.12,60.12,129650,62.12,62.12,133832,64.13,64.13,138014,66.13,66.13,142196,68.13,68.13,146379,70.14,70.14,150561,72.14,72.14,154743,74.15,74.15,157100,75.28,75.28,157100,75.28,75.28
ATL,1,21450,10.28,15.42,22166,10.62,15.93,22880,10.96,16.44,23590,11.30,16.95,24303,11.64,17.46,24722,11.85,17.78,25427,12.18,18.27,26138,12.52,18.78,26165,12.54,18.81,26833,12.86,19.29
ATL,2,24117,11.56,17.34,24691,11.83,17.75,25489,12.21,18.32,26165,12.54,18.81,26457,12.68,19.02,27235,13.05,19.58,28013,13.42,20.13,28791,13.80,20.70,29568,14.17,21.26,30346,14.54,21.81
ATL,3,26313,12.61,18.92,27190,13.03,19.55,28067,13.45,20.18,28943,13.87,20.81,29820,14.29,21.44,30697,14.71,22.07,31574,15.13,22.70,32450,15.55,23.33,33327,15.97,23.96,34204,16.39,24.59
ATL,4,29540,14.15,21.23,30524,14.63,21.95,31508,15.10,22.65,32492,15.57,23.36,33476,16.04,24.06,34460,16.51,24.77,35445,16.98,25.47,36429,17.46,26.19,37413,17.93,26.90,38397,18.40,27.60
ATL,5,33049,15.84,23.76,34152,16.36,24.54,35254,16.89,25.34,36356,17.42,26.13,37458,17.95,26.93,38560,18.48,27.72,39663,19.00,28.50,40765,19.53,29.30,41867,20.06,30.09,42969,20.59,30.89
ATL,6,36840,17.65,26.48,38068,18.24,27.36,39295,18.83,28.25,40523,19.42,29.13,41750,20.00,30.00,42978,20.59,30.89,44205,21.18,31.77,45433,21.77,32.66,46660,22.36,33.54,47888,22.95,34.43
ATL,7,40939,19.62,29.43,42304,20.27,30.41,43668,20.92,31.38,45033,21.58,32.37,46398,22.23,33.35,47763,22.89,34.34,49127,23.54,35.31,50492,24.19,36.29,51857,24.85,37.28,53221,25.50,38.25
ATL,8,45339,21.72,32.58,46850,22.45,33.68,48361,23.17,34.76,49873,23.90,35.85,51384,24.62,36.93,52896,25.35,38.03,54407,26.07,39.11,55918,26.79,39.63,57430,27.52,39.63,58941,28.24,39.63
ATL,9,50077,23.99,35.99,51746,24.79,37.19,53414,25.59,38.39,55083,26.39,39.59,56752,27.19,39.63,58421,27.99,39.63,60090,28.79,39.63,61759,29.59,39.63,63428,30.39,39.63,65097,31.19,39.63
ATL,10,55147,26.42,39.63,56985,27.30,39.63,58823,28.19,39.63,60661,29.07,39.63,62500,29.95,39.63,64338,30.83,39.63,66176,31.71,39.63,68014,32.59,39.63,69853,33.47,39.63,71691,34.35,39.63
ATL,11,60587,29.03,39.63,62607,30.00,39.63,64627,30.97,39.63,66646,31.93,39.63,68666,32.90,39.63,70685,33.87,39.63,72705,34.84,39.63,74724,35.80,39.63,76744,36.77,39.63,78764,37.74,39.63
ATL,12,72620,34.80,39.63,75041,35.96,39.63,77461,37.12,39.63,79881,38.28,39.63,82302,39.44,39.63,84722,40.60,40.60,87143,41.76,41.76,89563,42.91,42.91,91983,44.07,44.07,94404,45.23,45.23
ATL,13,86355,41.38,41.38,89234,42.76,42.76,92112,44.14,44.14,94991,45.52,45.52,97869,46.89,46.89,100748,48.27,48.27,103626,49.65,49.65,106504,51.03,51.03,109383,52.41,52.41,112261,53.79,53.79
ATL,14,102045,48.90,48.90,105446,50.53,50.53,108847,52.15,52.15,112248,53.78,53.78,115649,55.41,55.41,119050,57.04,57.04,122451,58.67,58.67,125852,60.30,60.30,129253,61.93,61.93,132654,63.56,63.56
ATL,15,120034,57.52,57.52,124035,59.43,59.43,128036,61.35,61.35,132037,63.27,63.27,136038,65.18,65.18,140039,67.10,67.10,144040,69.02,69.02,148041,70.93,70.93,152042,72.85,72.85,156043,74.77,74.77
BOS,1,22440,10.75,16.13,23190,11.11,16.67,23937,11.47,17.21,24679,11.83,17.75,25426,12.18,18.27,25864,12.39,18.59,26601,12.75,19.13,27345,13.10,19.65,27374,13.12,19.68,28073,13.45,20.18
BOS,2,25231,12.09,18.14,25831,12.38,18.57,26666,12.78,19.17,27374,13.12,19.68,27679,13.26,19.89,28493,13.65,20.48,29307,14.04,21.06,30120,14.43,21.65,30934,14.82,22.23,31748,15.21,22.82
BOS,3,27528,13.19,19.79,28446,13.63,20.45,29363,14.07,21.11,30280,14.51,21.77,31198,14.95,22.43,32115,15.39,23.09,33032,15.83,23.75,33949,16.27,24.41,34867,16.71,25.07,35784,17.15,25.73
BOS,4,30904,14.81,22.22,31934,15.30,22.95,32963,15.79,23.69,33993,16.29,24.44,35023,16.78,25.17,36052,17.27,25.91,37082,17.77,26.66,38111,18.26,27.39,39141,18.75,28.13,40171,19.25,28.88
BOS,5,34576,16.57,24.86,35729,17.12,25.68,36882,17.67,26.51,38035,18.22,27.33,39188,18.78,28.17,40342,19.33,29.00,41495,19.88,29.82,42648,20.44,30.66,43801,20.99,31.49,44954,21.54,32.31
BOS,6,38542,18.47,27.71,39826,19.08,28.62,41110,19.70,29.55,42395,20.31,30.47,43679,20.93,31.40,44963,21.54,32.31,46247,22.16,33.24,47531,22.77,34.16,48816,23.39,35.09,50100,24.01,36.02
BOS,7,42830,20.52,30.78,44258,21.21,31.82,45686,21.89,32.84,47113,22.57,33.86,48541,23.26,34.89,49969,23.94,35.91,51396,24.63,36.95,52824,25.31,37.97,54252,26.00,39.00,55680,26.68,40.02
BOS,8,47433,22.73,34.10,49014,23.49,35.24,50595,24.24,36.36,52176,25.00,37.50,53758,25.76,38.64,55339,26.52,39.78,56920,27.27,40.91,58501,28.03,41.46,60082,28.79,41.46,61664,29.55,41.46
BOS,9,52390,25.10,37.65,54136,25.94,38.91,55882,26.78,40.17,57628,27.61,41.42,59374,28.45,41.46,61120,29.29,41.46,62866,30.12,41.46,64611,30.96,41.46,66357,31.80,41.46,68103,32.63,41.46
BOS,10,57694,27.64,41.46,59617,28.57,41.46,61540,29.49,41.46,63463,30.41,41.46,65386,31.33,41.46,67310,32.25,41.46,69233,33.17,41.46,71156,34.09,41.46,73079,35.02,41.46,75002,35.94,41.46
BOS,11,63386,30.37,41.46,65499,31.38,41.46,67612,32.40,41.46,69725,33.41,41.46,71837,34.42,41.46,73950,35.43,41.46,76063,36.45,41.46,78176,37.46,41.46,80289,38.47,41.46,82402,39.48,41.46
BOS,12,75974,36.40,41.46,78507,37.62,41.46,81039,38.83,41.46,83571,40.04,41.46,86103,41.26,41.46,88635,42.47,42.47,91168,43.68,43.68,93700,44.90,44.90,96232,46.11,46.11,98764,47.32,47.32
BOS,13,90344,43.29,43.29,93355,44.73,44.73,96367,46.17,46.17,99378,47.62,47.62,102390,49.06,49.06,105401,50.50,50.50,108413,51.95,51.95,111424,53.39,53.39,114435,54.83,54.83,117447,56.28,56.28
BOS,14,106759,51.15,51.15,110317,52.86,52.86,113875,54.56,54.56,117433,56.27,56.27,120991,57.97,57.97,124549,59.68,59.68,128107,61.38,61.38,131665,63.09,63.09,135223,64.79,64.79,138781,66.50,66.50
BOS,15,125579,60.17,60.17,129765,62.18,62.18,133950,64.18,64.18,138136,66.19,66.19,142322,68.19,68.19,146508,70.20,70.20,150694,72.21,72.21,154879,74.21,74.21,157100,75.28,75.28,157100,75.28,75.28
BU,1,21034,10.08,15.12,21737,10.42,15.63,22437,10.75,16.13,23133,11.08,16.62,23832,11.42,17.13,24243,11.62,17.43,24934,11.95,17.93,25631,12.28,18.42,25658,12.29,18.44,26313,12.61,18.92
BU,2,23650,11.33,17.00,24213,11.60,17.40,24995,11.98,17.97,25658,12.29,18.44,25945,12.43,18.65,26708,12.80,19.20,27470,13.16,19.74,28233,13.53,20.30,28996,13.89,20.84,29759,14.26,21.39
BU,3,25803,12.36,18.54,26663,12.78,19.17,27523,13.19,19.79,28383,13.60,20.40,29243,14.01,21.02,30102,14.42,21.63,30962,14.84,22.26,31822,15.25,22.88,32682,15.66,23.49,33542,16.07,24.11
BU,4,28968,13.88,20.82,29933,14.34,21.51,30898,14.80,22.20,31863,15.27,22.91,32828,15.73,23.60,33793,16.19,24.29,34758,16.65,24.98,35723,17.12,25.68,36688,17.58,26.37,37654,18.04,27.06
BU,5,32409,15.53,23.30,33490,16.05,24.08,34571,16.56,24.84,35652,17.08,25.62,36733,17.60,26.40,37814,18.12,27.18,38895,18.64,27.96,39976,19.15,28.73,41056,19.67,29.51,42137,20.19,30.29
BU,6,36127,17.31,25.97,37331,17.89,26.84,38534,18.46,27.69,39738,19.04,28.56,40942,19.62,29.43,42146,20.19,30.29,43349,20.77,31.16,44553,21.35,32.03,45757,21.92,32.88,46960,22.50,33.75
BU,7,40146,19.24,28.86,41485,19.88,29.82,42823,20.52,30.78,44161,21.16,31.74,45499,21.80,32.70,46838,22.44,33.66,48176,23.08,34.62,49514,23.72,35.58,50852,24.37,36.56,52191,25.01,37.52
BU,8,44461,21.30,31.95,45943,22.01,33.02,47425,22.72,34.08,48907,23.43,35.15,50389,24.14,36.21,51871,24.85,37.28,53353,25.56,38.34,54836,26.28,38.87,56318,26.99,38.87,57800,27.70,38.87
BU,9,49107,23.53,35.30,50744,24.31,36.47,52380,25.10,37.65,54017,25.88,38.82,55653,26.67,38.87,57290,27.45,38.87,58926,28.23,38.87,60563,29.02,38.87,62199,29.80,38.87,63836,30.59,38.87
BU,10,54079,25.91,38.87,55881,26.78,38.87,57684,27.64,38.87,59487,28.50,38.87,61289,29.37,38.87,63092,30.23,38.87,64895,31.09,38.87,66697,31.96,38.87,68500,32.82,38.87,70303,33.69,38.87
BU,11,59414,28.47,38.87,61395,29.42,38.87,63375,30.37,38.87,65356,31.32,38.87,67336,32.26,38.87,69316,33.21,38.87,71297,34.16,38.87,73277,35.11,38.87,75258,36.06,38.87,77238,37.01,38.87
BU,12,71214,34.12,38.87,73587,35.26,38.87,75961,36.40,38.87,78334,37.53,38.87,80708,38.67,38.87,83082,39.81,39.81,85455,40.95,40.95,87829,42.08,42.08,90202,43.22,43.22,92576,44.36,44.36
BU,13,84683,40.58,40.58,87506,41.93,41.93,90328,43.28,43.28,93151,44.63,44.63,95974,45.99,45.99,98797,47.34,47.34,101619,48.69,48.69,104442,50.04,50.04,107265,51.40,51.40,110088,52.75,52.75
BU,14,100069,47.95,47.95,103404,49.55,49.55,106740,51.15,51.15,110075,52.74,52.74,113410,54.34,54.34,116745,55.94,55.94,120080,57.54,57.54,123415,59.14,59.14,126750,60.73,60.73,130085,62.33,62.33
BU,15,117710,56.40,56.40,121633,58.28,58.28,125557,60.16,60.16,129480,62.04,62.04,133404,63.92,63.92,137328,65.80,65.80,141251,67.68,67.68,145175,69.56,69.56,149098,71.44,71.44,153022,73.32,73.32
CHI,1,22494,10.78,16.17,23246,11.14,16.71,23994,11.50,17.25,24739,11.85,17.78,25487,12.21,18.32,25926,12.42,18.63,26665,12.78,19.17,27411,13.13,19.70,27439,13.15,19.73,28140,13.48,20.22
CHI,2,25291,12.12,18.18,25893,12.41,18.62,26730,12.81,19.22,27439,13.15,19.73,27746,13.29,19.94,28562,13.69,20.54,29377,14.08,21.12,30193,14.47,21.71,31009,14.86,22.29,31824,15.25,22.88
CHI,3,27595,13.22,19.83,28514,13.66,20.49,29434,14.10,21.15,30353,14.54,21.81,31272,14.98,22.47,32192,15.43,23.15,33111,15.87,23.81,34031,16.31,24.47,34950,16.75,25.13,35870,17.19,25.79
CHI,4,30979,14.84,22.26,32011,15.34,23.01,33043,15.83,23.75,34075,16.33,24.50,35107,16.82,25.23,36139,17.32,25.98,37171,17.81,26.72,38203,18.31,27.47,39235,18.80,28.20,40267,19.29,28.94
CHI,5,34659,16.61,24.92,35815,17.16,25.74,36971,17.71,26.57,38127,18.27,27.41,39283,18.82,28.23,40439,19.38,29.07,41594,19.93,29.90,42750,20.48,30.72,43906,21.04,31.56,45062,21.59,32.39
CHI,6,38635,18.51,27.77,39922,19.13,28.70,41209,19.75,29.63,42496,20.36,30.54,43784,20.98,31.47,45071,21.60,32.40,46358,22.21,33.32,47646,22.83,34.25,48933,23.45,35.18,50220,24.06,36.09
CHI,7,42933,20.57,30.86,44364,21.26,31.89,45795,21.94,32.91,47227,22.63,33.95,48658,23.31,34.97,50089,24.00,36.00,51520,24.69,37.04,52951,25.37,38.06,54382,26.06,39.09,55813,26.74,40.11
CHI,8,47547,22.78,34.17,49132,23.54,35.31,50717,24.30,36.45,52302,25.06,37.59,53887,25.82,38.73,55472,26.58,39.87,57057,27.34,41.01,58642,28.10,41.57,60227,28.86,41.57,61812,29.62,41.57
CHI,9,52516,25.16,37.74,54266,26.00,39.00,56016,26.84,40.26,57766,27.68,41.52,59516,28.52,41.57,61266,29.36,41.57,63017,30.20,41.57,64767,31.03,41.57,66517,31.87,41.57,68267,32.71,41.57
CHI,10,57832,27.71,41.57,59760,28.63,41.57,61688,29.56,41.57,63616,30.48,41.57,65544,31.41,41.57,67471,32.33,41.57,69399,33.25,41.57,71327,34.18,41.57,73255,35.10,41.57,75183,36.02,41.57
CHI,11,63538,30.44,41.57,65656,31.46,41.57,67774,32.47,41.57,69892,33.49,41.57,72010,34.50,41.57,74128,35.52,41.57,76246,36.53,41.57,78364,37.55,41.57,80482,38.56,41.57,82600,39.58,41.57
CHI,12,76157,36.49,41.57,78695,37.71,41.57,81234,38.92,41.57,83772,40.14,41.57,86310,41.36,41.57,88849,42.57,42.57,91387,43.79,43.79,93925,45.00,45.00,96463,46.22,46.22,99002,47.44,47.44
CHI,13,90561,43.39,43.39,93580,44.84,44.84,96598,46.29,46.29,99617,47.73,47.73,102636,49.18,49.18,105654,50.62,50.62,108673,52.07,52.07,111692,53.52,53.52,114710,54.96,54.96,117729,56.41,56.41
CHI,14,107016,51.28,51.28,110582,52.99,52.99,114149,54.70,54.70,117715,56.40,56.40,121282,58.11,58.11,124849,59.82,59.82,128415,61.53,61.53,131982,63.24,63.24,135548,64.95,64.95,139115,66.66,66.66
CHI,15,125881,60.32,60.32,130076,62.33,62.33,134272,64.34,64.34,138468,66.35,66.35,142664,68.36,68.36,146860,70.37,70.37,151056,72.38,72.38,155252,74.39,74.39,157100,75.28,75.28,157100,75.28,75.28
CIN,1,21316,10.21,15.32,22029,10.56,15.84,22738,10.90,16.35,23443,11.23,16.85,24152,11.57,17.36,24568,11.77,17.66,25269,12.11,18.17,25975,12.45,18.68,26003,12.46,18.69,26667,12.78,19.17
CIN,2,23967,11.48,17.22,24537,11.76,17.64,25331,12.14,18.21,26003,12.46,18.69,26293,12.60,18.90,27066,12.97,19.46,27839,13.34,20.01,28612,13.71,20.57,29385,14.08,21.12,30158,14.45,21.68
CIN,3,26150,12.53,18.80,27021,12.95,19.43,27892,13.36,20.04,28764,13.78,20.67,29635,14.20,21.30,30506,14.62,21.93,31378,15.03,22.55,32249,15.45,23.18,33120,15.87,23.81,33992,16.29,24.44
CIN,4,29357,14.07,21.11,30335,14.54,21.81,31313,15.00,22.50,32291,15.47,23.21,33269,15.94,23.91,34247,16.41,24.62,35225,16.88,25.32,36203,17.35,26.03,37181,17.82,26.73,38159,18.28,27.42
CIN,5,32844,15.74,23.61,33940,16.26,24.39,35035,16.79,25.19,36130,17.31,25.97,37226,17.84,26.76,38321,18.36,27.54,39417,18.89,28.34,40512,19.41,29.12,41607,19.94,29.91,42703,20.46,30.69
CIN,6,36612,17.54,26.31,37832,18.13,27.20,39052,18.71,28.07,40271,19.30,28.95,41491,19.88,29.82,42711,20.47,30.71,43931,21.05,31.58,45151,21.63,32.45,46371,22.22,33.33,47591,22.80,34.20
CIN,7,40685,19.49,29.24,42041,20.14,30.21,43398,20.79,31.19,44754,21.44,32.16,46110,22.09,33.14,47466,22.74,34.11,48822,23.39,35.09,50179,24.04,36.06,51535,24.69,37.04,52891,25.34,38.01
CIN,8,45057,21.59,32.39,46559,22.31,33.47,48061,23.03,34.55,49563,23.75,35.63,51065,24.47,36.71,52567,25.19,37.79,54069,25.91,38.87,55571,26.63,39.39,57074,27.35,39.39,58576,28.07,39.39
CIN,9,49766,23.85,35.78,51425,24.64,36.96,53083,25.44,38.16,54742,26.23,39.35,56400,27.02,39.39,58059,27.82,39.39,59717,28.61,39.39,61376,29.41,39.39,63034,30.20,39.39,64693,31.00,39.39
CIN,10,54804,26.26,39.39,56631,27.14,39.39,58458,28.01,39.39,60285,28.89,39.39,62112,29.76,39.39,63939,30.64,39.39,65766,31.51,39.39,67592,32.39,39.39,69419,33.26,39.39,71246,34.14,39.39
CIN,11,60212,28.85,39.39,62219,29.81,39.39,64226,30.77,39.39,66233,31.74,39.39,68240,32.70,39.39,70247,33.66,39.39,72254,34.62,39.39,74261,35.58,39.39,76268,36.54,39.39,78275,37.51,39.39
CIN,12,72170,34.58,39.39,74575,35.73,39.39,76980,36.89,39.39,79386,38.04,39.39,81791,39.19,39.39,84197,40.34,40.34,86602,41.50,41.50,89007,42.65,42.65,91413,43.80,43.80,93818,44.95,44.95
CIN,13,85820,41.12,41.12,88680,42.49,42.49,91541,43.86,43.86,94401,45.23,45.23,97262,46.60,46.60,100123,47.97,47.97,102983,49.34,49.34,105844,50.72,50.72,108704,52.09,52.09,111565,53.46,53.46
CIN,14,101412,48.59,48.59,104792,50.21,50.21,108172,51.83,51.83,111552,53.45,53.45,114932,55.07,55.07,118312,56.69,56.69,121692,58.31,58.31,125071,59.93,59.93,128451,61.55,61.55,131831,63.17,63.17
CIN,15,119290,57.16,57.16,123266,59.06,59.06,127242,60.97,60.97,131218,62.87,62.87,135194,64.78,64.78,139171,66.68,66.68,143147,68.59,68.59,147123,70.49,70.49,151099,72.40,72.40,155075,74.31,74.31
CLE,1,21340,10.23,15.35,22053,10.57,15.86,22763,10.91,16.37,23469,11.25,16.88,24179,11.59,17.39,24595,11.78,17.67,25297,12.12,18.18,26004,12.46,18.69,26031,12.47,18.71,26696,12.79,19.19
CLE,2,23994,11.50,17.25,24564,11.77,17.66,25358,12.15,18.23,26031,12.47,18.71,26322,12.61,18.92,27096,12.98,19.47,27870,13.35,20.03,28643,13.72,20.58,29417,14.10,21.15,30191,14.47,21.71
CLE,3,26178,12.54,18.81,27051,12.96,19.44,27923,13.38,20.07,28795,13.80,20.70,29668,14.22,21.33,30540,14.63,21.95,31412,15.05,22.58,32285,15.47,23.21,33157,15.89,23.84,34029,16.31,24.47
CLE,4,29389,14.08,21.12,30368,14.55,21.83,31347,15.02,22.53,32326,15.49,23.24,33305,15.96,23.94,34284,16.43,24.65,35263,16.90,25.35,36242,17.37,26.06,37222,17.84,26.76,38201,18.30,27.45
CLE,5,32880,15.75,23.63,33977,16.28,24.42,35074,16.81,25.22,36170,17.33,26.00,37267,17.86,26.79,38363,18.38,27.57,39460,18.91,28.37,40557,19.43,29.15,41653,19.96,29.94,42750,20.48,30.72
CLE,6,36652,17.56,26.34,37873,18.15,27.23,39094,18.73,28.10,40316,19.32,28.98,41537,19.90,29.85,42758,20.49,30.74,43979,21.07,31.61,45200,21.66,32.49,46422,22.24,33.36,47643,22.83,34.25
CLE,7,40730,19.52,29.28,42087,20.17,30.26,43445,20.82,31.23,44803,21.47,32.21,46161,22.12,33.18,47518,22.77,34.16,48876,23.42,35.13,50234,24.07,36.11,51591,24.72,37.08,52949,25.37,38.06
CLE,8,45107,21.61,32.42,46610,22.33,33.50,48114,23.05,34.58,49618,23.77,35.66,51121,24.49,36.74,52625,25.22,37.83,54129,25.94,38.91,55632,26.66,39.44,57136,27.38,39.44,58640,28.10,39.44
CLE,9,49821,23.87,35.81,51481,24.67,37.01,53141,25.46,38.19,54802,26.26,39.39,56462,27.05,39.44,58122,27.85,39.44,59783,28.65,39.44,61443,29.44,39.44,63103,30.24,39.44,64764,31.03,39.44
CLE,10,54865,26.29,39.44,56693,27.16,39.44,58522,28.04,39.44,60351,28.92,39.44,62180,29.79,39.44,64009,30.67,39.44,65838,31.55,39.44,67667,32.42,39.44,69495,33.30,39.44,71324,34.18,39.44
CLE,11,60278,28.88,39.44,62287,29.85,39.44,64296,30.81,39.44,66305,31.77,39.44,68315,32.73,39.44,70324,33.70,39.44,72333,34.66,39.44,74342,35.62,39.44,76352,36.58,39.44,78361,37.55,39.44
CLE,12,72249,34.62,39.44,74657,35.77,39.44,77065,36.93,39.44,79473,38.08,39.44,81881,39.23,39.44,84289,40.39,40.39,86697,41.54,41.54,89105,42.70,42.70,91513,43.85,43.85,93921,45.00,45.00
CLE,13,85914,41.17,41.17,88777,42.54,42.54,91641,43.91,43.91,94505,45.28,45.28,97369,46.66,46.66,100232,48.03,48.03,103096,49.40,49.40,105960,50.77,50.77,108824,52.14,52.14,111687,53.52,53.52
CLE,14,101524,48.65,48.65,104907,50.27,50.27,108291,51.89,51.89,111674,53.51,53.51,115058,55.13,55.13,118441,56.75,56.75,121825,58.37,58.37,125209,59.99,59.99,128592,61.62,61.62,131976,63.24,63.24
CLE,15,119421,57.22,57.22,123401,59.13,59.13,127382,61.04,61.04,131362,62.94,62.94,135343,64.85,64.85,139323,66.76,66.76,143304,68.67,68.67,147284,70.57,70.57,151265,72.48,72.48,155245,74.39,74.39
COL,1,21067,10.09,15.14,21771,10.43,15.65,22471,10.77,16.16,23168,11.10,16.65,23869,11.44,17.16,24280,11.63,17.45,24973,11.97,17.96,25671,12.30,18.45,25698,12.31,18.47,26354,12.63,18.95
COL,2,23686,11.35,17.03,24250,11.62,17.43,25034,12.00,18.00,25698,12.31,18.47,25985,12.45,18.68,26749,12.82,19.23,27513,13.18,19.77,28277,13.55,20.33,29040,13.91,20.87,29804,14.28,21.42
COL,3,25843,12.38,18.57,26704,12.80,19.20,27565,13.21,19.82,28427,13.62,20.43,29288,14.03,21.05,30149,14.45,21.68,31010,14.86,22.29,31871,15.27,22.91,32732,15.68,23.52,33593,16.10,24.15
COL,4,29012,13.90,20.85,29979,14.36,21.54,30945,14.83,22.25,31912,15.29,22.94,32879,15.75,23.63,33845,16.22,24.33,34812,16.68,25.02,35778,17.14,25.71,36745,17.61,26.42,37711,18.07,27.11
COL,5,32459,15.55,23.33,33542,16.07,24.11,34624,16.59,24.89,35707,17.11,25.67,36789,17.63,26.45,37872,18.15,27.23,38955,18.67,28.01,40037,19.18,28.77,41120,19.70,29.55,42202,20.22,30.33
COL,6,36183,17.34,26.01,37388,17.91,26.87,38594,18.49,27.74,39799,19.07,28.61,41005,19.65,29.48,42210,20.23,30.35,43416,20.80,31.20,44622,21.38,32.07,45827,21.96,32.94,47033,22.54,33.81
COL,7,40208,19.27,28.91,41548,19.91,29.87,42889,20.55,30.83,44229,21.19,31.79,45569,21.83,32.75,46910,22.48,33.72,48250,23.12,34.68,49590,23.76,35.64,50931,24.40,36.60,52271,25.05,37.58
COL,8,44529,21.34,32.01,46013,22.05,33.08,47498,22.76,34.14,48982,23.47,35.21,50467,24.18,36.27,51951,24.89,37.34,53436,25.60,38.40,54920,26.32,38.93,56404,27.03,38.93,57889,27.74,38.93
COL,9,49183,23.57,35.36,50822,24.35,36.53,52461,25.14,37.71,54100,25.92,38.88,55739,26.71,38.93,57378,27.49,38.93,59017,28.28,38.93,60656,29.06,38.93,62295,29.85,38.93,63934,30.63,38.93
COL,10,54162,25.95,38.93,55967,26.82,38.93,57773,27.68,38.93,59578,28.55,38.93,61384,29.41,38.93,63189,30.28,38.93,64995,31.14,38.93,66800,32.01,38.93,68605,32.87,38.93,70411,33.74,38.93
COL,11,59506,28.51,38.93,61489,29.46,38.93,63473,30.41,38.93,65456,31.36,38.93,67440,32.31,38.93,69423,33.26,38.93,71407,34.22,38.93,73390,35.17,38.93,75374,36.12,38.93,77357,37.07,38.93
