LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
CHI,6,41127,19.71,29.57,42497,20.36,30.54,43868,21.02,31.53,45238,21.68,32.52,46608,22.33,33.50,47978,22.99,34.49,49349,23.65,35.48,50719,24.30,36.45,52089,24.96,37.44,53460,25.62,38.43
CHI,7,45703,21.90,32.85,47226,22.63,33.95,48750,23.36,35.04,50273,24.09,36.14,51796,24.82,37.23,53319,25.55,38.33,54843,26.28,39.42,56366,27.01,40.52,57889,27.74,41.61,59412,28.47,42.71
CHI,8,50615,24.25,36.38,52302,25.06,37.59,53990,25.87,38.81,55678,26.68,40.02,57365,27.49,41.24,59053,28.30,42.45,60741,29.10,43.65,62428,29.91,44.25,64116,30.72,44.25,65804,31.53,44.25
CHI,9,55905,26.79,40.19,57768,27.68,41.52,59632,28.57,42.86,61495,29.47,44.21,63359,30.36,44.25,65223,31.25,44.25,67086,32.14,44.25,68950,33.04,44.25,70813,33.93,44.25,72677,34.82,44.25
CHI,10,61564,29.50,44.25,63616,30.48,44.25,65669,31.47,44.25,67721,32.45,44.25,69773,33.43,44.25,71826,34.42,44.25,73878,35.40,44.25,75930,36.38,44.25,77982,37.37,44.25,80035,38.35,44.25
CHI,11,67638,32.41,44.25,69893,33.49,44.25,72148,34.57,44.25,74403,35.65,44.25,76658,36.73,44.25,78913,37.81,44.25,81168,38.89,44.25,83423,39.97,44.25,85678,41.05,44.25,87933,42.13,44.25
CHI,12,81071,38.85,44.25,83773,40.14,44.25,86476,41.44,44.25,89178,42.73,44.25,91880,44.02,44.25,94583,45.32,45.32,97285,46.61,46.61,99987,47.91,47.91,102690,49.20,49.20,105392,50.50,50.50
CHI,13,96403,46.19,46.19,99617,47.73,47.73,102830,49.27,49.27,106044,50.81,50.81,109257,52.35,52.35,112471,53.89,53.89,115684,55.43,55.43,118898,56.97,56.97,122111,58.51,58.51,125325,60.05,60.05
CHI,14,113920,54.59,54.59,117717,56.40,56.40,121515,58.22,58.22,125312,60.04,60.04,129109,61.86,61.86,132907,63.68,63.68,136704,65.50,65.50,140501,67.32,67.32,144299,69.14,69.14,148096,70.96,70.96
CHI,15,134000,64.21,64.21,138467,66.35,66.35,142933,68.49,68.49,147400,70.63,70.63,151866,72.77,72.77,156333,74.91,74.91,160800,77.05,77.05,164200,78.68,78.68,164200,78.68,78.68,164200,78.68,78.68
CIN,1,22518,10.79,16.19,23272,11.15,16.73,24021,11.51,17.27,24765,11.87,17.81,25514,12.23,18.35,25952,12.44,18.66,26691,12.79,19.19,27439,13.15,19.73,27468,13.16,19.74,28172,13.50,20.25
CIN,2,25318,12.13,18.20,25921,12.42,18.63,26759,12.82,19.23,27468,13.16,19.74,27780,13.31,19.97,28597,13.70,20.55,29415,14.09,21.14,30232,14.49,21.74,31050,14.88,22.32,31867,15.27,22.91
CIN,3,27624,13.24,19.86,28545,13.68,20.52,29465,14.12,21.18,30386,14.56,21.84,31306,15.00,22.50,32227,15.44,23.16,33148,15.88,23.82,34068,16.32,24.48,34989,16.77,25.16,35909,17.21,25.82
CIN,4,31012,14.86,22.29,32045,15.35,23.03,33078,15.85,23.78,34111,16.34,24.51,35145,16.84,25.26,36178,17.33,26.00,37211,17.83,26.75,38245,18.33,27.50,39278,18.82,28.23,40311,19.32,28.98
CIN,5,34696,16.62,24.93,35853,17.18,25.77,37010,17.73,26.60,38167,18.29,27.44,39323,18.84,28.26,40480,19.40,29.10,41637,19.95,29.93,42794,20.51,30.77,43950,21.06,31.59,45107,21.61,32.42
CIN,6,38675,18.53,27.80,39963,19.15,28.73,41252,19.77,29.66,42541,20.38,30.57,43829,21.00,31.50,45118,21.62,32.43,46406,22.24,33.36,47695,22.85,34.28,48984,23.47,35.21,50272,24.09,36.14
CIN,7,42978,20.59,30.89,44411,21.28,31.92,45843,21.97,32.96,47276,22.65,33.98,48708,23.34,35.01,50140,24.02,36.03,51573,24.71,37.07,53005,25.40,38.10,54438,26.08,39.12,55870,26.77,40.16
CIN,8,47597,22.81,34.22,49184,23.57,35.36,50771,24.33,36.50,52358,25.09,37.64,53945,25.85,38.78,55532,26.61,39.92,57119,27.37,41.06,58706,28.13,41.61,60293,28.89,41.61,61880,29.65,41.61
CIN,9,52571,25.19,37.79,54324,26.03,39.05,56076,26.87,40.31,57829,27.71,41.57,59581,28.55,41.61,61334,29.39,41.61,63086,30.23,41.61,64839,31.07,41.61,66591,31.91,41.61,68344,32.75,41.61
CIN,10,57894,27.74,41.61,59824,28.67,41.61,61753,29.59,41.61,63683,30.51,41.61,65613,31.44,41.61,67543,32.36,41.61,69473,33.29,41.61,71403,34.21,41.61,73333,35.14,41.61,75263,36.06,41.61
CIN,11,63605,30.48,41.61,65726,31.49,41.61,67846,32.51,41.61,69967,33.53,41.61,72087,34.54,41.61,74208,35.56,41.61,76328,36.57,41.61,78449,37.59,41.61,80569,38.61,41.61,82690,39.62,41.61
CIN,12,76237,36.53,41.61,78779,37.75,41.61,81320,38.97,41.61,83861,40.18,41.61,86402,41.40,41.61,88944,42.62,42.62,91485,43.84,43.84,94026,45.05,45.05,96567,46.27,46.27,99109,47.49,47.49
CIN,13,90655,43.44,43.44,93677,44.89,44.89,96699,46.33,46.33,99721,47.78,47.78,102743,49.23,49.23,105765,50.68,50.68,108787,52.13,52.13,111809,53.57,53.57,114831,55.02,55.02,117853,56.47,56.47
CIN,14,107128,51.33,51.33,110699,53.04,53.04,114270,54.75,54.75,117841,56.46,56.46,121412,58.18,58.18,124982,59.89,59.89,128553,61.60,61.60,132124,63.31,63.31,135695,65.02,65.02,139266,66.73,66.73
CIN,15,126011,60.38,60.38,130211,62.39,62.39,134411,64.40,64.40,138612,66.42,66.42,142812,68.43,68.43,147012,70.44,70.44,151212,72.45,72.45,155413,74.47,74.47,159613,76.48,76.48,163813,78.49,78.49
CLE,1,22557,10.81,16.22,23312,11.17,16.76,24063,11.53,17.30,24809,11.89,17.84,25559,12.25,18.38,25997,12.46,18.69,26738,12.81,19.22,27488,13.17,19.76,27516,13.18,19.77,28221,13.52,20.28
CLE,2,25362,12.15,18.23,25966,12.44,18.66,26805,12.84,19.26,27516,13.18,19.77,27829,13.33,20.00,28647,13.73,20.60,29466,14.12,21.18,30285,14.51,21.77,31104,14.90,22.35,31923,15.30,22.95
CLE,3,27672,13.26,19.89,28595,13.70,20.55,29517,14.14,21.21,30439,14.59,21.89,31361,15.03,22.55,32284,15.47,23.21,33206,15.91,23.87,34128,16.35,24.53,35050,16.79,25.19,35972,17.24,25.86
CLE,4,31066,14.89,22.34,32101,15.38,23.07,33136,15.88,23.82,34171,16.37,24.56,35206,16.87,25.31,36241,17.37,26.06,37276,17.86,26.79,38312,18.36,27.54,39347,18.85,28.28,40382,19.35,29.03
CLE,5,34757,16.65,24.98,35916,17.21,25.82,37075,17.76,26.64,38233,18.32,27.48,39392,18.87,28.31,40551,19.43,29.15,41710,19.99,29.99,42869,20.54,30.81,44027,21.10,31.65,45186,21.65,32.48
CLE,6,38743,18.56,27.84,40033,19.18,28.77,41324,19.80,29.70,42615,20.42,30.63,43906,21.04,31.56,45197,21.66,32.49,46488,22.28,33.42,47779,22.89,34.34,49069,23.51,35.27,50360,24.13,36.20
CLE,7,43053,20.63,30.95,44488,21.32,31.98,45923,22.00,33.00,47358,22.69,34.04,48793,23.38,35.07,50228,24.07,36.11,51663,24.75,37.13,53098,25.44,38.16,54533,26.13,39.20,55968,26.82,40.23
CLE,8,47680,22.85,34.28,49270,23.61,35.42,50860,24.37,36.56,52450,25.13,37.70,54040,25.89,38.84,55629,26.66,39.99,57219,27.42,41.13,58809,28.18,41.69,60399,28.94,41.69,61989,29.70,41.69
CLE,9,52663,25.23,37.85,54419,26.08,39.12,56175,26.92,40.38,57930,27.76,41.64,59686,28.60,41.69,61441,29.44,41.69,63197,30.28,41.69,64952,31.12,41.69,66708,31.96,41.69,68464,32.80,41.69
CLE,10,57995,27.79,41.69,59928,28.71,41.69,61862,29.64,41.69,63795,30.57,41.69,65728,31.49,41.69,67661,32.42,41.69,69595,33.35,41.69,71528,34.27,41.69,73461,35.20,41.69,75395,36.13,41.69
CLE,11,63717,30.53,41.69,65841,31.55,41.69,67965,32.57,41.69,70089,33.58,41.69,72214,34.60,41.69,74338,35.62,41.69,76462,36.64,41.69,78586,37.66,41.69,80711,38.67,41.69,82835,39.69,41.69
CLE,12,76371,36.59,41.69,78917,37.81,41.69,81462,39.03,41.69,84008,40.25,41.69,86554,41.47,41.69,89099,42.69,42.69,91645,43.91,43.91,94191,45.13,45.13,96736,46.35,46.35,99282,47.57,47.57
CLE,13,90814,43.51,43.51,93841,44.96,44.96,96869,46.42,46.42,99896,47.87,47.87,102923,49.32,49.32,105950,50.77,50.77,108977,52.22,52.22,112005,53.67,53.67,115032,55.12,55.12,118059,56.57,56.57
CLE,14,107315,51.42,51.42,110893,53.14,53.14,114470,54.85,54.85,118047,56.56,56.56,121624,58.28,58.28,125201,59.99,59.99,128779,61.71,61.71,132356,63.42,63.42,135933,65.13,65.13,139510,66.85,66.85
CLE,15,126232,60.48,60.48,130439,62.50,62.50,134647,64.52,64.52,138855,66.53,66.53,143062,68.55,68.55,147270,70.57,70.57,151477,72.58,72.58,155685,74.60,74.60,159893,76.61,76.61,164100,78.63,78.63
COL,1,22349,10.71,16.07,23097,11.07,16.61,23840,11.42,17.13,24579,11.78,17.67,25323,12.13,18.20,25757,12.34,18.51,26491,12.69,19.04,27233,13.05,19.58,27262,13.06,19.59,27960,13.40,20.10
COL,2,25128,12.04,18.06,25726,12.33,18.50,26558,12.73,19.10,27262,13.06,19.59,27571,13.21,19.82,28383,13.60,20.40,29194,13.99,20.99,30005,14.38,21.57,30817,14.77,22.16,31628,15.15,22.73
COL,3,27417,13.14,19.71,28330,13.57,20.36,29244,14.01,21.02,30158,14.45,21.68,31071,14.89,22.34,31985,15.33,23.00,32899,15.76,23.64,33812,16.20,24.30,34726,16.64,24.96,35640,17.08,25.62
COL,4,30779,14.75,22.13,31804,15.24,22.86,32830,15.73,23.60,33855,16.22,24.33,34881,16.71,25.07,35906,17.20,25.80,36932,17.70,26.55,37957,18.19,27.29,38983,18.68,28.02,40008,19.17,28.76
COL,5,34436,16.50,24.75,35584,17.05,25.58,36732,17.60,26.40,37880,18.15,27.23,39028,18.70,28.05,40176,19.25,28.88,41324,19.80,29.70,42472,20.35,30.53,43620,20.90,31.35,44768,21.45,32.18
COL,6,38384,18.39,27.59,39663,19.00,28.50,40942,19.62,29.43,42221,20.23,30.35,43500,20.84,31.26,44779,21.46,32.19,46058,22.07,33.11,47337,22.68,34.02,48616,23.29,34.94,49895,23.91,35.87
COL,7,42656,20.44,30.66,44077,21.12,31.68,45499,21.80,32.70,46921,22.48,33.72,48342,23.16,34.74,49764,23.84,35.76,51186,24.53,36.80,52607,25.21,37.82,54029,25.89,38.84,55451,26.57,39.86
COL,8,47239,22.63,33.95,48815,23.39,35.09,50390,24.14,36.21,51965,24.90,37.35,53540,25.65,38.48,55115,26.41,39.62,56690,27.16,40.74,58266,27.92,41.30,59841,28.67,41.30,61416,29.43,41.30
COL,9,52177,25.00,37.50,53916,25.83,38.75,55655,26.67,40.01,57395,27.50,41.25,59134,28.33,41.30,60873,29.17,41.30,62613,30.00,41.30,64352,30.83,41.30,66091,31.67,41.30,67831,32.50,41.30
COL,10,57459,27.53,41.30,59374,28.45,41.30,61290,29.37,41.30,63205,30.29,41.30,65121,31.20,41.30,67036,32.12,41.30,68951,33.04,41.30,70867,33.96,41.30,72782,34.87,41.30,74698,35.79,41.30
COL,11,63128,30.25,41.30,65232,31.26,41.30,67337,32.26,41.30,69442,33.27,41.30,71546,34.28,41.30,73651,35.29,41.30,75755,36.30,41.30,77860,37.31,41.30,79964,38.32,41.30,82069,39.32,41.30
COL,12,75665,36.26,41.30,78187,37.46,41.30,80709,38.67,41.30,83231,39.88,41.30,85754,41.09,41.30,88276,42.30,42.30,90798,43.51,43.51,93320,44.71,44.71,95842,45.92,45.92,98364,47.13,47.13
COL,13,89975,43.11,43.11,92974,44.55,44.55,95973,45.99,45.99,98972,47.42,47.42,101972,48.86,48.86,104971,50.30,50.30,107970,51.73,51.73,110969,53.17,53.17,113969,54.61,54.61,116968,56.05,56.05
COL,14,106323,50.95,50.95,109868,52.64,52.64,113412,54.34,54.34,116956,56.04,56.04,120500,57.74,57.74,124044,59.44,59.44,127588,61.13,61.13,131132,62.83,62.83,134676,64.53,64.53,138221,66.23,66.23
COL,15,125065,59.93,59.93,129234,61.92,61.92,133402,63.92,63.92,137571,65.92,65.92,141740,67.92,67.92,145908,69.91,69.91,150077,71.91,71.91,154246,73.91,73.91,158415,75.91,75.91,162583,77.90,77.90
CS,1,21901,10.49,15.74,22635,10.85,16.28,23363,11.19,16.79,24087,11.54,17.31,24816,11.89,17.84,25242,12.09,18.14,25961,12.44,18.66,26689,12.79,19.19,26717,12.80,19.20,27401,13.13,19.70
CS,2,24625,11.80,17.70,25211,12.08,18.12,26026,12.47,18.71,26717,12.80,19.20,27020,12.95,19.43,27815,13.33,20.00,28610,13.71,20.57,29405,14.09,21.14,30200,14.47,21.71,30995,14.85,22.28
CS,3,26868,12.87,19.31,27764,13.30,19.95,28659,13.73,20.60,29554,14.16,21.24,30450,14.59,21.89,31345,15.02,22.53,32241,15.45,23.18,33136,15.88,23.82,34031,16.31,24.47,34927,16.74,25.11
CS,4,30163,14.45,21.68,31168,14.93,22.40,32173,15.42,23.13,33178,15.90,23.85,34183,16.38,24.57,35188,16.86,25.29,36193,17.34,26.01,37198,17.82,26.73,38203,18.31,27.47,39208,18.79,28.19
CS,5,33747,16.17,24.26,34872,16.71,25.07,35997,17.25,25.88,37122,17.79,26.69,38247,18.33,27.50,39372,18.87,28.31,40498,19.40,29.10,41623,19.94,29.91,42748,20.48,30.72,43873,21.02,31.53
CS,6,37617,18.02,27.03,38870,18.62,27.93,40123,19.23,28.85,41377,19.83,29.75,42630,20.43,30.65,43883,21.03,31.55,45137,21.63,32.45,46390,22.23,33.35,47643,22.83,34.25,48897,23.43,35.15
CS,7,41802,20.03,30.05,43195,20.70,31.05,44589,21.37,32.06,45982,22.03,33.05,47375,22.70,34.05,48768,23.37,35.06,50162,24.04,36.06,51555,24.70,37.05,52948,25.37,38.06,54341,26.04,39.06
CS,8,46294,22.18,33.27,47838,22.92,34.38,49382,23.66,35.49,50925,24.40,36.60,52469,25.14,37.71,54013,25.88,38.82,55556,26.62,39.93,57100,27.36,40.47,58644,28.10,40.47,60187,28.84,40.47
CS,9,51133,24.50,36.75,52837,25.32,37.98,54542,26.13,39.20,56247,26.95,40.43,57951,27.77,40.47,59656,28.58,40.47,61360,29.40,40.47,63065,30.22,40.47,64769,31.03,40.47,66474,31.85,40.47
CS,10,56309,26.98,40.47,58187,27.88,40.47,60064,28.78,40.47,61941,29.68,40.47,63818,30.58,40.47,65695,31.48,40.47,67572,32.38,40.47,69449,33.28,40.47,71326,34.18,40.47,73203,35.08,40.47
CS,11,61865,29.64,40.47,63927,30.63,40.47,65990,31.62,40.47,68052,32.61,40.47,70115,33.60,40.47,72177,34.58,40.47,74240,35.57,40.47,76302,36.56,40.47,78365,37.55,40.47,80427,38.54,40.47
CS,12,74151,35.53,40.47,76623,36.71,40.47,79095,37.90,40.47,81566,39.08,40.47,84038,40.27,40.47,86510,41.45,41.45,88981,42.64,42.64,91453,43.82,43.82,93925,45.00,45.00,96397,46.19,46.19
CS,13,88175,42.25,42.25,91114,43.66,43.66,94053,45.07,45.07,96992,46.47,46.47,99932,47.88,47.88,102871,49.29,49.29,105810,50.70,50.70,108749,52.11,52.11,111689,53.52,53.52,114628,54.92,54.92
CS,14,104196,49.93,49.93,107670,51.59,51.59,111143,53.25,53.25,114616,54.92,54.92,118089,56.58,56.58,121563,58.25,58.25,125036,59.91,59.91,128509,61.58,61.58,131982,63.24,63.24,135455,64.90,64.90
CS,15,122563,58.73,58.73,126648,60.68,60.68,130734,62.64,62.64,134819,64.60,64.60,138904,66.56,66.56,142989,68.51,68.51,147075,70.47,70.47,151160,72.43,72.43,155245,74.39,74.39,159331,76.34,76.34
CT,1,21830,10.46,15.69,22561,10.81,16.22,23287,11.16,16.74,24009,11.50,17.25,24735,11.85,17.78,25159,12.06,18.09,25876,12.40,18.60,26602,12.75,19.13,26630,12.76,19.14,27312,13.09,19.64
CT,2,24545,11.76,17.64,25129,12.04,18.06,25942,12.43,18.65,26630,12.76,19.14,26932,12.90,19.35,27724,13.28,19.92,28517,13.66,20.49,29309,14.04,21.06,30102,14.42,21.63,30894,14.80,22.20
CT,3,26781,12.83,19.25,27673,13.26,19.89,28566,13.69,20.54,29458,14.11,21.17,30351,14.54,21.81,31243,14.97,22.46,32136,15.40,23.10,33028,15.83,23.75,33921,16.25,24.38,34813,16.68,25.02
CT,4,30065,14.41,21.62,31066,14.89,22.34,32068,15.37,23.06,33070,15.85,23.78,34072,16.33,24.50,35073,16.81,25.22,36075,17.29,25.94,37077,17.77,26.66,38079,18.25,27.38,39080,18.73,28.10
CT,5,33637,16.12,24.18,34758,16.65,24.98,35880,17.19,25.79,37001,17.73,26.60,38123,18.27,27.41,39244,18.80,28.20,40366,19.34,29.01,41487,19.88,29.82,42608,20.42,30.63,43730,20.95,31.43
CT,6,37494,17.97,26.96,38743,18.56,27.84,39993,19.16,28.74,41242,19.76,29.64,42491,20.36,30.54,43740,20.96,31.44,44990,21.56,32.34,46239,22.16,33.24,47488,22.75,34.13,48737,23.35,35.03
CT,7,41666,19.96,29.94,43055,20.63,30.95,44443,21.30,31.95,45832,21.96,32.94,47221,22.63,33.95,48609,23.29,34.94,49998,23.96,35.94,51387,24.62,36.93,52776,25.29,37.94,54164,25.95,38.93
CT,8,46144,22.11,33.17,47682,22.85,34.28,49221,23.58,35.37,50759,24.32,36.48,52298,25.06,37.59,53837,25.80,38.70,55375,26.53,39.80,56914,27.27,40.34,58452,28.01,40.34,59991,28.75,40.34
CT,9,50966,24.42,36.63,52665,25.23,37.85,54364,26.05,39.08,56063,26.86,40.29,57762,27.68,40.34,59461,28.49,40.34,61160,29.31,40.34,62859,30.12,40.34,64558,30.93,40.34,66257,31.75,40.34
CT,10,56126,26.89,40.34,57997,27.79,40.34,59868,28.69,40.34,61739,29.58,40.34,63610,30.48,40.34,65481,31.38,40.34,67352,32.27,40.34,69223,33.17,40.34,71094,34.07,40.34,72965,34.96,40.34
CT,11,61663,29.55,40.34,63719,30.53,40.34,65775,31.52,40.34,67831,32.50,40.34,69886,33.49,40.34,71942,34.47,40.34,73998,35.46,40.34,76054,36.44,40.34,78109,37.43,40.34,80165,38.41,40.34
CT,12,73910,35.41,40.34,76373,36.59,40.34,78837,37.78,40.34,81301,38.96,40.34,83764,40.14,40.34,86228,41.32,41.32,88691,42.50,42.50,91155,43.68,43.68,93619,44.86,44.86,96082,46.04,46.04
CT,13,87887,42.11,42.11,90817,43.52,43.52,93747,44.92,44.92,96676,46.32,46.32,99606,47.73,47.73,102536,49.13,49.13,105465,50.53,50.53,108395,51.94,51.94,111325,53.34,53.34,114254,54.75,54.75
CT,14,103857,49.76,49.76,107319,51.42,51.42,110781,53.08,53.08,114243,54.74,54.74,117704,56.40,56.40,121166,58.06,58.06,124628,59.72,59.72,128090,61.38,61.38,131552,63.03,63.03,135014,64.69,64.69
CT,15,122163,58.54,58.54,126235,60.49,60.49,130307,62.44,62.44,134379,64.39,64.39,138451,66.34,66.34,142523,68.29,68.29,146595,70.24,70.24,150667,72.19,72.19,154739,74.14,74.14,158811,76.10,76.10
DAY,1,22187,10.63,15.95,22930,10.99,16.49,23668,11.34,17.01,24402,11.69,17.54,25140,12.05,18.08,25571,12.25,18.38,26300,12.60,18.90,27037,12.95,19.43,27065,12.97,19.46,27758,13.30,19.95
DAY,2,24946,11.95,17.93,25540,12.24,18.36,26366,12.63,18.95,27065,12.97,19.46,27372,13.12,19.68,28178,13.50,20.25,28983,13.89,20.84,29789,14.27,21.41,30594,14.66,21.99,31400,15.05,22.58
DAY,3,27218,13.04,19.56,28126,13.48,20.22,29033,13.91,20.87,29940,14.35,21.53,30847,14.78,22.17,31754,15.22,22.83,32661,15.65,23.48,33568,16.08,24.12,34475,16.52,24.78,35382,16.95,25.43
DAY,4,30556,14.64,21.96,31574,15.13,22.70,32592,15.62,23.43,33611,16.10,24.15,34629,16.59,24.89,35647,17.08,25.62,36665,17.57,26.36,37683,18.06,27.09,38701,18.54,27.81,39719,19.03,28.55
DAY,5,34187,16.38,24.57,35327,16.93,25.40,36466,17.47,26.21,37606,18.02,27.03,38746,18.57,27.86,39886,19.11,28.67,41026,19.66,29.49,42165,20.20,30.30,43305,20.75,31.13,44445,21.30,31.95
DAY,6,38107,18.26,27.39,39377,18.87,28.31,40646,19.48,29.22,41916,20.08,30.12,43186,20.69,31.04,44455,21.30,31.95,45725,21.91,32.87,46995,22.52,33.78,48264,23.13,34.70,49534,23.73,35.60
DAY,7,42347,20.29,30.44,43759,20.97,31.46,45170,21.64,32.46,46581,22.32,33.48,47993,23.00,34.50,49404,23.67,35.51,50816,24.35,36.53,52227,25.02,37.53,53638,25.70,38.55,55050,26.38,39.57
DAY,8,46898,22.47,33.71,48462,23.22,34.83,50025,23.97,35.96,51589,24.72,37.08,53153,25.47,38.21,54717,26.22,39.33,56281,26.97,40.46,57844,27.72,41.00,59408,28.47,41.00,60972,29.22,41.00
DAY,9,51800,24.82,37.23,53526,25.65,38.48,55253,26.47,39.71,56980,27.30,40.95,58707,28.13,41.00,60433,28.96,41.00,62160,29.78,41.00,63887,30.61,41.00,65614,31.44,41.00,67340,32.27,41.00
DAY,10,57044,27.33,41.00,58945,28.24,41.00,60847,29.16,41.00,62748,30.07,41.00,64650,30.98,41.00,66551,31.89,41.00,68453,32.80,41.00,70355,33.71,41.00,72256,34.62,41.00,74158,35.53,41.00
DAY,11,62672,30.03,41.00,64761,31.03,41.00,66850,32.03,41.00,68940,33.03,41.00,71029,34.03,41.00,73118,35.03,41.00,75208,36.04,41.00,77297,37.04,41.00,79386,38.04,41.00,81476,39.04,41.00
DAY,12,75118,35.99,41.00,77622,37.19,41.00,80126,38.39,41.00,82630,39.59,41.00,85134,40.79,41.00,87638,41.99,41.99,90142,43.19,43.19,92645,44.39,44.39,95149,45.59,45.59,97653,46.79,46.79
DAY,13,89324,42.80,42.80,92302,44.23,44.23,95279,45.65,45.65,98257,47.08,47.08,101234,48.51,48.51,104212,49.93,49.93,107190,51.36,51.36,110167,52.79,52.79,113145,54.21,54.21,116122,55.64,55.64
DAY,14,105555,50.58,50.58,109073,52.26,52.26,112592,53.95,53.95,116110,55.63,55.63,119629,57.32,57.32,123147,59.01,59.01,126666,60.69,60.69,130184,62.38,62.38,133703,64.06,64.06,137221,65.75,65.75
DAY,15,124161,59.49,59.49,128299,61.48,61.48,132438,63.46,63.46,136576,65.44,65.44,140715,67.42,67.42,144854,69.41,69.41,148992,71.39,71.39,153131,73.37,73.37,157269,75.36,75.36,161408,77.34,77.34
DCB,1,24086,11.54,17.31,24893,11.93,17.90,25694,12.31,18.47,26490,12.69,19.04,27292,13.08,19.62,27760,13.30,19.95,28551,13.68,20.52,29351,14.06,21.09,29382,14.08,21.12,30134,14.44,21.66
DCB,2,27081,12.98,19.47,27726,13.29,19.94,28623,13.71,20.57,29382,14.08,21.12,29715,14.24,21.36,30589,14.66,21.99,31464,15.08,22.62,32338,15.49,23.24,33213,15.91,23.87,34087,16.33,24.50
DCB,3,29548,14.16,21.24,30533,14.63,21.95,31518,15.10,22.65,32502,15.57,23.36,33487,16.05,24.08,34472,16.52,24.78,35457,16.99,25.49,36441,17.46,26.19,37426,17.93,26.90,38411,18.40,27.60
DCB,4,33172,15.89,23.84,34277,16.42,24.63,35382,16.95,25.43,36488,17.48,26.22,37593,18.01,27.02,38698,18.54,27.81,39803,19.07,28.61,40909,19.60,29.40,42014,20.13,30.20,43119,20.66,30.99
DCB,5,37113,17.78,26.67,38351,18.38,27.57,39588,18.97,28.46,40825,19.56,29.34,42063,20.15,30.23,43300,20.75,31.13,44537,21.34,32.01,45775,21.93,32.90,47012,22.53,33.80,48249,23.12,34.68
DCB,6,41369,19.82,29.73,42747,20.48,30.72,44126,21.14,31.71,45504,21.80,32.70,46882,22.46,33.69,48261,23.12,34.68,49639,23.78,35.67,51017,24.45,36.68,52396,25.11,37.67,53774,25.77,38.66
DCB,7,45972,22.03,33.05,47504,22.76,34.14,49036,23.50,35.25,50569,24.23,36.35,52101,24.96,37.44,53633,25.70,38.55,55165,26.43,39.65,56698,27.17,40.76,58230,27.90,41.85,59762,28.64,42.96
DCB,8,50912,24.39,36.59,52610,25.21,37.82,54308,26.02,39.03,56005,26.84,40.26,57703,27.65,41.48,59400,28.46,42.69,61098,29.28,43.92,62796,30.09,44.51,64493,30.90,44.51,66191,31.72,44.51
DCB,9,56233,26.94,40.41,58108,27.84,41.76,59983,28.74,43.11,61857,29.64,44.46,63732,30.54,44.51,65606,31.44,44.51,67481,32.33,44.51,69355,33.23,44.51,71230,34.13,44.51,73105,35.03,44.51
DCB,10,61926,29.67,44.51,63991,30.66,44.51,66055,31.65,44.51,68119,32.64,44.51,70184,33.63,44.51,72248,34.62,44.51,74312,35.61,44.51,76377,36.60,44.51,78441,37.59,44.51,80505,38.57,44.51
DCB,11,68036,32.60,44.51,70304,33.69,44.51,72573,34.77,44.51,74841,35.86,44.51,77109,36.95,44.51,79377,38.03,44.51,81645,39.12,44.51,83914,40.21,44.51,86182,41.29,44.51,88450,42.38,44.51
DCB,12,81548,39.07,44.51,84266,40.38,44.51,86984,41.68,44.51,89703,42.98,44.51,92421,44.28,44.51,95139,45.59,45.59,97858,46.89,46.89,100576,48.19,48.19,103294,49.49,49.49,106012,50.80,50.80
DCB,13,96970,46.46,46.46,100203,48.01,48.01,103435,49.56,49.56,106668,51.11,51.11,109900,52.66,52.66,113132,54.21,54.21,116365,55.76,55.76,119597,57.31,57.31,122830,58.85,58.85,126062,60.40,60.40
DCB,14,114590,54.91,54.91,118410,56.74,56.74,122230,58.57,58.57,126049,60.40,60.40,129869,62.23,62.23,133689,64.06,64.06,137508,65.89,65.89,141328,67.72,67.72,145148,69.55,69.55,148967,71.38,71.38
DCB,15,134789,64.59,64.59,139282,66.74,66.74,143774,68.89,68.89,148267,71.04,71.04,152760,73.20,73.20,157253,75.35,75.35,161746,77.50,77.50,164200,78.68,78.68,164200,78.68,78.68,164200,78.68,78.68
DEN,1,23570,11.29,16.94,24359,11.67,17.51,25143,12.05,18.08,25922,12.42,18.63,26706,12.80,19.20,27164,13.02,19.53,27938,13.39,20.09,28721,13.76,20.64,28751,13.78,20.67,29488,14.13,21.20
DEN,2,26501,12.70,19.05,27132,13.00,19.50,28009,13.42,20.13,28751,13.78,20.67,29078,13.93,20.90,29933,14.34,21.51,30789,14.75,22.13,31645,15.16,22.74,32500,15.57,23.36,33356,15.98,23.97
DEN,3,28915,13.85,20.78,29878,14.32,21.48,30842,14.78,22.17,31805,15.24,22.86,32769,15.70,23.55,33733,16.16,24.24,34696,16.62,24.93,35660,17.09,25.64,36623,17.55,26.33,37587,18.01,27.02
