LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
ATL,8,44890,21.51,32.27,46386,22.23,33.35,47882,22.94,34.41,49378,23.66,35.49,50874,24.38,36.57,52370,25.09,37.64,53865,25.81,38.72,55361,26.53,39.24,56857,27.24,39.24,58353,27.96,39.24
ATL,9,49581,23.76,35.64,51233,24.55,36.83,52885,25.34,38.01,54537,26.13,39.20,56189,26.92,39.24,57841,27.71,39.24,59494,28.51,39.24,61146,29.30,39.24,62798,30.09,39.24,64450,30.88,39.24
ATL,10,54600,26.16,39.24,56421,27.03,39.24,58241,27.91,39.24,60061,28.78,39.24,61882,29.65,39.24,63702,30.52,39.24,65522,31.40,39.24,67343,32.27,39.24,69163,33.14,39.24,70984,34.01,39.24
ATL,11,59987,28.74,39.24,61987,29.70,39.24,63986,30.66,39.24,65985,31.62,39.24,67985,32.58,39.24,69984,33.53,39.24,71983,34.49,39.24,73982,35.45,39.24,75982,36.41,39.24,77981,37.37,39.24
ATL,12,71901,34.45,39.24,74297,35.60,39.24,76694,36.75,39.24,79090,37.90,39.24,81487,39.05,39.24,83884,40.19,40.19,86280,41.34,41.34,88677,42.49,42.49,91073,43.64,43.64,93470,44.79,44.79
ATL,13,85500,40.97,40.97,88350,42.33,42.33,91200,43.70,43.70,94049,45.06,45.06,96899,46.43,46.43,99749,47.80,47.80,102599,49.16,49.16,105449,50.53,50.53,108299,51.89,51.89,111148,53.26,53.26
ATL,14,101035,48.41,48.41,104403,50.03,50.03,107770,51.64,51.64,111138,53.25,53.25,114505,54.87,54.87,117873,56.48,56.48,121240,58.09,58.09,124608,59.71,59.71,127976,61.32,61.32,131343,62.93,62.93
ATL,15,118846,56.95,56.95,122808,58.84,58.84,126769,60.74,60.74,130731,62.64,62.64,134693,64.54,64.54,138654,66.44,66.44,142616,68.34,68.34,146578,70.23,70.23,150539,72.13,72.13,154501,74.03,74.03
BOS,1,22218,10.65,15.98,22961,11.00,16.50,23700,11.36,17.04,24435,11.71,17.57,25173,12.06,18.09,25608,12.27,18.41,26338,12.62,18.93,27074,12.97,19.46,27103,12.99,19.49,27792,13.32,19.98
BOS,2,24981,11.97,17.96,25575,12.25,18.38,26401,12.65,18.98,27103,12.99,19.49,27407,13.13,19.70,28214,13.52,20.28,29020,13.91,20.87,29826,14.29,21.44,30632,14.68,22.02,31438,15.06,22.59
BOS,3,27256,13.06,19.59,28165,13.50,20.25,29073,13.93,20.90,29982,14.37,21.56,30890,14.80,22.20,31799,15.24,22.86,32708,15.67,23.51,33616,16.11,24.17,34525,16.54,24.81,35433,16.98,25.47
BOS,4,30598,14.66,21.99,31618,15.15,22.73,32638,15.64,23.46,33657,16.13,24.20,34677,16.62,24.93,35697,17.10,25.65,36716,17.59,26.39,37736,18.08,27.12,38755,18.57,27.86,39775,19.06,28.59
BOS,5,34234,16.40,24.60,35375,16.95,25.43,36515,17.50,26.25,37656,18.04,27.06,38797,18.59,27.89,39937,19.14,28.71,41078,19.68,29.52,42219,20.23,30.35,43359,20.78,31.17,44500,21.32,31.98
BOS,6,38160,18.28,27.42,39432,18.89,28.34,40704,19.50,29.25,41975,20.11,30.17,43247,20.72,31.08,44519,21.33,32.00,45790,21.94,32.91,47062,22.55,33.83,48334,23.16,34.74,49606,23.77,35.66
BOS,7,42406,20.32,30.48,43820,21.00,31.50,45234,21.67,32.51,46648,22.35,33.53,48062,23.03,34.55,49476,23.71,35.57,50890,24.38,36.57,52304,25.06,37.59,53718,25.74,38.61,55132,26.42,39.63
BOS,8,46963,22.50,33.75,48528,23.25,34.88,50093,24.00,36.00,51658,24.75,37.13,53223,25.50,38.25,54788,26.25,39.38,56353,27.00,40.50,57918,27.75,41.06,59483,28.50,41.06,61048,29.25,41.06
BOS,9,51871,24.85,37.28,53599,25.68,38.52,55328,26.51,39.77,57056,27.34,41.01,58785,28.17,41.06,60513,29.00,41.06,62242,29.82,41.06,63970,30.65,41.06,65698,31.48,41.06,67427,32.31,41.06
BOS,10,57122,27.37,41.06,59027,28.28,41.06,60931,29.20,41.06,62836,30.11,41.06,64740,31.02,41.06,66644,31.93,41.06,68549,32.85,41.06,70453,33.76,41.06,72358,34.67,41.06,74262,35.58,41.06
BOS,11,62758,30.07,41.06,64850,31.07,41.06,66941,32.08,41.06,69033,33.08,41.06,71125,34.08,41.06,73216,35.08,41.06,75308,36.08,41.06,77400,37.09,41.06,79491,38.09,41.06,81583,39.09,41.06
BOS,12,75222,36.04,41.06,77729,37.24,41.06,80236,38.45,41.06,82744,39.65,41.06,85251,40.85,41.06,87758,42.05,42.05,90265,43.25,43.25,92773,44.45,44.45,95280,45.65,45.65,97787,46.86,46.86
BOS,13,89449,42.86,42.86,92431,44.29,44.29,95412,45.72,45.72,98394,47.15,47.15,101375,48.57,48.57,104357,50.00,50.00,107338,51.43,51.43,110319,52.86,52.86,113301,54.29,54.29,116282,55.72,55.72
BOS,14,105702,50.65,50.65,109225,52.34,52.34,112748,54.02,54.02,116271,55.71,55.71,119794,57.40,57.40,123317,59.09,59.09,126840,60.78,60.78,130364,62.46,62.46,133887,64.15,64.15,137410,65.84,65.84
BOS,15,124336,59.58,59.58,128480,61.56,61.56,132625,63.55,63.55,136770,65.53,65.53,140914,67.52,67.52,145059,69.51,69.51,149203,71.49,71.49,153348,73.48,73.48,155500,74.51,74.51,155500,74.51,74.51
BU,1,20826,9.98,14.97,21522,10.31,15.47,22215,10.64,15.96,22904,10.97,16.46,23596,11.31,16.97,24003,11.50,17.25,24687,11.83,17.75,25378,12.16,18.24,25405,12.17,18.26,26050,12.48,18.72
BU,2,23416,11.22,16.83,23973,11.49,17.24,24747,11.86,17.79,25405,12.17,18.26,25690,12.31,18.47,26446,12.67,19.01,27201,13.03,19.55,27957,13.40,20.10,28713,13.76,20.64,29468,14.12,21.18
BU,3,25548,12.24,18.36,26400,12.65,18.98,27252,13.06,19.59,28103,13.47,20.21,28955,13.87,20.81,29807,14.28,21.42,30658,14.69,22.04,31510,15.10,22.65,32361,15.51,23.27,33213,15.91,23.87
BU,4,28681,13.74,20.61,29637,14.20,21.30,30593,14.66,21.99,31548,15.12,22.68,32504,15.57,23.36,33460,16.03,24.05,34416,16.49,24.74,35371,16.95,25.43,36327,17.41,26.12,37283,17.86,26.79
BU,5,32089,15.38,23.07,33158,15.89,23.84,34227,16.40,24.60,35296,16.91,25.37,36366,17.43,26.15,37435,17.94,26.91,38504,18.45,27.68,39573,18.96,28.44,40642,19.47,29.21,41712,19.99,29.99
BU,6,35769,17.14,25.71,36961,17.71,26.57,38153,18.28,27.42,39345,18.85,28.28,40537,19.42,29.13,41729,19.99,29.99,42921,20.57,30.86,44113,21.14,31.71,45305,21.71,32.57,46497,22.28,33.42
BU,7,39749,19.05,28.58,41074,19.68,29.52,42399,20.32,30.48,43725,20.95,31.43,45050,21.59,32.39,46376,22.22,33.33,47701,22.86,34.29,49026,23.49,35.24,50352,24.13,36.20,51677,24.76,37.14
BU,8,44021,21.09,31.64,45488,21.80,32.70,46955,22.50,33.75,48422,23.20,34.80,49888,23.90,35.85,51355,24.61,36.92,52822,25.31,37.97,54289,26.01,38.49,55756,26.72,38.49,57223,27.42,38.49
BU,9,48620,23.30,34.95,50241,24.07,36.11,51861,24.85,37.28,53481,25.63,38.45,55101,26.40,38.49,56721,27.18,38.49,58341,27.95,38.49,59962,28.73,38.49,61582,29.51,38.49,63202,30.28,38.49
BU,10,53543,25.66,38.49,55328,26.51,38.49,57113,27.37,38.49,58898,28.22,38.49,60683,29.08,38.49,62468,29.93,38.49,64254,30.79,38.49,66039,31.64,38.49,67824,32.50,38.49,69609,33.35,38.49
BU,11,58826,28.19,38.49,60786,29.13,38.49,62747,30.07,38.49,64707,31.00,38.49,66668,31.94,38.49,68629,32.88,38.49,70589,33.82,38.49,72550,34.76,38.49,74510,35.70,38.49,76471,36.64,38.49
BU,12,70509,33.78,38.49,72859,34.91,38.49,75209,36.04,38.49,77559,37.16,38.49,79909,38.29,38.49,82259,39.41,39.41,84609,40.54,40.54,86959,41.67,41.67,89310,42.79,42.79,91660,43.92,43.92
BU,13,83844,40.17,40.17,86639,41.51,41.51,89434,42.85,42.85,92228,44.19,44.19,95023,45.53,45.53,97818,46.87,46.87,100612,48.21,48.21,103407,49.55,49.55,106201,50.89,50.89,108996,52.23,52.23
BU,14,99079,47.47,47.47,102381,49.06,49.06,105683,50.64,50.64,108986,52.22,52.22,112288,53.80,53.80,115590,55.39,55.39,118893,56.97,56.97,122195,58.55,58.55,125497,60.13,60.13,128800,61.72,61.72
BU,15,116545,55.84,55.84,120430,57.70,57.70,124315,59.57,59.57,128200,61.43,61.43,132084,63.29,63.29,135969,65.15,65.15,139854,67.01,67.01,143739,68.87,68.87,147624,70.74,70.74,151509,72.60,72.60
CHI,1,22272,10.67,16.01,23016,11.03,16.55,23756,11.38,17.07,24493,11.74,17.61,25234,12.09,18.14,25669,12.30,18.45,26401,12.65,18.98,27139,13.00,19.50,27168,13.02,19.53,27859,13.35,20.03
CHI,2,25041,12.00,18.00,25637,12.28,18.42,26465,12.68,19.02,27168,13.02,19.53,27473,13.16,19.74,28281,13.55,20.33,29090,13.94,20.91,29898,14.33,21.50,30706,14.71,22.07,31514,15.10,22.65
CHI,3,27322,13.09,19.64,28233,13.53,20.30,29143,13.96,20.94,30054,14.40,21.60,30965,14.84,22.26,31875,15.27,22.91,32786,15.71,23.57,33697,16.15,24.23,34608,16.58,24.87,35518,17.02,25.53
CHI,4,30672,14.70,22.05,31694,15.19,22.79,32716,15.68,23.52,33738,16.17,24.26,34760,16.66,24.99,35782,17.15,25.73,36804,17.63,26.45,37826,18.12,27.18,38849,18.61,27.92,39871,19.10,28.65
CHI,5,34316,16.44,24.66,35460,16.99,25.49,36603,17.54,26.31,37746,18.09,27.14,38890,18.63,27.95,40033,19.18,28.77,41177,19.73,29.60,42320,20.28,30.42,43463,20.83,31.25,44607,21.37,32.06
CHI,6,38252,18.33,27.50,39527,18.94,28.41,40801,19.55,29.33,42076,20.16,30.24,43351,20.77,31.16,44626,21.38,32.07,45900,21.99,32.99,47175,22.60,33.90,48450,23.22,34.83,49725,23.83,35.75
CHI,7,42508,20.37,30.56,43925,21.05,31.58,45342,21.73,32.60,46760,22.41,33.62,48177,23.08,34.62,49595,23.76,35.64,51012,24.44,36.66,52429,25.12,37.68,53847,25.80,38.70,55264,26.48,39.72
CHI,8,47076,22.56,33.84,48645,23.31,34.97,50214,24.06,36.09,51783,24.81,37.22,53351,25.56,38.34,54920,26.32,39.48,56489,27.07,40.61,58058,27.82,41.16,59626,28.57,41.16,61195,29.32,41.16
CHI,9,51995,24.91,37.37,53728,25.74,38.61,55461,26.57,39.86,57193,27.40,41.10,58926,28.23,41.16,60658,29.06,41.16,62391,29.90,41.16,64124,30.73,41.16,65856,31.56,41.16,67589,32.39,41.16
CHI,10,57260,27.44,41.16,59169,28.35,41.16,61078,29.27,41.16,62987,30.18,41.16,64896,31.10,41.16,66805,32.01,41.16,68714,32.92,41.16,70623,33.84,41.16,72532,34.75,41.16,74441,35.67,41.16
CHI,11,62909,30.14,41.16,65006,31.15,41.16,67102,32.15,41.16,69199,33.16,41.16,71296,34.16,41.16,73392,35.17,41.16,75489,36.17,41.16,77586,37.18,41.16,79682,38.18,41.16,81779,39.18,41.16
CHI,12,75403,36.13,41.16,77916,37.33,41.16,80429,38.54,41.16,82943,39.74,41.16,85456,40.95,41.16,87969,42.15,42.15,90482,43.36,43.36,92996,44.56,44.56,95509,45.76,45.76,98022,46.97,46.97
CHI,13,89664,42.96,42.96,92653,44.40,44.40,95641,45.83,45.83,98630,47.26,47.26,101619,48.69,48.69,104607,50.12,50.12,107596,51.56,51.56,110585,52.99,52.99,113573,54.42,54.42,116562,55.85,55.85
CHI,14,105956,50.77,50.77,109488,52.46,52.46,113019,54.15,54.15,116551,55.85,55.85,120082,57.54,57.54,123614,59.23,59.23,127145,60.92,60.92,130677,62.61,62.61,134209,64.31,64.31,137740,66.00,66.00
CHI,15,124635,59.72,59.72,128789,61.71,61.71,132944,63.70,63.70,137098,65.69,65.69,141253,67.68,67.68,145407,69.67,69.67,149562,71.66,71.66,153717,73.65,73.65,155500,74.51,74.51,155500,74.51,74.51
CIN,1,21105,10.11,15.17,21811,10.45,15.68,22513,10.79,16.19,23211,11.12,16.68,23913,11.46,17.19,24325,11.66,17.49,25019,11.99,17.99,25718,12.32,18.48,25746,12.34,18.51,26400,12.65,18.98
CIN,2,23730,11.37,17.06,24294,11.64,17.46,25079,12.02,18.03,25746,12.34,18.51,26035,12.47,18.71,26801,12.84,19.26,27566,13.21,19.82,28332,13.58,20.37,29098,13.94,20.91,29864,14.31,21.47
CIN,3,25891,12.41,18.62,26754,12.82,19.23,27617,13.23,19.85,28480,13.65,20.48,29343,14.06,21.09,30207,14.47,21.71,31070,14.89,22.34,31933,15.30,22.95,32796,15.71,23.57,33659,16.13,24.20
CIN,4,29066,13.93,20.90,30035,14.39,21.59,31003,14.86,22.29,31972,15.32,22.98,32940,15.78,23.67,33909,16.25,24.38,34877,16.71,25.07,35846,17.18,25.77,36815,17.64,26.46,37783,18.10,27.15
CIN,5,32519,15.58,23.37,33603,16.10,24.15,34687,16.62,24.93,35770,17.14,25.71,36854,17.66,26.49,37937,18.18,27.27,39021,18.70,28.05,40104,19.22,28.83,41188,19.74,29.61,42271,20.25,30.38
CIN,6,36249,17.37,26.06,37457,17.95,26.93,38665,18.53,27.80,39873,19.11,28.67,41081,19.68,29.52,42289,20.26,30.39,43497,20.84,31.26,44705,21.42,32.13,45913,22.00,33.00,47121,22.58,33.87
CIN,7,40282,19.30,28.95,41625,19.94,29.91,42968,20.59,30.89,44312,21.23,31.85,45655,21.88,32.82,46998,22.52,33.78,48341,23.16,34.74,49684,23.81,35.72,51027,24.45,36.68,52371,25.09,37.64
CIN,8,44612,21.38,32.07,46098,22.09,33.14,47585,22.80,34.20,49071,23.51,35.27,50558,24.23,36.35,52045,24.94,37.41,53531,25.65,38.48,55018,26.36,39.00,56504,27.07,39.00,57991,27.79,39.00
CIN,9,49273,23.61,35.42,50915,24.40,36.60,52557,25.18,37.77,54199,25.97,38.96,55841,26.76,39.00,57483,27.54,39.00,59124,28.33,39.00,60766,29.12,39.00,62408,29.90,39.00,64050,30.69,39.00
CIN,10,54262,26.00,39.00,56071,26.87,39.00,57880,27.73,39.00,59689,28.60,39.00,61498,29.47,39.00,63307,30.33,39.00,65116,31.20,39.00,66925,32.07,39.00,68734,32.93,39.00,70543,33.80,39.00
CIN,11,59615,28.56,39.00,61602,29.52,39.00,63589,30.47,39.00,65576,31.42,39.00,67563,32.37,39.00,69550,33.33,39.00,71537,34.28,39.00,73524,35.23,39.00,75510,36.18,39.00,77497,37.13,39.00
CIN,12,71455,34.24,39.00,73836,35.38,39.00,76218,36.52,39.00,78600,37.66,39.00,80982,38.80,39.00,83363,39.94,39.94,85745,41.09,41.09,88127,42.23,42.23,90508,43.37,43.37,92890,44.51,44.51
CIN,13,84970,40.71,40.71,87802,42.07,42.07,90634,43.43,43.43,93466,44.78,44.78,96298,46.14,46.14,99130,47.50,47.50,101962,48.86,48.86,104795,50.21,50.21,107627,51.57,51.57,110459,52.93,52.93
CIN,14,100408,48.11,48.11,103755,49.71,49.71,107102,51.32,51.32,110448,52.92,52.92,113795,54.53,54.53,117142,56.13,56.13,120488,57.73,57.73,123835,59.34,59.34,127182,60.94,60.94,130528,62.54,62.54
CIN,15,118109,56.59,56.59,122046,58.48,58.48,125983,60.37,60.37,129920,62.25,62.25,133857,64.14,64.14,137794,66.02,66.02,141731,67.91,67.91,145668,69.80,69.80,149605,71.68,71.68,153542,73.57,73.57
CLE,1,21129,10.12,15.18,21835,10.46,15.69,22537,10.80,16.20,23236,11.13,16.70,23939,11.47,17.21,24352,11.67,17.51,25046,12.00,18.00,25746,12.34,18.51,25774,12.35,18.53,26429,12.66,18.99
CLE,2,23756,11.38,17.07,24321,11.65,17.48,25107,12.03,18.05,25774,12.35,18.53,26063,12.49,18.74,26830,12.86,19.29,27597,13.22,19.83,28363,13.59,20.39,29130,13.96,20.94,29897,14.33,21.50
CLE,3,25920,12.42,18.63,26784,12.83,19.25,27648,13.25,19.88,28512,13.66,20.49,29376,14.08,21.12,30240,14.49,21.74,31104,14.90,22.35,31968,15.32,22.98,32832,15.73,23.60,33696,16.15,24.23
CLE,4,29098,13.94,20.91,30068,14.41,21.62,31037,14.87,22.31,32007,15.34,23.01,32976,15.80,23.70,33946,16.27,24.41,34916,16.73,25.10,35885,17.19,25.79,36855,17.66,26.49,37825,18.12,27.18
CLE,5,32555,15.60,23.40,33640,16.12,24.18,34725,16.64,24.96,35809,17.16,25.74,36894,17.68,26.52,37979,18.20,27.30,39064,18.72,28.08,40148,19.24,28.86,41233,19.76,29.64,42318,20.28,30.42
CLE,6,36289,17.39,26.09,37498,17.97,26.96,38707,18.55,27.83,39917,19.13,28.70,41126,19.71,29.57,42336,20.29,30.44,43545,20.86,31.29,44754,21.44,32.16,45964,22.02,33.03,47173,22.60,33.90
CLE,7,40326,19.32,28.98,41671,19.97,29.96,43016,20.61,30.92,44360,21.26,31.89,45705,21.90,32.85,47049,22.54,33.81,48394,23.19,34.79,49739,23.83,35.75,51083,24.48,36.72,52428,25.12,37.68
CLE,8,44660,21.40,32.10,46149,22.11,33.17,47637,22.83,34.25,49125,23.54,35.31,50613,24.25,36.38,52102,24.97,37.46,53590,25.68,38.52,55078,26.39,39.05,56566,27.10,39.05,58055,27.82,39.05
CLE,9,49327,23.64,35.46,50971,24.42,36.63,52614,25.21,37.82,54258,26.00,39.00,55902,26.79,39.05,57546,27.57,39.05,59189,28.36,39.05,60833,29.15,39.05,62477,29.94,39.05,64120,30.72,39.05
CLE,10,54321,26.03,39.05,56132,26.90,39.05,57943,27.76,39.05,59754,28.63,39.05,61565,29.50,39.05,63376,30.37,39.05,65187,31.23,39.05,66998,32.10,39.05,68809,32.97,39.05,70621,33.84,39.05
CLE,11,59681,28.60,39.05,61670,29.55,39.05,63659,30.50,39.05,65648,31.46,39.05,67637,32.41,39.05,69626,33.36,39.05,71615,34.31,39.05,73604,35.27,39.05,75593,36.22,39.05,77582,37.17,39.05
CLE,12,71533,34.28,39.05,73917,35.42,39.05,76302,36.56,39.05,78686,37.70,39.05,81070,38.85,39.05,83455,39.99,39.99,85839,41.13,41.13,88223,42.27,42.27,90607,43.41,43.41,92992,44.56,44.56
CLE,13,85063,40.76,40.76,87898,42.12,42.12,90733,43.48,43.48,93568,44.83,44.83,96404,46.19,46.19,99239,47.55,47.55,102074,48.91,48.91,104910,50.27,50.27,107745,51.63,51.63,110580,52.99,52.99
CLE,14,100518,48.16,48.16,103869,49.77,49.77,107219,51.37,51.37,110569,52.98,52.98,113920,54.59,54.59,117270,56.19,56.19,120620,57.80,57.80,123971,59.40,59.40,127321,61.01,61.01,130671,62.61,62.61
CLE,15,118239,56.66,56.66,122180,58.54,58.54,126121,60.43,60.43,130063,62.32,62.32,134004,64.21,64.21,137945,66.10,66.10,141887,67.99,67.99,145828,69.87,69.87,149769,71.76,71.76,153711,73.65,73.65
COL,1,20858,9.99,14.99,21555,10.33,15.50,22249,10.66,15.99,22939,10.99,16.49,23632,11.32,16.98,24040,11.52,17.28,24725,11.85,17.78,25417,12.18,18.27,25444,12.19,18.29,26090,12.50,18.75
COL,2,23452,11.24,16.86,24010,11.50,17.25,24785,11.88,17.82,25444,12.19,18.29,25730,12.33,18.50,26486,12.69,19.04,27243,13.05,19.58,28000,13.42,20.13,28757,13.78,20.67,29514,14.14,21.21
COL,3,25588,12.26,18.39,26441,12.67,19.01,27294,13.08,19.62,28147,13.49,20.24,28999,13.90,20.85,29852,14.30,21.45,30705,14.71,22.07,31558,15.12,22.68,32411,15.53,23.30,33264,15.94,23.91
COL,4,28725,13.76,20.64,29682,14.22,21.33,30640,14.68,22.02,31597,15.14,22.71,32554,15.60,23.40,33511,16.06,24.09,34468,16.52,24.78,35426,16.97,25.46,36383,17.43,26.15,37340,17.89,26.84
COL,5,32138,15.40,23.10,33209,15.91,23.87,34280,16.43,24.65,35351,16.94,25.41,36422,17.45,26.18,37492,17.96,26.94,38563,18.48,27.72,39634,18.99,28.49,40705,19.50,29.25,41776,20.02,30.03
COL,6,35824,17.17,25.76,37018,17.74,26.61,38212,18.31,27.47,39406,18.88,28.32,40599,19.45,29.18,41793,20.03,30.05,42987,20.60,30.90,44181,21.17,31.76,45375,21.74,32.61,46569,22.31,33.47
COL,7,39810,19.08,28.62,41137,19.71,29.57,42465,20.35,30.53,43792,20.98,31.47,45119,21.62,32.43,46447,22.26,33.39,47774,22.89,34.34,49102,23.53,35.30,50429,24.16,36.24,51757,24.80,37.20
COL,8,44088,21.13,31.70,45558,21.83,32.75,47027,22.53,33.80,48496,23.24,34.86,49965,23.94,35.91,51434,24.64,36.96,52904,25.35,38.03,54373,26.05,38.54,55842,26.76,38.54,57311,27.46,38.54
COL,9,48695,23.33,35.00,50318,24.11,36.17,51941,24.89,37.34,53563,25.67,38.51,55186,26.44,38.54,56809,27.22,38.54,58431,28.00,38.54,60054,28.78,38.54,61677,29.55,38.54,63299,30.33,38.54
COL,10,53625,25.69,38.54,55413,26.55,38.54,57201,27.41,38.54,58989,28.26,38.54,60777,29.12,38.54,62565,29.98,38.54,64352,30.83,38.54,66140,31.69,38.54,67928,32.55,38.54,69716,33.40,38.54
COL,11,58916,28.23,38.54,60880,29.17,38.54,62843,30.11,38.54,64807,31.05,38.54,66771,31.99,38.54,68734,32.93,38.54,70698,33.88,38.54,72661,34.82,38.54,74625,35.76,38.54,76589,36.70,38.54
