LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
AL,3,27385,13.12,19.68,28298,13.56,20.34,29211,14.00,21.00,30124,14.43,21.65,31037,14.87,22.31,31950,15.31,22.97,32862,15.75,23.63,33775,16.18,24.27,34688,16.62,24.93,35601,17.06,25.59
AL,4,30742,14.73,22.10,31767,15.22,22.83,32791,15.71,23.57,33815,16.20,24.30,34839,16.69,25.04,35864,17.18,25.77,36888,17.68,26.52,37912,18.17,27.26,38936,18.66,27.99,39961,19.15,28.73
AL,5,34395,16.48,24.72,35541,17.03,25.55,36688,17.58,26.37,37834,18.13,27.20,38980,18.68,28.02,40126,19.23,28.85,41272,19.78,29.67,42418,20.32,30.48,43564,20.87,31.31,44710,21.42,32.13
AL,6,38340,18.37,27.56,39618,18.98,28.47,40897,19.60,29.40,42176,20.21,30.32,43454,20.82,31.23,44733,21.43,32.15,46011,22.05,33.08,47290,22.66,33.99,48568,23.27,34.91,49847,23.88,35.82
AL,7,42606,20.41,30.62,44026,21.10,31.65,45446,21.78,32.67,46867,22.46,33.69,48287,23.14,34.71,49707,23.82,35.73,51128,24.50,36.75,52548,25.18,37.77,53968,25.86,38.79,55389,26.54,39.81
AL,8,47184,22.61,33.92,48757,23.36,35.04,50330,24.12,36.18,51902,24.87,37.31,53475,25.62,38.43,55048,26.38,39.57,56620,27.13,40.70,58193,27.88,41.25,59766,28.64,41.25,61338,29.39,41.25
AL,9,52116,24.97,37.46,53852,25.80,38.70,55589,26.64,39.96,57326,27.47,41.21,59063,28.30,41.25,60799,29.13,41.25,62536,29.96,41.25,64273,30.80,41.25,66010,31.63,41.25,67746,32.46,41.25
AL,10,57391,27.50,41.25,59304,28.42,41.25,61217,29.33,41.25,63129,30.25,41.25,65042,31.17,41.25,66954,32.08,41.25,68867,33.00,41.25,70779,33.91,41.25,72692,34.83,41.25,74604,35.75,41.25
AL,11,63054,30.21,41.25,65156,31.22,41.25,67259,32.23,41.25,69361,33.23,41.25,71464,34.24,41.25,73566,35.25,41.25,75668,36.26,41.25,77771,37.26,41.25,79873,38.27,41.25,81976,39.28,41.25
AL,12,75576,36.21,41.25,78095,37.42,41.25,80615,38.63,41.25,83135,39.83,41.25,85654,41.04,41.25,88174,42.25,42.25,90693,43.46,43.46,93213,44.66,44.66,95733,45.87,45.87,98252,47.08,47.08
AL,13,89869,43.06,43.06,92865,44.50,44.50,95860,45.93,45.93,98856,47.37,47.37,101851,48.80,48.80,104846,50.24,50.24,107842,51.67,51.67,110837,53.11,53.11,113833,54.54,54.54,116828,55.98,55.98
AL,14,106199,50.89,50.89,109739,52.58,52.58,113279,54.28,54.28,116820,55.98,55.98,120360,57.67,57.67,123900,59.37,59.37,127441,61.06,61.06,130981,62.76,62.76,134521,64.46,64.46,138062,66.15,66.15
AL,15,124919,59.86,59.86,129082,61.85,61.85,133246,63.85,63.85,137410,65.84,65.84,141574,67.84,67.84,145737,69.83,69.83,149901,71.83,71.83,154065,73.82,73.82,158229,75.82,75.82,162393,77.81,77.81
AQ,1,22134,10.61,15.92,22875,10.96,16.44,23612,11.31,16.97,24343,11.66,17.49,25079,12.02,18.03,25509,12.22,18.33,26237,12.57,18.86,26971,12.92,19.38,27000,12.94,19.41,27687,13.27,19.91
AQ,2,24887,11.92,17.88,25479,12.21,18.32,26303,12.60,18.90,27000,12.94,19.41,27304,13.08,19.62,28106,13.47,20.21,28909,13.85,20.78,29712,14.24,21.36,30515,14.62,21.93,31318,15.01,22.52
AQ,3,27154,13.01,19.52,28059,13.44,20.16,28964,13.88,20.82,29869,14.31,21.47,30774,14.75,22.13,31680,15.18,22.77,32585,15.61,23.42,33490,16.05,24.08,34395,16.48,24.72,35300,16.91,25.37
AQ,4,30483,14.61,21.92,31498,15.09,22.64,32514,15.58,23.37,33530,16.07,24.11,34545,16.55,24.83,35561,17.04,25.56,36576,17.53,26.30,37592,18.01,27.02,38607,18.50,27.75,39623,18.99,28.49
AQ,5,34105,16.34,24.51,35241,16.89,25.34,36378,17.43,26.15,37514,17.98,26.97,38650,18.52,27.78,39787,19.06,28.59,40923,19.61,29.42,42060,20.15,30.23,43196,20.70,31.05,44333,21.24,31.86
AQ,6,38016,18.22,27.33,39284,18.82,28.23,40551,19.43,29.15,41819,20.04,30.06,43087,20.65,30.98,44355,21.25,31.88,45622,21.86,32.79,46890,22.47,33.71,48158,23.08,34.62,49426,23.68,35.52
AQ,7,42246,20.24,30.36,43654,20.92,31.38,45062,21.59,32.39,46471,22.27,33.41,47879,22.94,34.41,49287,23.62,35.43,50696,24.29,36.44,52104,24.97,37.46,53512,25.64,38.46,54921,26.32,39.48
AQ,8,46786,22.42,33.63,48345,23.16,34.74,49904,23.91,35.87,51464,24.66,36.99,53023,25.41,38.12,54583,26.15,39.23,56142,26.90,40.35,57701,27.65,40.91,59261,28.40,40.91,60820,29.14,40.91
AQ,9,51675,24.76,37.14,53397,25.59,38.39,55119,26.41,39.62,56842,27.24,40.86,58564,28.06,40.91,60286,28.89,40.91,62008,29.71,40.91,63730,30.54,40.91,65452,31.36,40.91,67174,32.19,40.91
AQ,10,56907,27.27,40.91,58803,28.18,40.91,60699,29.08,40.91,62596,29.99,40.91,64492,30.90,40.91,66389,31.81,40.91,68285,32.72,40.91,70181,33.63,40.91,72078,34.54,40.91,73974,35.45,40.91
AQ,11,62521,29.96,40.91,64606,30.96,40.91,66691,31.96,40.91,68775,32.95,40.91,70860,33.95,40.91,72945,34.95,40.91,75029,35.95,40.91,77114,36.95,40.91,79198,37.95,40.91,81283,38.95,40.91
AQ,12,74937,35.91,40.91,77436,37.10,40.91,79934,38.30,40.91,82432,39.50,40.91,84931,40.70,40.91,87429,41.89,41.89,89927,43.09,43.09,92425,44.29,44.29,94924,45.48,45.48,97422,46.68,46.68
AQ,13,89110,42.70,42.70,92080,44.12,44.12,95050,45.54,45.54,98021,46.97,46.97,100991,48.39,48.39,103961,49.81,49.81,106931,51.24,51.24,109901,52.66,52.66,112871,54.08,54.08,115841,55.51,55.51
AQ,14,105302,50.46,50.46,108812,52.14,52.14,112322,53.82,53.82,115833,55.50,55.50,119343,57.18,57.18,122854,58.87,58.87,126364,60.55,60.55,129874,62.23,62.23,133385,63.91,63.91,136895,65.59,65.59
AQ,15,123863,59.35,59.35,127992,61.33,61.33,132121,63.31,63.31,136249,65.28,65.28,140378,67.26,67.26,144506,69.24,69.24,148635,71.22,71.22,152763,73.20,73.20,156892,75.18,75.18,161021,77.15,77.15
ATL,1,23170,11.10,16.65,23946,11.47,17.21,24717,11.84,17.76,25482,12.21,18.32,26254,12.58,18.87,26704,12.80,19.20,27465,13.16,19.74,28234,13.53,20.30,28264,13.54,20.31,28983,13.89,20.84
ATL,2,26052,12.48,18.72,26672,12.78,19.17,27534,13.19,19.79,28264,13.54,20.31,28582,13.70,20.55,29422,14.10,21.15,30263,14.50,21.75,31103,14.90,22.35,31944,15.31,22.97,32784,15.71,23.57
ATL,3,28425,13.62,20.43,29372,14.07,21.11,30320,14.53,21.80,31268,14.98,22.47,32215,15.44,23.16,33163,15.89,23.84,34110,16.34,24.51,35058,16.80,25.20,36005,17.25,25.88,36953,17.71,26.57
ATL,4,31910,15.29,22.94,32973,15.80,23.70,34036,16.31,24.47,35099,16.82,25.23,36162,17.33,26.00,37225,17.84,26.76,38289,18.35,27.53,39352,18.86,28.29,40415,19.37,29.06,41478,19.87,29.81
ATL,5,35701,17.11,25.67,36891,17.68,26.52,38081,18.25,27.38,39270,18.82,28.23,40460,19.39,29.09,41650,19.96,29.94,42839,20.53,30.80,44029,21.10,31.65,45218,21.67,32.51,46408,22.24,33.36
ATL,6,39796,19.07,28.61,41123,19.70,29.55,42450,20.34,30.51,43777,20.98,31.47,45104,21.61,32.42,46431,22.25,33.38,47758,22.88,34.32,49085,23.52,35.28,50412,24.16,36.24,51740,24.79,37.19
ATL,7,44223,21.19,31.79,45698,21.90,32.85,47172,22.60,33.90,48646,23.31,34.97,50121,24.02,36.03,51595,24.72,37.08,53069,25.43,38.15,54543,26.13,39.20,56018,26.84,40.26,57492,27.55,41.33
ATL,8,48976,23.47,35.21,50608,24.25,36.38,52241,25.03,37.55,53873,25.81,38.72,55506,26.60,39.90,57138,27.38,41.07,58770,28.16,42.24,60403,28.94,42.81,62035,29.72,42.81,63668,30.51,42.81
ATL,9,54095,25.92,38.88,55897,26.78,40.17,57700,27.65,41.48,59503,28.51,42.77,61305,29.37,42.81,63108,30.24,42.81,64911,31.10,42.81,66713,31.97,42.81,68516,32.83,42.81,70319,33.69,42.81
ATL,10,59571,28.54,42.81,61556,29.49,42.81,63541,30.45,42.81,65526,31.40,42.81,67511,32.35,42.81,69497,33.30,42.81,71482,34.25,42.81,73467,35.20,42.81,75452,36.15,42.81,77437,37.10,42.81
ATL,11,65448,31.36,42.81,67631,32.41,42.81,69813,33.45,42.81,71995,34.50,42.81,74177,35.54,42.81,76360,36.59,42.81,78542,37.63,42.81,80724,38.68,42.81,82906,39.72,42.81,85088,40.77,42.81
ATL,12,78446,37.59,42.81,81061,38.84,42.81,83676,40.09,42.81,86291,41.35,42.81,88907,42.60,42.81,91522,43.85,43.85,94137,45.11,45.11,96752,46.36,46.36,99368,47.61,47.61,101983,48.87,48.87
ATL,13,93282,44.70,44.70,96391,46.19,46.19,99500,47.68,47.68,102609,49.17,49.17,105719,50.66,50.66,108828,52.15,52.15,111937,53.64,53.64,115046,55.13,55.13,118155,56.61,56.61,121264,58.10,58.10
ATL,14,110231,52.82,52.82,113906,54.58,54.58,117581,56.34,56.34,121256,58.10,58.10,124930,59.86,59.86,128605,61.62,61.62,132280,63.38,63.38,135955,65.14,65.14,139629,66.90,66.90,143304,68.67,68.67
ATL,15,129662,62.13,62.13,133984,64.20,64.20,138306,66.27,66.27,142628,68.34,68.34,146950,70.41,70.41,151272,72.48,72.48,155593,74.55,74.55,159915,76.62,76.62,164237,78.70,78.70,166500,79.78,79.78
AU,1,22374,10.72,16.08,23123,11.08,16.62,23868,11.44,17.16,24607,11.79,17.69,25351,12.15,18.23,25786,12.36,18.54,26521,12.71,19.07,27264,13.06,19.59,27293,13.08,19.62,27987,13.41,20.12
AU,2,25156,12.05,18.08,25755,12.34,18.51,26588,12.74,19.11,27293,13.08,19.62,27600,13.22,19.83,28411,13.61,20.42,29223,14.00,21.00,30035,14.39,21.59,30846,14.78,22.17,31658,15.17,22.76
AU,3,27448,13.15,19.73,28363,13.59,20.39,29278,14.03,21.05,30193,14.47,21.71,31108,14.91,22.37,32023,15.34,23.01,32938,15.78,23.67,33853,16.22,24.33,34768,16.66,24.99,35683,17.10,25.65
AU,4,30813,14.76,22.14,31840,15.26,22.89,32866,15.75,23.63,33893,16.24,24.36,34920,16.73,25.10,35946,17.22,25.83,36973,17.72,26.58,37999,18.21,27.32,39026,18.70,28.05,40053,19.19,28.79
AU,5,34475,16.52,24.78,35623,17.07,25.61,36772,17.62,26.43,37921,18.17,27.26,39070,18.72,28.08,40218,19.27,28.91,41367,19.82,29.73,42516,20.37,30.56,43665,20.92,31.38,44813,21.47,32.21
AU,6,38428,18.41,27.62,39710,19.03,28.55,40991,19.64,29.46,42273,20.26,30.39,43554,20.87,31.31,44836,21.48,32.22,46117,22.10,33.15,47399,22.71,34.07,48680,23.33,35.00,49962,23.94,35.91
AU,7,42704,20.46,30.69,44127,21.14,31.71,45551,21.83,32.75,46975,22.51,33.77,48398,23.19,34.79,49822,23.87,35.81,51245,24.55,36.83,52669,25.24,37.86,54093,25.92,38.88,55516,26.60,39.90
AU,8,47293,22.66,33.99,48869,23.42,35.13,50446,24.17,36.26,52022,24.93,37.40,53598,25.68,38.52,55174,26.44,39.66,56751,27.19,40.79,58327,27.95,41.34,59903,28.70,41.34,61480,29.46,41.34
AU,9,52236,25.03,37.55,53976,25.86,38.79,55717,26.70,40.05,57458,27.53,41.30,59199,28.37,41.34,60939,29.20,41.34,62680,30.03,41.34,64421,30.87,41.34,66162,31.70,41.34,67902,32.54,41.34
AU,10,57524,27.56,41.34,59441,28.48,41.34,61358,29.40,41.34,63275,30.32,41.34,65191,31.24,41.34,67108,32.16,41.34,69025,33.07,41.34,70942,33.99,41.34,72859,34.91,41.34,74776,35.83,41.34
AU,11,63199,30.28,41.34,65307,31.29,41.34,67414,32.30,41.34,69521,33.31,41.34,71628,34.32,41.34,73736,35.33,41.34,75843,36.34,41.34,77950,37.35,41.34,80057,38.36,41.34,82164,39.37,41.34
AU,12,75750,36.30,41.34,78275,37.51,41.34,80801,38.72,41.34,83326,39.93,41.34,85852,41.14,41.34,88377,42.35,42.35,90902,43.56,43.56,93428,44.77,44.77,95953,45.98,45.98,98478,47.19,47.19
AU,13,90077,43.16,43.16,93079,44.60,44.60,96081,46.04,46.04,99083,47.48,47.48,102086,48.92,48.92,105088,50.35,50.35,108090,51.79,51.79,111092,53.23,53.23,114095,54.67,54.67,117097,56.11,56.11
AU,14,106443,51.00,51.00,109992,52.70,52.70,113540,54.40,54.40,117089,56.10,56.10,120637,57.80,57.80,124186,59.50,59.50,127734,61.20,61.20,131283,62.91,62.91,134831,64.61,64.61,138380,66.31,66.31
AU,15,125206,59.99,59.99,129380,61.99,61.99,133553,63.99,63.99,137727,65.99,65.99,141900,67.99,67.99,146073,69.99,69.99,150247,71.99,71.99,154420,73.99,73.99,158593,75.99,75.99,162767,77.99,77.99
BH,1,22052,10.57,15.86,22790,10.92,16.38,23524,11.27,16.91,24253,11.62,17.43,24987,11.97,17.96,25415,12.18,18.27,26140,12.53,18.80,26871,12.88,19.32,26900,12.89,19.34,27585,13.22,19.83
BH,2,24794,11.88,17.82,25385,12.16,18.24,26206,12.56,18.84,26900,12.89,19.34,27202,13.03,19.55,28002,13.42,20.13,28802,13.80,20.70,29602,14.18,21.27,30402,14.57,21.86,31202,14.95,22.43
BH,3,27053,12.96,19.44,27955,13.39,20.09,28857,13.83,20.75,29759,14.26,21.39,30661,14.69,22.04,31562,15.12,22.68,32464,15.56,23.34,33366,15.99,23.99,34268,16.42,24.63,35170,16.85,25.28
BH,4,30370,14.55,21.83,31382,15.04,22.56,32394,15.52,23.28,33405,16.01,24.02,34417,16.49,24.74,35429,16.98,25.47,36441,17.46,26.19,37453,17.95,26.93,38465,18.43,27.65,39476,18.92,28.38
BH,5,33978,16.28,24.42,35111,16.82,25.23,36243,17.37,26.06,37375,17.91,26.87,38507,18.45,27.68,39640,18.99,28.49,40772,19.54,29.31,41904,20.08,30.12,43036,20.62,30.93,44169,21.16,31.74
BH,6,37875,18.15,27.23,39138,18.75,28.13,40401,19.36,29.04,41664,19.96,29.94,42928,20.57,30.86,44191,21.17,31.76,45454,21.78,32.67,46717,22.38,33.57,47980,22.99,34.49,49243,23.60,35.40
BH,7,42089,20.17,30.26,43492,20.84,31.26,44896,21.51,32.27,46299,22.18,33.27,47702,22.86,34.29,49105,23.53,35.30,50508,24.20,36.30,51911,24.87,37.31,53314,25.55,38.33,54718,26.22,39.33
BH,8,46612,22.33,33.50,48166,23.08,34.62,49720,23.82,35.73,51273,24.57,36.86,52827,25.31,37.97,54381,26.06,39.09,55934,26.80,40.20,57488,27.55,40.76,59042,28.29,40.76,60595,29.03,40.76
BH,9,51484,24.67,37.01,53200,25.49,38.24,54915,26.31,39.47,56631,27.14,40.71,58347,27.96,40.76,60063,28.78,40.76,61778,29.60,40.76,63494,30.42,40.76,65210,31.25,40.76,66925,32.07,40.76
BH,10,56696,27.17,40.76,58585,28.07,40.76,60475,28.98,40.76,62364,29.88,40.76,64254,30.79,40.76,66143,31.69,40.76,68032,32.60,40.76,69922,33.50,40.76,71811,34.41,40.76,73700,35.31,40.76
BH,11,62290,29.85,40.76,64367,30.84,40.76,66444,31.84,40.76,68521,32.83,40.76,70598,33.83,40.76,72675,34.82,40.76,74752,35.82,40.76,76828,36.81,40.76,78905,37.81,40.76,80982,38.80,40.76
BH,12,74660,35.77,40.76,77149,36.97,40.76,79638,38.16,40.76,82127,39.35,40.76,84616,40.54,40.76,87105,41.74,41.74,89594,42.93,42.93,92083,44.12,44.12,94573,45.32,45.32,97062,46.51,46.51
BH,13,88781,42.54,42.54,91740,43.96,43.96,94699,45.38,45.38,97658,46.79,46.79,100617,48.21,48.21,103576,49.63,49.63,106535,51.05,51.05,109494,52.46,52.46,112453,53.88,53.88,115412,55.30,55.30
BH,14,104912,50.27,50.27,108409,51.94,51.94,111907,53.62,53.62,115404,55.30,55.30,118902,56.97,56.97,122399,58.65,58.65,125896,60.32,60.32,129394,62.00,62.00,132891,63.68,63.68,136389,65.35,65.35
BH,15,123405,59.13,59.13,127518,61.10,61.10,131632,63.07,63.07,135745,65.04,65.04,139858,67.01,67.01,143972,68.99,68.99,148085,70.96,70.96,152198,72.93,72.93,156311,74.90,74.90,160425,76.87,76.87
BN,1,22130,10.60,15.90,22871,10.96,16.44,23608,11.31,16.97,24339,11.66,17.49,25075,12.01,18.02,25505,12.22,18.33,26232,12.57,18.86,26967,12.92,19.38,26996,12.94,19.41,27682,13.26,19.89
BN,2,24882,11.92,17.88,25475,12.21,18.32,26299,12.60,18.90,26996,12.94,19.41,27299,13.08,19.62,28102,13.47,20.21,28904,13.85,20.78,29707,14.23,21.35,30510,14.62,21.93,31313,15.00,22.50
BN,3,27149,13.01,19.52,28054,13.44,20.16,28959,13.88,20.82,29864,14.31,21.47,30769,14.74,22.11,31674,15.18,22.77,32579,15.61,23.42,33484,16.04,24.06,34389,16.48,24.72,35294,16.91,25.37
BN,4,30477,14.60,21.90,31493,15.09,22.64,32508,15.58,23.37,33524,16.06,24.09,34539,16.55,24.83,35555,17.04,25.56,36570,17.52,26.28,37585,18.01,27.02,38601,18.50,27.75,39616,18.98,28.47
BN,5,34099,16.34,24.51,35235,16.88,25.32,36371,17.43,26.15,37508,17.97,26.96,38644,18.52,27.78,39780,19.06,28.59,40916,19.61,29.42,42053,20.15,30.23,43189,20.69,31.04,44325,21.24,31.86
BN,6,38009,18.21,27.32,39277,18.82,28.23,40544,19.43,29.15,41812,20.03,30.05,43080,20.64,30.96,44347,21.25,31.88,45615,21.86,32.79,46882,22.46,33.69,48150,23.07,34.61,49417,23.68,35.52
BN,7,42238,20.24,30.36,43647,20.91,31.37,45055,21.59,32.39,46463,22.26,33.39,47871,22.94,34.41,49279,23.61,35.42,50687,24.29,36.44,52095,24.96,37.44,53503,25.64,38.46,54911,26.31,39.47
BN,8,46778,22.41,33.62,48337,23.16,34.74,49896,23.91,35.87,51455,24.66,36.99,53014,25.40,38.10,54573,26.15,39.23,56132,26.90,40.35,57692,27.64,40.89,59251,28.39,40.89,60810,29.14,40.89
BN,9,51666,24.76,37.14,53388,25.58,38.37,55110,26.41,39.62,56832,27.23,40.85,58554,28.06,40.89,60275,28.88,40.89,61997,29.71,40.89,63719,30.53,40.89,65441,31.36,40.89,67162,32.18,40.89
BN,10,56897,27.26,40.89,58793,28.17,40.89,60689,29.08,40.89,62585,29.99,40.89,64481,30.90,40.89,66377,31.80,40.89,68273,32.71,40.89,70169,33.62,40.89,72065,34.53,40.89,73961,35.44,40.89
BN,11,62511,29.95,40.89,64595,30.95,40.89,66679,31.95,40.89,68763,32.95,40.89,70848,33.95,40.89,72932,34.95,40.89,75016,35.94,40.89,77101,36.94,40.89,79185,37.94,40.89,81269,38.94,40.89
BN,12,74924,35.90,40.89,77422,37.10,40.89,79920,38.29,40.89,82418,39.49,40.89,84916,40.69,40.89,87414,41.89,41.89,89912,43.08,43.08,92410,44.28,44.28,94907,45.48,45.48,97405,46.67,46.67
BN,13,89095,42.69,42.69,92065,44.11,44.11,95034,45.54,45.54,98004,46.96,46.96,100973,48.38,48.38,103943,49.80,49.80,106912,51.23,51.23,109882,52.65,52.65,112851,54.07,54.07,115821,55.50,55.50
BN,14,105283,50.45,50.45,108793,52.13,52.13,112303,53.81,53.81,115813,55.49,55.49,119323,57.17,57.17,122832,58.86,58.86,126342,60.54,60.54,129852,62.22,62.22,133362,63.90,63.90,136872,65.58,65.58
BN,15,123842,59.34,59.34,127970,61.32,61.32,132098,63.30,63.30,136226,65.27,65.27,140354,67.25,67.25,144481,69.23,69.23,148609,71.21,71.21,152737,73.18,73.18,156865,75.16,75.16,160993,77.14,77.14
BOS,1,24433,11.71,17.57,25251,12.10,18.15,26064,12.49,18.74,26871,12.88,19.32,27685,13.27,19.91,28159,13.49,20.24,28962,13.88,20.82,29773,14.27,21.41,29805,14.28,21.42,30563,14.64,21.96
BOS,2,27472,13.16,19.74,28126,13.48,20.22,29035,13.91,20.87,29805,14.28,21.42,30140,14.44,21.66,31026,14.87,22.31,31912,15.29,22.94,32799,15.72,23.58,33685,16.14,24.21,34571,16.56,24.84
BOS,3,29974,14.36,21.54,30973,14.84,22.26,31973,15.32,22.98,32972,15.80,23.70,33971,16.28,24.42,34970,16.76,25.14,35969,17.23,25.85,36969,17.71,26.57,37968,18.19,27.29,38967,18.67,28.01
BOS,4,33649,16.12,24.18,34770,16.66,24.99,35891,17.20,25.80,37012,17.73,26.60,38133,18.27,27.41,39254,18.81,28.22,40376,19.35,29.03,41497,19.88,29.82,42618,20.42,30.63,43739,20.96,31.44
BOS,5,37647,18.04,27.06,38902,18.64,27.96,40156,19.24,28.86,41411,19.84,29.76,42665,20.44,30.66,43920,21.04,31.56,45174,21.65,32.48,46429,22.25,33.38,47683,22.85,34.28,48938,23.45,35.18
BOS,6,41965,20.11,30.17,43364,20.78,31.17,44764,21.45,32.18,46163,22.12,33.18,47563,22.79,34.19,48962,23.46,35.19,50361,24.13,36.20,51761,24.80,37.20,53160,25.47,38.21,54560,26.14,39.21
BOS,7,46634,22.34,33.51,48188,23.09,34.64,49743,23.83,35.75,51298,24.58,36.87,52852,25.32,37.98,54407,26.07,39.11,55962,26.81,40.22,57516,27.56,41.34,59071,28.30,42.45,60626,29.05,43.58
BOS,8,51645,24.75,37.13,53367,25.57,38.36,55088,26.40,39.60,56810,27.22,40.83,58531,28.05,42.08,60252,28.87,43.31,61974,29.70,44.55,63695,30.52,45.15,65416,31.34,45.15,67138,32.17,45.15
BOS,9,57043,27.33,41.00,58944,28.24,42.36,60845,29.15,43.73,62746,30.07,45.11,64647,30.98,45.15,66548,31.89,45.15,68449,32.80,45.15,70350,33.71,45.15,72251,34.62,45.15,74152,35.53,45.15
BOS,10,62818,30.10,45.15,64911,31.10,45.15,67004,32.11,45.15,69098,33.11,45.15,71191,34.11,45.15,73284,35.11,45.15,75378,36.12,45.15,77471,37.12,45.15,79565,38.12,45.15,81658,39.13,45.15
BOS,11,69016,33.07,45.15,71317,34.17,45.15,73618,35.27,45.15,75919,36.38,45.15,78220,37.48,45.15,80521,38.58,45.15,82823,39.69,45.15,85124,40.79,45.15,87425,41.89,45.15,89726,42.99,45.15
BOS,12,82721,39.64,45.15,85479,40.96,45.15,88237,42.28,45.15,90995,43.60,45.15,93753,44.92,45.15,96510,46.24,46.24,99268,47.56,47.56,102026,48.89,48.89,104784,50.21,50.21,107542,51.53,51.53
