LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
BOS,13,98366,47.13,47.13,101645,48.70,48.70,104924,50.28,50.28,108202,51.85,51.85,111481,53.42,53.42,114759,54.99,54.99,118038,56.56,56.56,121316,58.13,58.13,124595,59.70,59.70,127874,61.27,61.27
BOS,14,116240,55.70,55.70,120115,57.55,57.55,123990,59.41,59.41,127865,61.27,61.27,131740,63.12,63.12,135615,64.98,64.98,139490,66.84,66.84,143365,68.69,68.69,147240,70.55,70.55,151115,72.41,72.41
BOS,15,136729,65.51,65.51,141287,67.70,67.70,145844,69.88,69.88,150402,72.07,72.07,154959,74.25,74.25,159517,76.43,76.43,164074,78.62,78.62,166500,79.78,79.78,166500,79.78,79.78,166500,79.78,79.78
BU,1,22795,10.92,16.38,23558,11.29,16.94,24317,11.65,17.48,25070,12.01,18.02,25828,12.38,18.57,26271,12.59,18.89,27020,12.95,19.43,27777,13.31,19.97,27807,13.32,19.98,28514,13.66,20.49
BU,2,25630,12.28,18.42,26240,12.57,18.86,27089,12.98,19.47,27807,13.32,19.98,28119,13.47,20.21,28946,13.87,20.81,29773,14.27,21.41,30600,14.66,21.99,31427,15.06,22.59,32253,15.45,23.18
BU,3,27964,13.40,20.10,28897,13.85,20.78,29829,14.29,21.44,30761,14.74,22.11,31693,15.19,22.79,32626,15.63,23.45,33558,16.08,24.12,34490,16.53,24.80,35422,16.97,25.46,36355,17.42,26.13
BU,4,31393,15.04,22.56,32439,15.54,23.31,33485,16.04,24.06,34531,16.55,24.83,35577,17.05,25.58,36623,17.55,26.33,37669,18.05,27.08,38714,18.55,27.83,39760,19.05,28.58,40806,19.55,29.33
BU,5,35123,16.83,25.25,36294,17.39,26.09,37464,17.95,26.93,38634,18.51,27.77,39805,19.07,28.61,40975,19.63,29.45,42145,20.19,30.29,43316,20.76,31.14,44486,21.32,31.98,45656,21.88,32.82
BU,6,39151,18.76,28.14,40457,19.39,29.09,41762,20.01,30.02,43068,20.64,30.96,44374,21.26,31.89,45679,21.89,32.84,46985,22.51,33.77,48290,23.14,34.71,49596,23.76,35.64,50902,24.39,36.59
BU,7,43507,20.85,31.28,44958,21.54,32.31,46408,22.24,33.36,47858,22.93,34.40,49309,23.63,35.45,50759,24.32,36.48,52210,25.02,37.53,53660,25.71,38.57,55110,26.41,39.62,56561,27.10,40.65
BU,8,48183,23.09,34.64,49789,23.86,35.79,51395,24.63,36.95,53001,25.40,38.10,54607,26.17,39.26,56213,26.93,40.40,57819,27.70,41.55,59425,28.47,42.12,61031,29.24,42.12,62636,30.01,42.12
BU,9,53218,25.50,38.25,54992,26.35,39.53,56765,27.20,40.80,58539,28.05,42.08,60312,28.90,42.12,62086,29.75,42.12,63860,30.60,42.12,65633,31.45,42.12,67407,32.30,42.12,69180,33.15,42.12
BU,10,58606,28.08,42.12,60559,29.02,42.12,62512,29.95,42.12,64465,30.89,42.12,66418,31.82,42.12,68371,32.76,42.12,70324,33.70,42.12,72277,34.63,42.12,74230,35.57,42.12,76183,36.50,42.12
BU,11,64388,30.85,42.12,66535,31.88,42.12,68682,32.91,42.12,70829,33.94,42.12,72976,34.97,42.12,75123,36.00,42.12,77270,37.02,42.12,79417,38.05,42.12,81563,39.08,42.12,83710,40.11,42.12
BU,12,77175,36.98,42.12,79748,38.21,42.12,82321,39.44,42.12,84894,40.68,42.12,87467,41.91,42.12,90040,43.14,43.14,92613,44.38,44.38,95186,45.61,45.61,97758,46.84,46.84,100331,48.07,48.07
BU,13,91771,43.97,43.97,94830,45.44,45.44,97889,46.90,46.90,100948,48.37,48.37,104006,49.84,49.84,107065,51.30,51.30,110124,52.77,52.77,113183,54.23,54.23,116241,55.70,55.70,119300,57.16,57.16
BU,14,108446,51.96,51.96,112061,53.69,53.69,115677,55.43,55.43,119292,57.16,57.16,122907,58.89,58.89,126522,60.62,60.62,130138,62.36,62.36,133753,64.09,64.09,137368,65.82,65.82,140983,67.55,67.55
BU,15,127562,61.12,61.12,131814,63.16,63.16,136066,65.20,65.20,140318,67.23,67.23,144570,69.27,69.27,148822,71.31,71.31,153073,73.35,73.35,157325,75.38,75.38,161577,77.42,77.42,165829,79.46,79.46
CC,1,22098,10.59,15.89,22838,10.94,16.41,23573,11.30,16.95,24303,11.64,17.46,25038,12.00,18.00,25468,12.20,18.30,26194,12.55,18.83,26927,12.90,19.35,26956,12.92,19.38,27642,13.24,19.86
CC,2,24846,11.91,17.87,25438,12.19,18.29,26260,12.58,18.87,26956,12.92,19.38,27259,13.06,19.59,28060,13.45,20.18,28862,13.83,20.75,29664,14.21,21.32,30465,14.60,21.90,31267,14.98,22.47
CC,3,27109,12.99,19.49,28013,13.42,20.13,28917,13.86,20.79,29820,14.29,21.44,30724,14.72,22.08,31628,15.15,22.73,32532,15.59,23.39,33435,16.02,24.03,34339,16.45,24.68,35243,16.89,25.34
CC,4,30433,14.58,21.87,31447,15.07,22.61,32461,15.55,23.33,33475,16.04,24.06,34489,16.53,24.80,35503,17.01,25.52,36516,17.50,26.25,37530,17.98,26.97,38544,18.47,27.71,39558,18.95,28.43
CC,5,34049,16.31,24.47,35184,16.86,25.29,36318,17.40,26.10,37453,17.95,26.93,38587,18.49,27.74,39722,19.03,28.55,40856,19.58,29.37,41991,20.12,30.18,43126,20.66,30.99,44260,21.21,31.82
CC,6,37954,18.19,27.29,39220,18.79,28.19,40485,19.40,29.10,41751,20.01,30.02,43017,20.61,30.92,44282,21.22,31.83,45548,21.82,32.73,46814,22.43,33.65,48079,23.04,34.56,49345,23.64,35.46
CC,7,42177,20.21,30.32,43583,20.88,31.32,44989,21.56,32.34,46395,22.23,33.35,47801,22.90,34.35,49207,23.58,35.37,50613,24.25,36.38,52019,24.93,37.40,53425,25.60,38.40,54831,26.27,39.41
CC,8,46709,22.38,33.57,48266,23.13,34.70,49823,23.87,35.81,51380,24.62,36.93,52937,25.37,38.06,54493,26.11,39.17,56050,26.86,40.29,57607,27.60,40.83,59164,28.35,40.83,60721,29.09,40.83
CC,9,51591,24.72,37.08,53310,25.54,38.31,55029,26.37,39.56,56749,27.19,40.79,58468,28.02,40.83,60187,28.84,40.83,61906,29.66,40.83,63626,30.49,40.83,65345,31.31,40.83,67064,32.13,40.83
CC,10,56814,27.22,40.83,58707,28.13,40.83,60600,29.04,40.83,62493,29.94,40.83,64387,30.85,40.83,66280,31.76,40.83,68173,32.67,40.83,70067,33.57,40.83,71960,34.48,40.83,73853,35.39,40.83
CC,11,62419,29.91,40.83,64500,30.91,40.83,66582,31.90,40.83,68663,32.90,40.83,70744,33.90,40.83,72825,34.89,40.83,74906,35.89,40.83,76988,36.89,40.83,79069,37.89,40.83,81150,38.88,40.83
CC,12,74815,35.85,40.83,77309,37.04,40.83,79803,38.24,40.83,82297,39.43,40.83,84792,40.63,40.83,87286,41.82,41.82,89780,43.02,43.02,92274,44.21,44.21,94769,45.41,45.41,97263,46.60,46.60
CC,13,88965,42.63,42.63,91930,44.05,44.05,94895,45.47,45.47,97860,46.89,46.89,100825,48.31,48.31,103791,49.73,49.73,106756,51.15,51.15,109721,52.57,52.57,112686,53.99,53.99,115652,55.42,55.42
CC,14,105129,50.37,50.37,108634,52.05,52.05,112139,53.73,53.73,115643,55.41,55.41,119148,57.09,57.09,122653,58.77,58.77,126157,60.45,60.45,129662,62.13,62.13,133167,63.81,63.81,136671,65.49,65.49
CC,15,123661,59.25,59.25,127783,61.23,61.23,131905,63.20,63.20,136026,65.18,65.18,140148,67.15,67.15,144270,69.13,69.13,148392,71.10,71.10,152514,73.08,73.08,156636,75.05,75.05,160757,77.03,77.03
CHI,1,24391,11.69,17.54,25208,12.08,18.12,26020,12.47,18.71,26825,12.85,19.28,27637,13.24,19.86,28111,13.47,20.21,28912,13.85,20.78,29722,14.24,21.36,29754,14.26,21.39,30510,14.62,21.93
CHI,2,27424,13.14,19.71,28078,13.45,20.18,28985,13.89,20.84,29754,14.26,21.39,30088,14.42,21.63,30973,14.84,22.26,31858,15.26,22.89,32742,15.69,23.54,33627,16.11,24.17,34512,16.54,24.81
CHI,3,29923,14.34,21.51,30920,14.82,22.23,31918,15.29,22.94,32915,15.77,23.66,33913,16.25,24.38,34910,16.73,25.10,35908,17.21,25.82,36905,17.68,26.52,37903,18.16,27.24,38900,18.64,27.96
CHI,4,33591,16.10,24.15,34711,16.63,24.95,35830,17.17,25.76,36949,17.70,26.55,38068,18.24,27.36,39187,18.78,28.17,40306,19.31,28.97,41425,19.85,29.78,42545,20.39,30.59,43664,20.92,31.38
CHI,5,37583,18.01,27.02,38835,18.61,27.92,40087,19.21,28.82,41340,19.81,29.72,42592,20.41,30.62,43844,21.01,31.52,45097,21.61,32.42,46349,22.21,33.32,47601,22.81,34.22,48854,23.41,35.12
CHI,6,41893,20.07,30.11,43290,20.74,31.11,44687,21.41,32.12,46084,22.08,33.12,47481,22.75,34.13,48878,23.42,35.13,50275,24.09,36.14,51672,24.76,37.14,53069,25.43,38.15,54466,26.10,39.15
CHI,7,46554,22.31,33.47,48106,23.05,34.58,49658,23.79,35.69,51210,24.54,36.81,52762,25.28,37.92,54314,26.02,39.03,55866,26.77,40.16,57418,27.51,41.27,58970,28.26,42.39,60522,29.00,43.50
CHI,8,51557,24.70,37.05,53275,25.53,38.30,54994,26.35,39.53,56712,27.17,40.76,58430,28.00,42.00,60149,28.82,43.23,61867,29.64,44.46,63586,30.47,45.08,65304,31.29,45.08,67023,32.11,45.08
CHI,9,56945,27.29,40.94,58843,28.20,42.30,60741,29.10,43.65,62638,30.01,45.02,64536,30.92,45.08,66434,31.83,45.08,68331,32.74,45.08,70229,33.65,45.08,72127,34.56,45.08,74024,35.47,45.08
CHI,10,62710,30.05,45.08,64800,31.05,45.08,66889,32.05,45.08,68979,33.05,45.08,71069,34.05,45.08,73159,35.05,45.08,75249,36.06,45.08,77338,37.06,45.08,79428,38.06,45.08,81518,39.06,45.08
CHI,11,68897,33.01,45.08,71195,34.11,45.08,73492,35.21,45.08,75789,36.31,45.08,78086,37.42,45.08,80383,38.52,45.08,82681,39.62,45.08,84978,40.72,45.08,87275,41.82,45.08,89572,42.92,45.08
CHI,12,82579,39.57,45.08,85333,40.89,45.08,88086,42.21,45.08,90839,43.53,45.08,93592,44.85,45.08,96345,46.16,46.16,99098,47.48,47.48,101851,48.80,48.80,104604,50.12,50.12,107357,51.44,51.44
CHI,13,98198,47.05,47.05,101471,48.62,48.62,104744,50.19,50.19,108017,51.76,51.76,111290,53.33,53.33,114562,54.89,54.89,117835,56.46,56.46,121108,58.03,58.03,124381,59.60,59.60,127654,61.17,61.17
CHI,14,116040,55.60,55.60,119909,57.46,57.46,123777,59.31,59.31,127645,61.16,61.16,131514,63.02,63.02,135382,64.87,64.87,139251,66.72,66.72,143119,68.58,68.58,146987,70.43,70.43,150856,72.28,72.28
CHI,15,136495,65.40,65.40,141045,67.58,67.58,145594,69.76,69.76,150144,71.94,71.94,154693,74.12,74.12,159243,76.30,76.30,163793,78.48,78.48,166500,79.78,79.78,166500,79.78,79.78,166500,79.78,79.78
CIN,1,22898,10.97,16.46,23665,11.34,17.01,24427,11.70,17.55,25183,12.07,18.11,25945,12.43,18.65,26390,12.64,18.96,27142,13.01,19.52,27902,13.37,20.06,27932,13.38,20.07,28642,13.72,20.58
CIN,2,25745,12.34,18.51,26358,12.63,18.95,27211,13.04,19.56,27932,13.38,20.07,28246,13.53,20.30,29076,13.93,20.90,29907,14.33,21.50,30738,14.73,22.10,31568,15.13,22.70,32399,15.52,23.28
CIN,3,28091,13.46,20.19,29027,13.91,20.87,29964,14.36,21.54,30900,14.81,22.22,31836,15.25,22.88,32773,15.70,23.55,33709,16.15,24.23,34646,16.60,24.90,35582,17.05,25.58,36519,17.50,26.25
CIN,4,31535,15.11,22.67,32585,15.61,23.42,33636,16.12,24.18,34687,16.62,24.93,35737,17.12,25.68,36788,17.63,26.45,37839,18.13,27.20,38889,18.63,27.95,39940,19.14,28.71,40990,19.64,29.46
CIN,5,35282,16.91,25.37,36457,17.47,26.21,37633,18.03,27.05,38809,18.60,27.90,39984,19.16,28.74,41160,19.72,29.58,42336,20.29,30.44,43511,20.85,31.28,44687,21.41,32.12,45863,21.98,32.97
CIN,6,39328,18.84,28.26,40639,19.47,29.21,41951,20.10,30.15,43262,20.73,31.10,44574,21.36,32.04,45885,21.99,32.99,47197,22.61,33.92,48508,23.24,34.86,49820,23.87,35.81,51131,24.50,36.75
CIN,7,43704,20.94,31.41,45160,21.64,32.46,46617,22.34,33.51,48074,23.03,34.55,49531,23.73,35.60,50988,24.43,36.65,52445,25.13,37.70,53902,25.83,38.75,55359,26.53,39.80,56816,27.22,40.83
CIN,8,48400,23.19,34.79,50013,23.96,35.94,51627,24.74,37.11,53240,25.51,38.27,54853,26.28,39.42,56466,27.06,40.59,58079,27.83,41.75,59693,28.60,42.32,61306,29.38,42.32,62919,30.15,42.32
CIN,9,53459,25.62,38.43,55240,26.47,39.71,57022,27.32,40.98,58803,28.18,42.27,60585,29.03,42.32,62366,29.88,42.32,64148,30.74,42.32,65929,31.59,42.32,67711,32.44,42.32,69492,33.30,42.32
CIN,10,58870,28.21,42.32,60832,29.15,42.32,62794,30.09,42.32,64756,31.03,42.32,66718,31.97,42.32,68680,32.91,42.32,70641,33.85,42.32,72603,34.79,42.32,74565,35.73,42.32,76527,36.67,42.32
CIN,11,64679,30.99,42.32,66836,32.02,42.32,68992,33.06,42.32,71149,34.09,42.32,73305,35.12,42.32,75462,36.16,42.32,77618,37.19,42.32,79775,38.22,42.32,81932,39.26,42.32,84088,40.29,42.32
CIN,12,77523,37.15,42.32,80108,38.38,42.32,82692,39.62,42.32,85277,40.86,42.32,87861,42.10,42.32,90446,43.34,43.34,93031,44.58,44.58,95615,45.81,45.81,98200,47.05,47.05,100784,48.29,48.29
CIN,13,92185,44.17,44.17,95258,45.64,45.64,98331,47.12,47.12,101403,48.59,48.59,104476,50.06,50.06,107548,51.53,51.53,110621,53.00,53.00,113693,54.48,54.48,116766,55.95,55.95,119839,57.42,57.42
CIN,14,108936,52.20,52.20,112567,53.94,53.94,116199,55.68,55.68,119830,57.42,57.42,123462,59.16,59.16,127093,60.90,60.90,130725,62.64,62.64,134356,64.38,64.38,137988,66.12,66.12,141619,67.86,67.86
CIN,15,128138,61.40,61.40,132409,63.44,63.44,136680,65.49,65.49,140951,67.54,67.54,145222,69.58,69.58,149493,71.63,71.63,153764,73.68,73.68,158035,75.72,75.72,162306,77.77,77.77,166500,79.78,79.78
CLE,1,22943,10.99,16.49,23712,11.36,17.04,24475,11.73,17.60,25233,12.09,18.14,25997,12.46,18.69,26442,12.67,19.01,27196,13.03,19.55,27958,13.40,20.10,27988,13.41,20.12,28700,13.75,20.63
CLE,2,25797,12.36,18.54,26411,12.66,18.99,27265,13.06,19.59,27988,13.41,20.12,28302,13.56,20.34,29134,13.96,20.94,29967,14.36,21.54,30799,14.76,22.14,31631,15.16,22.74,32464,15.56,23.34
CLE,3,28147,13.49,20.24,29085,13.94,20.91,30023,14.39,21.59,30962,14.84,22.26,31900,15.29,22.94,32838,15.73,23.60,33777,16.18,24.27,34715,16.63,24.95,35653,17.08,25.62,36592,17.53,26.30
CLE,4,31598,15.14,22.71,32650,15.64,23.46,33703,16.15,24.23,34756,16.65,24.98,35809,17.16,25.74,36861,17.66,26.49,37914,18.17,27.26,38967,18.67,28.01,40020,19.18,28.77,41072,19.68,29.52
CLE,5,35352,16.94,25.41,36530,17.50,26.25,37708,18.07,27.11,38886,18.63,27.95,40064,19.20,28.80,41242,19.76,29.64,42420,20.33,30.50,43598,20.89,31.34,44776,21.45,32.18,45954,22.02,33.03
CLE,6,39406,18.88,28.32,40721,19.51,29.27,42035,20.14,30.21,43349,20.77,31.16,44663,21.40,32.10,45977,22.03,33.05,47291,22.66,33.99,48605,23.29,34.94,49919,23.92,35.88,51233,24.55,36.83
CLE,7,43791,20.98,31.47,45251,21.68,32.52,46711,22.38,33.57,48170,23.08,34.62,49630,23.78,35.67,51090,24.48,36.72,52550,25.18,37.77,54010,25.88,38.82,55470,26.58,39.87,56929,27.28,40.92
CLE,8,48497,23.24,34.86,50113,24.01,36.02,51730,24.79,37.19,53346,25.56,38.34,54963,26.34,39.51,56579,27.11,40.67,58195,27.88,41.82,59812,28.66,42.39,61428,29.43,42.39,63045,30.21,42.39
CLE,9,53565,25.67,38.51,55350,26.52,39.78,57135,27.38,41.07,58921,28.23,42.35,60706,29.09,42.39,62491,29.94,42.39,64276,30.80,42.39,66061,31.65,42.39,67846,32.51,42.39,69631,33.36,42.39
CLE,10,58988,28.26,42.39,60954,29.21,42.39,62919,30.15,42.39,64885,31.09,42.39,66851,32.03,42.39,68817,32.97,42.39,70782,33.92,42.39,72748,34.86,42.39,74714,35.80,42.39,76680,36.74,42.39
CLE,11,64808,31.05,42.39,66969,32.09,42.39,69130,33.12,42.39,71291,34.16,42.39,73452,35.20,42.39,75612,36.23,42.39,77773,37.27,42.39,79934,38.30,42.39,82095,39.34,42.39,84256,40.37,42.39
CLE,12,77678,37.22,42.39,80268,38.46,42.39,82858,39.70,42.39,85447,40.94,42.39,88037,42.18,42.39,90627,43.42,43.42,93216,44.67,44.67,95806,45.91,45.91,98396,47.15,47.15,100985,48.39,48.39
CLE,13,92369,44.26,44.26,95448,45.73,45.73,98527,47.21,47.21,101606,48.69,48.69,104684,50.16,50.16,107763,51.64,51.64,110842,53.11,53.11,113920,54.59,54.59,116999,56.06,56.06,120078,57.54,57.54
CLE,14,109153,52.30,52.30,112792,54.05,54.05,116431,55.79,55.79,120069,57.53,57.53,123708,59.28,59.28,127347,61.02,61.02,130986,62.76,62.76,134625,64.51,64.51,138263,66.25,66.25,141902,67.99,67.99
CLE,15,128394,61.52,61.52,132673,63.57,63.57,136953,65.62,65.62,141232,67.67,67.67,145512,69.72,69.72,149792,71.77,71.77,154071,73.82,73.82,158351,75.87,75.87,162630,77.93,77.93,166500,79.78,79.78
COL,1,22757,10.90,16.35,23519,11.27,16.91,24276,11.63,17.45,25028,11.99,17.99,25785,12.36,18.54,26227,12.57,18.86,26975,12.93,19.40,27730,13.29,19.94,27760,13.30,19.95,28466,13.64,20.46
COL,2,25587,12.26,18.39,26196,12.55,18.83,27043,12.96,19.44,27760,13.30,19.95,28072,13.45,20.18,28897,13.85,20.78,29723,14.24,21.36,30548,14.64,21.96,31374,15.03,22.55,32200,15.43,23.15
COL,3,27918,13.38,20.07,28848,13.82,20.73,29779,14.27,21.41,30710,14.71,22.07,31640,15.16,22.74,32571,15.61,23.42,33502,16.05,24.08,34432,16.50,24.75,35363,16.94,25.41,36294,17.39,26.09
COL,4,31341,15.02,22.53,32385,15.52,23.28,33429,16.02,24.03,34473,16.52,24.78,35517,17.02,25.53,36561,17.52,26.28,37606,18.02,27.03,38650,18.52,27.78,39694,19.02,28.53,40738,19.52,29.28
COL,5,35064,16.80,25.20,36233,17.36,26.04,37401,17.92,26.88,38570,18.48,27.72,39738,19.04,28.56,40907,19.60,29.40,42075,20.16,30.24,43243,20.72,31.08,44412,21.28,31.92,45580,21.84,32.76
COL,6,39086,18.73,28.10,40389,19.35,29.03,41693,19.98,29.97,42996,20.60,30.90,44299,21.23,31.85,45603,21.85,32.78,46906,22.48,33.72,48210,23.10,34.65,49513,23.72,35.58,50817,24.35,36.53
COL,7,43435,20.81,31.22,44882,21.51,32.27,46330,22.20,33.30,47778,22.89,34.34,49226,23.59,35.39,50674,24.28,36.42,52122,24.97,37.46,53570,25.67,38.51,55018,26.36,39.54,56466,27.06,40.59
COL,8,48102,23.05,34.58,49705,23.82,35.73,51309,24.59,36.89,52912,25.35,38.03,54515,26.12,39.18,56119,26.89,40.34,57722,27.66,41.49,59325,28.43,42.05,60929,29.19,42.05,62532,29.96,42.05
COL,9,53130,25.46,38.19,54900,26.31,39.47,56671,27.15,40.73,58441,28.00,42.00,60212,28.85,42.05,61982,29.70,42.05,63753,30.55,42.05,65523,31.40,42.05,67294,32.24,42.05,69064,33.09,42.05
COL,10,58508,28.03,42.05,60458,28.97,42.05,62408,29.90,42.05,64357,30.84,42.05,66307,31.77,42.05,68257,32.71,42.05,70207,33.64,42.05,72156,34.57,42.05,74106,35.51,42.05,76056,36.44,42.05
COL,11,64281,30.80,42.05,66424,31.83,42.05,68567,32.85,42.05,70711,33.88,42.05,72854,34.91,42.05,74997,35.94,42.05,77141,36.96,42.05,79284,37.99,42.05,81427,39.02,42.05,83570,40.04,42.05
COL,12,77046,36.92,42.05,79615,38.15,42.05,82183,39.38,42.05,84752,40.61,42.05,87321,41.84,42.05,89889,43.07,43.07,92458,44.30,44.30,95026,45.53,45.53,97595,46.76,46.76,100164,47.99,47.99
COL,13,91618,43.90,43.90,94672,45.36,45.36,97725,46.83,46.83,100779,48.29,48.29,103833,49.75,49.75,106886,51.22,51.22,109940,52.68,52.68,112994,54.14,54.14,116047,55.60,55.60,119101,57.07,57.07
COL,14,108265,51.88,51.88,111874,53.61,53.61,115483,55.33,55.33,119092,57.06,57.06,122702,58.79,58.79,126311,60.52,60.52,129920,62.25,62.25,133529,63.98,63.98,137138,65.71,65.71,140748,67.44,67.44
COL,15,127349,61.02,61.02,131594,63.05,63.05,135839,65.09,65.09,140083,67.12,67.12,144328,69.16,69.16,148573,71.19,71.19,152818,73.22,73.22,157062,75.26,75.26,161307,77.29,77.29,165552,79.33,79.33
CS,1,22322,10.70,16.05,23070,11.05,16.58,23813,11.41,17.12,24550,11.76,17.64,25293,12.12,18.18,25727,12.33,18.50,26460,12.68,19.02,27201,13.03,19.55,27230,13.05,19.58,27923,13.38,20.07
CS,2,25099,12.03,18.05,25696,12.31,18.47,26527,12.71,19.07,27230,13.05,19.58,27536,13.19,19.79,28346,13.58,20.37,29156,13.97,20.96,29965,14.36,21.54,30775,14.75,22.13,31585,15.13,22.70
CS,3,27385,13.12,19.68,28298,13.56,20.34,29211,14.00,21.00,30124,14.43,21.65,31037,14.87,22.31,31950,15.31,22.97,32862,15.75,23.63,33775,16.18,24.27,34688,16.62,24.93,35601,17.06,25.59
CS,4,30742,14.73,22.10,31767,15.22,22.83,32791,15.71,23.57,33815,16.20,24.30,34839,16.69,25.04,35864,17.18,25.77,36888,17.68,26.52,37912,18.17,27.26,38936,18.66,27.99,39961,19.15,28.73
CS,5,34395,16.48,24.72,35541,17.03,25.55,36688,17.58,26.37,37834,18.13,27.20,38980,18.68,28.02,40126,19.23,28.85,41272,19.78,29.67,42418,20.32,30.48,43564,20.87,31.31,44710,21.42,32.13
CS,6,38340,18.37,27.56,39618,18.98,28.47,40897,19.60,29.40,42176,20.21,30.32,43454,20.82,31.23,44733,21.43,32.15,46011,22.05,33.08,47290,22.66,33.99,48568,23.27,34.91,49847,23.88,35.82
CS,7,42606,20.41,30.62,44026,21.10,31.65,45446,21.78,32.67,46867,22.46,33.69,48287,23.14,34.71,49707,23.82,35.73,51128,24.50,36.75,52548,25.18,37.77,53968,25.86,38.79,55389,26.54,39.81
CS,8,47184,22.61,33.92,48757,23.36,35.04,50330,24.12,36.18,51902,24.87,37.31,53475,25.62,38.43,55048,26.38,39.57,56620,27.13,40.70,58193,27.88,41.25,59766,28.64,41.25,61338,29.39,41.25
CS,9,52116,24.97,37.46,53852,25.80,38.70,55589,26.64,39.96,57326,27.47,41.21,59063,28.30,41.25,60799,29.13,41.25,62536,29.96,41.25,64273,30.80,41.25,66010,31.63,41.25,67746,32.46,41.25
CS,10,57391,27.50,41.25,59304,28.42,41.25,61217,29.33,41.25,63129,30.25,41.25,65042,31.17,41.25,66954,32.08,41.25,68867,33.00,41.25,70779,33.91,41.25,72692,34.83,41.25,74604,35.75,41.25
CS,11,63054,30.21,41.25,65156,31.22,41.25,67259,32.23,41.25,69361,33.23,41.25,71464,34.24,41.25,73566,35.25,41.25,75668,36.26,41.25,77771,37.26,41.25,79873,38.27,41.25,81976,39.28,41.25
CS,12,75576,36.21,41.25,78095,37.42,41.25,80615,38.63,41.25,83135,39.83,41.25,85654,41.04,41.25,88174,42.25,42.25,90693,43.46,43.46,93213,44.66,44.66,95733,45.87,45.87,98252,47.08,47.08
CS,13,89869,43.06,43.06,92865,44.50,44.50,95860,45.93,45.93,98856,47.37,47.37,101851,48.80,48.80,104846,50.24,50.24,107842,51.67,51.67,110837,53.11,53.11,113833,54.54,54.54,116828,55.98,55.98
CS,14,106199,50.89,50.89,109739,52.58,52.58,113279,54.28,54.28,116820,55.98,55.98,120360,57.67,57.67,123900,59.37,59.37,127441,61.06,61.06,130981,62.76,62.76,134521,64.46,64.46,138062,66.15,66.15
CS,15,124919,59.86,59.86,129082,61.85,61.85,133246,63.85,63.85,137410,65.84,65.84,141574,67.84,67.84,145737,69.83,69.83,149901,71.83,71.83,154065,73.82,73.82,158229,75.82,75.82,162393,77.81,77.81
CT,1,22246,10.66,15.99,22991,11.02,16.53,23732,11.37,17.06,24466,11.72,17.58,25207,12.08,18.12,25639,12.29,18.44,26370,12.64,18.96,27108,12.99,19.49,27137,13.00,19.50,27828,13.33,20.00
CT,2,25013,11.99,17.99,25609,12.27,18.41,26437,12.67,19.01,27137,13.00,19.50,27442,13.15,19.73,28249,13.54,20.31,29056,13.92,20.88,29863,14.31,21.47,30670,14.70,22.05,31477,15.08,22.62
CT,3,27291,13.08,19.62,28201,13.51,20.27,29111,13.95,20.93,30021,14.38,21.57,30931,14.82,22.23,31840,15.26,22.89,32750,15.69,23.54,33660,16.13,24.20,34570,16.56,24.84,35480,17.00,25.50
CT,4,30638,14.68,22.02,31658,15.17,22.76,32679,15.66,23.49,33700,16.15,24.23,34720,16.64,24.96,35741,17.13,25.70,36762,17.61,26.42,37783,18.10,27.15,38803,18.59,27.89,39824,19.08,28.62
CT,5,34278,16.42,24.63,35420,16.97,25.46,36562,17.52,26.28,37704,18.07,27.11,38847,18.61,27.92,39989,19.16,28.74,41131,19.71,29.57,42273,20.26,30.39,43416,20.80,31.20,44558,21.35,32.03
CT,6,38209,18.31,27.47,39483,18.92,28.38,40757,19.53,29.30,42032,20.14,30.21,43306,20.75,31.13,44580,21.36,32.04,45854,21.97,32.96,47128,22.58,33.87,48402,23.19,34.79,49677,23.80,35.70
CT,7,42460,20.34,30.51,43876,21.02,31.53,45291,21.70,32.55,46707,22.38,33.57,48122,23.06,34.59,49538,23.74,35.61,50953,24.41,36.62,52369,25.09,37.64,53784,25.77,38.66,55200,26.45,39.68
CT,8,47023,22.53,33.80,48590,23.28,34.92,50158,24.03,36.05,51725,24.78,37.17,53292,25.54,38.31,54860,26.29,39.44,56427,27.04,40.56,57994,27.79,41.12,59562,28.54,41.12,61129,29.29,41.12
CT,9,51938,24.89,37.34,53669,25.72,38.58,55399,26.54,39.81,57130,27.37,41.06,58861,28.20,41.12,60592,29.03,41.12,62323,29.86,41.12,64053,30.69,41.12,65784,31.52,41.12,67515,32.35,41.12
CT,10,57196,27.41,41.12,59102,28.32,41.12,61008,29.23,41.12,62914,30.15,41.12,64820,31.06,41.12,66726,31.97,41.12,68632,32.89,41.12,70538,33.80,41.12,72444,34.71,41.12,74350,35.63,41.12
CT,11,62839,30.11,41.12,64934,31.11,41.12,67029,32.12,41.12,69124,33.12,41.12,71220,34.13,41.12,73315,35.13,41.12,75410,36.13,41.12,77505,37.14,41.12,79601,38.14,41.12,81696,39.15,41.12
