LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
AL,10,61552,29.49,44.24,63604,30.48,44.24,65656,31.46,44.24,67708,32.44,44.24,69760,33.43,44.24,71812,34.41,44.24,73864,35.39,44.24,75916,36.38,44.24,77968,37.36,44.24,80020,38.34,44.24
AL,11,67627,32.40,44.24,69881,33.48,44.24,72135,34.56,44.24,74389,35.64,44.24,76642,36.72,44.24,78896,37.80,44.24,81150,38.88,44.24,83404,39.96,44.24,85657,41.04,44.24,87911,42.12,44.24
AL,12,81057,38.84,44.24,83760,40.13,44.24,86462,41.43,44.24,89164,42.72,44.24,91867,44.02,44.24,94569,45.31,45.31,97271,46.61,46.61,99974,47.90,47.90,102676,49.20,49.20,105378,50.49,50.49
AL,13,96387,46.18,46.18,99600,47.72,47.72,102812,49.26,49.26,106025,50.80,50.80,109238,52.34,52.34,112450,53.88,53.88,115663,55.42,55.42,118876,56.96,56.96,122088,58.50,58.50,125301,60.04,60.04
AL,14,113901,54.58,54.58,117697,56.40,56.40,121494,58.21,58.21,125290,60.03,60.03,129087,61.85,61.85,132884,63.67,63.67,136680,65.49,65.49,140477,67.31,67.31,144273,69.13,69.13,148070,70.95,70.95
AL,15,133978,64.20,64.20,138444,66.34,66.34,142910,68.48,68.48,147376,70.62,70.62,151842,72.76,72.76,156307,74.90,74.90,160773,77.04,77.04,165239,79.18,79.18,169705,81.32,81.32,174171,83.46,83.46
AQ,1,23629,11.32,16.98,24423,11.70,17.55,25207,12.08,18.12,25990,12.45,18.68,26775,12.83,19.25,27234,13.05,19.58,28012,13.42,20.13,28794,13.80,20.70,28826,13.81,20.72,29559,14.16,21.24
AQ,2,26570,12.73,19.10,27202,13.03,19.55,28082,13.46,20.19,28826,13.81,20.72,29151,13.97,20.96,30009,14.38,21.57,30866,14.79,22.19,31724,15.20,22.80,32581,15.61,23.42,33439,16.02,24.03
AQ,3,28991,13.89,20.84,29957,14.35,21.53,30924,14.82,22.23,31890,15.28,22.92,32857,15.74,23.61,33823,16.21,24.32,34789,16.67,25.01,35756,17.13,25.70,36722,17.60,26.40,37689,18.06,27.09
AQ,4,32544,15.59,23.39,33629,16.11,24.17,34713,16.63,24.95,35798,17.15,25.73,36883,17.67,26.51,37967,18.19,27.29,39052,18.71,28.07,40137,19.23,28.85,41222,19.75,29.63,42306,20.27,30.41
AQ,5,36411,17.45,26.18,37624,18.03,27.05,38838,18.61,27.92,40051,19.19,28.79,41265,19.77,29.66,42478,20.35,30.53,43692,20.94,31.41,44906,21.52,32.28,46119,22.10,33.15,47333,22.68,34.02
AQ,6,40588,19.45,29.18,41941,20.10,30.15,43294,20.74,31.11,44647,21.39,32.09,46000,22.04,33.06,47353,22.69,34.04,48706,23.34,35.01,50059,23.99,35.99,51412,24.63,36.95,52765,25.28,37.92
AQ,7,45102,21.61,32.42,46605,22.33,33.50,48108,23.05,34.58,49611,23.77,35.66,51114,24.49,36.74,52617,25.21,37.82,54120,25.93,38.90,55623,26.65,39.98,57126,27.37,41.06,58629,28.09,42.14
AQ,8,49950,23.93,35.90,51614,24.73,37.10,53279,25.53,38.30,54943,26.33,39.50,56608,27.12,40.68,58272,27.92,41.88,59937,28.72,43.08,61602,29.52,43.67,63266,30.31,43.67,64931,31.11,43.67
AQ,9,55169,26.43,39.65,57009,27.32,40.98,58848,28.20,42.30,60687,29.08,43.62,62526,29.96,43.67,64365,30.84,43.67,66204,31.72,43.67,68043,32.60,43.67,69882,33.48,43.67,71721,34.37,43.67
AQ,10,60753,29.11,43.67,62779,30.08,43.67,64804,31.05,43.67,66830,32.02,43.67,68855,32.99,43.67,70880,33.96,43.67,72906,34.93,43.67,74931,35.90,43.67,76956,36.87,43.67,78982,37.84,43.67
AQ,11,66750,31.98,43.67,68974,33.05,43.67,71199,34.12,43.67,73423,35.18,43.67,75648,36.25,43.67,77872,37.31,43.67,80097,38.38,43.67,82321,39.44,43.67,84546,40.51,43.67,86770,41.58,43.67
AQ,12,80005,38.33,43.67,82673,39.61,43.67,85340,40.89,43.67,88007,42.17,43.67,90675,43.45,43.67,93342,44.73,44.73,96009,46.00,46.00,98676,47.28,47.28,101344,48.56,48.56,104011,49.84,49.84
AQ,13,95136,45.59,45.59,98307,47.10,47.10,101478,48.62,48.62,104649,50.14,50.14,107820,51.66,51.66,110991,53.18,53.18,114162,54.70,54.70,117333,56.22,56.22,120504,57.74,57.74,123675,59.26,59.26
AQ,14,112423,53.87,53.87,116170,55.66,55.66,119917,57.46,57.46,123665,59.25,59.25,127412,61.05,61.05,131159,62.85,62.85,134907,64.64,64.64,138654,66.44,66.44,142401,68.23,68.23,146149,70.03,70.03
AQ,15,132239,63.36,63.36,136647,65.48,65.48,141055,67.59,67.59,145463,69.70,69.70,149871,71.81,71.81,154279,73.92,73.92,158687,76.04,76.04,163095,78.15,78.15,167503,80.26,80.26,171911,82.37,82.37
ATL,1,24737,11.85,17.78,25567,12.25,18.38,26389,12.64,18.96,27208,13.04,19.56,28030,13.43,20.15,28510,13.66,20.49,29325,14.05,21.08,30144,14.44,21.66,30177,14.46,21.69,30944,14.83,22.25
ATL,2,27815,13.33,20.00,28477,13.64,20.46,29398,14.09,21.14,30177,14.46,21.69,30518,14.62,21.93,31415,15.05,22.58,32313,15.48,23.22,33211,15.91,23.87,34108,16.34,24.51,35006,16.77,25.16
ATL,3,30350,14.54,21.81,31361,15.03,22.55,32373,15.51,23.27,33385,16.00,24.00,34396,16.48,24.72,35408,16.97,25.46,36420,17.45,26.18,37432,17.94,26.91,38443,18.42,27.63,39455,18.91,28.37
ATL,4,34069,16.32,24.48,35205,16.87,25.31,36340,17.41,26.12,37476,17.96,26.94,38611,18.50,27.75,39747,19.05,28.58,40882,19.59,29.39,42018,20.13,30.20,43153,20.68,31.02,44289,21.22,31.83
ATL,5,38117,18.26,27.39,39388,18.87,28.31,40658,19.48,29.22,41928,20.09,30.14,43199,20.70,31.05,44469,21.31,31.97,45740,21.92,32.88,47010,22.53,33.80,48281,23.13,34.70,49551,23.74,35.61
ATL,6,42490,20.36,30.54,43906,21.04,31.56,45323,21.72,32.58,46739,22.40,33.60,48156,23.07,34.61,49572,23.75,35.63,50988,24.43,36.65,52405,25.11,37.67,53821,25.79,38.69,55237,26.47,39.71
ATL,7,47216,22.62,33.93,48790,23.38,35.07,50363,24.13,36.20,51936,24.89,37.34,53510,25.64,38.46,55083,26.39,39.59,56656,27.15,40.73,58230,27.90,41.85,59803,28.66,42.99,61376,29.41,44.12
ATL,8,52291,25.06,37.59,54033,25.89,38.84,55776,26.73,40.10,57518,27.56,41.34,59261,28.40,42.60,61004,29.23,43.85,62746,30.07,45.11,64489,30.90,45.71,66231,31.74,45.71,67974,32.57,45.71
ATL,9,57755,27.67,41.51,59680,28.60,42.90,61606,29.52,44.28,63531,30.44,45.66,65456,31.36,45.71,67382,32.29,45.71,69307,33.21,45.71,71232,34.13,45.71,73157,35.05,45.71,75083,35.98,45.71
ATL,10,63601,30.47,45.71,65721,31.49,45.71,67841,32.51,45.71,69962,33.52,45.71,72082,34.54,45.71,74202,35.55,45.71,76322,36.57,45.71,78443,37.59,45.71,80563,38.60,45.71,82683,39.62,45.71
ATL,11,69878,33.48,45.71,72207,34.60,45.71,74536,35.71,45.71,76864,36.83,45.71,79193,37.95,45.71,81522,39.06,45.71,83851,40.18,45.71,86179,41.29,45.71,88508,42.41,45.71,90837,43.53,45.71
ATL,12,83755,40.13,45.71,86547,41.47,45.71,89340,42.81,45.71,92132,44.15,45.71,94924,45.48,45.71,97716,46.82,46.82,100509,48.16,48.16,103301,49.50,49.50,106093,50.84,50.84,108886,52.17,52.17
ATL,13,99595,47.72,47.72,102915,49.31,49.31,106234,50.90,50.90,109554,52.49,52.49,112874,54.08,54.08,116193,55.67,55.67,119513,57.27,57.27,122832,58.86,58.86,126152,60.45,60.45,129472,62.04,62.04
ATL,14,117692,56.39,56.39,121615,58.27,58.27,125538,60.15,60.15,129460,62.03,62.03,133383,63.91,63.91,137306,65.79,65.79,141229,67.67,67.67,145152,69.55,69.55,149075,71.43,71.43,152998,73.31,73.31
ATL,15,138437,66.33,66.33,143052,68.54,68.54,147666,70.76,70.76,152281,72.97,72.97,156895,75.18,75.18,161510,77.39,77.39,166124,79.60,79.60,170739,81.81,81.81,175354,84.02,84.02,176300,84.48,84.48
AU,1,23964,11.48,17.22,24769,11.87,17.81,25565,12.25,18.38,26358,12.63,18.95,27154,13.01,19.52,27620,13.23,19.85,28409,13.61,20.42,29202,13.99,20.99,29234,14.01,21.02,29978,14.36,21.54
AU,2,26946,12.91,19.37,27588,13.22,19.83,28480,13.65,20.48,29234,14.01,21.02,29565,14.17,21.26,30434,14.58,21.87,31304,15.00,22.50,32173,15.42,23.13,33043,15.83,23.75,33913,16.25,24.38
AU,3,29402,14.09,21.14,30382,14.56,21.84,31362,15.03,22.55,32342,15.50,23.25,33322,15.97,23.96,34302,16.44,24.66,35282,16.91,25.37,36263,17.38,26.07,37243,17.85,26.78,38223,18.31,27.47
AU,4,33005,15.81,23.72,34105,16.34,24.51,35205,16.87,25.31,36305,17.40,26.10,37405,17.92,26.88,38505,18.45,27.68,39606,18.98,28.47,40706,19.50,29.25,41806,20.03,30.05,42906,20.56,30.84
AU,5,36927,17.69,26.54,38157,18.28,27.42,39388,18.87,28.31,40619,19.46,29.19,41850,20.05,30.08,43080,20.64,30.96,44311,21.23,31.85,45542,21.82,32.73,46773,22.41,33.62,48004,23.00,34.50
AU,6,41163,19.72,29.58,42535,20.38,30.57,43907,21.04,31.56,45279,21.70,32.55,46652,22.35,33.53,48024,23.01,34.52,49396,23.67,35.51,50768,24.33,36.50,52140,24.98,37.47,53512,25.64,38.46
AU,7,45742,21.92,32.88,47266,22.65,33.98,48790,23.38,35.07,50314,24.11,36.17,51838,24.84,37.26,53363,25.57,38.36,54887,26.30,39.45,56411,27.03,40.55,57935,27.76,41.64,59459,28.49,42.74
AU,8,50658,24.27,36.41,52346,25.08,37.62,54034,25.89,38.84,55722,26.70,40.05,57410,27.51,41.27,59098,28.32,42.48,60786,29.13,43.70,62475,29.94,44.28,64163,30.74,44.28,65851,31.55,44.28
AU,9,55951,26.81,40.22,57816,27.70,41.55,59682,28.60,42.90,61547,29.49,44.24,63412,30.38,44.28,65277,31.28,44.28,67142,32.17,44.28,69007,33.07,44.28,70873,33.96,44.28,72738,34.85,44.28
AU,10,61614,29.52,44.28,63668,30.51,44.28,65723,31.49,44.28,67777,32.48,44.28,69831,33.46,44.28,71885,34.44,44.28,73939,35.43,44.28,75993,36.41,44.28,78047,37.40,44.28,80101,38.38,44.28
AU,11,67696,32.44,44.28,69952,33.52,44.28,72208,34.60,44.28,74464,35.68,44.28,76720,36.76,44.28,78976,37.84,44.28,81232,38.92,44.28,83488,40.00,44.28,85744,41.08,44.28,88000,42.17,44.28
AU,12,81139,38.88,44.28,83844,40.17,44.28,86549,41.47,44.28,89254,42.77,44.28,91960,44.06,44.28,94665,45.36,45.36,97370,46.66,46.66,100075,47.95,47.95,102780,49.25,49.25,105485,50.54,50.54
AU,13,96485,46.23,46.23,99701,47.77,47.77,102916,49.31,49.31,106132,50.85,50.85,109348,52.39,52.39,112564,53.94,53.94,115780,55.48,55.48,118996,57.02,57.02,122212,58.56,58.56,125428,60.10,60.10
AU,14,114016,54.63,54.63,117816,56.45,56.45,121617,58.27,58.27,125417,60.09,60.09,129218,61.92,61.92,133018,63.74,63.74,136818,65.56,65.56,140619,67.38,67.38,144419,69.20,69.20,148220,71.02,71.02
AU,15,134113,64.26,64.26,138584,66.40,66.40,143054,68.55,68.55,147525,70.69,70.69,151995,72.83,72.83,156466,74.97,74.97,160936,77.11,77.11,165406,79.26,79.26,169877,81.40,81.40,174347,83.54,83.54
BH,1,23563,11.29,16.94,24354,11.67,17.51,25136,12.04,18.06,25917,12.42,18.63,26699,12.79,19.19,27157,13.01,19.52,27933,13.38,20.07,28713,13.76,20.64,28745,13.77,20.66,29476,14.12,21.18
BH,2,26495,12.70,19.05,27126,13.00,19.50,28003,13.42,20.13,28745,13.77,20.66,29069,13.93,20.90,29924,14.34,21.51,30779,14.75,22.13,31634,15.16,22.74,32490,15.57,23.36,33345,15.98,23.97
BH,3,28909,13.85,20.78,29873,14.31,21.47,30837,14.78,22.17,31800,15.24,22.86,32764,15.70,23.55,33728,16.16,24.24,34691,16.62,24.93,35655,17.08,25.62,36619,17.55,26.33,37582,18.01,27.02
BH,4,32452,15.55,23.33,33534,16.07,24.11,34615,16.59,24.89,35697,17.10,25.65,36779,17.62,26.43,37860,18.14,27.21,38942,18.66,27.99,40024,19.18,28.77,41105,19.70,29.55,42187,20.21,30.32
BH,5,36308,17.40,26.10,37518,17.98,26.97,38728,18.56,27.84,39939,19.14,28.71,41149,19.72,29.58,42359,20.30,30.45,43569,20.88,31.32,44779,21.46,32.19,45989,22.04,33.06,47199,22.62,33.93
BH,6,40473,19.39,29.09,41823,20.04,30.06,43172,20.69,31.04,44521,21.33,32.00,45870,21.98,32.97,47219,22.63,33.95,48568,23.27,34.91,49918,23.92,35.88,51267,24.56,36.84,52616,25.21,37.82
BH,7,44975,21.55,32.33,46474,22.27,33.41,47973,22.99,34.49,49471,23.70,35.55,50970,24.42,36.63,52469,25.14,37.71,53967,25.86,38.79,55466,26.58,39.87,56965,27.30,40.95,58463,28.01,42.02
BH,8,49809,23.87,35.81,51469,24.66,36.99,53129,25.46,38.19,54789,26.25,39.38,56448,27.05,40.58,58108,27.84,41.76,59768,28.64,42.96,61428,29.43,43.55,63088,30.23,43.55,64748,31.02,43.55
BH,9,55014,26.36,39.54,56848,27.24,40.86,58682,28.12,42.18,60516,29.00,43.50,62350,29.88,43.55,64184,30.75,43.55,66018,31.63,43.55,67851,32.51,43.55,69685,33.39,43.55,71519,34.27,43.55
BH,10,60582,29.03,43.55,62602,30.00,43.55,64622,30.96,43.55,66641,31.93,43.55,68661,32.90,43.55,70681,33.87,43.55,72700,34.83,43.55,74720,35.80,43.55,76739,36.77,43.55,78759,37.74,43.55
BH,11,66562,31.89,43.55,68780,32.96,43.55,70998,34.02,43.55,73217,35.08,43.55,75435,36.15,43.55,77653,37.21,43.55,79871,38.27,43.55,82089,39.33,43.55,84308,40.40,43.55,86526,41.46,43.55
BH,12,79780,38.23,43.55,82440,39.50,43.55,85100,40.78,43.55,87759,42.05,43.55,90419,43.32,43.55,93079,44.60,44.60,95739,45.87,45.87,98398,47.15,47.15,101058,48.42,48.42,103718,49.70,49.70
BH,13,94868,45.46,45.46,98030,46.97,46.97,101193,48.49,48.49,104355,50.00,50.00,107517,51.52,51.52,110679,53.03,53.03,113841,54.55,54.55,117003,56.06,56.06,120165,57.58,57.58,123327,59.09,59.09
BH,14,112106,53.72,53.72,115843,55.51,55.51,119580,57.30,57.30,123316,59.09,59.09,127053,60.88,60.88,130790,62.67,62.67,134527,64.46,64.46,138263,66.25,66.25,142000,68.04,68.04,145737,69.83,69.83
BH,15,131867,63.18,63.18,136262,65.29,65.29,140658,67.40,67.40,145053,69.50,69.50,149449,71.61,71.61,153845,73.72,73.72,158240,75.82,75.82,162636,77.93,77.93,167031,80.03,80.03,171427,82.14,82.14
BN,1,23726,11.37,17.06,24523,11.75,17.63,25311,12.13,18.20,26096,12.50,18.75,26884,12.88,19.32,27345,13.10,19.65,28126,13.48,20.22,28912,13.85,20.78,28944,13.87,20.81,29680,14.22,21.33
BN,2,26679,12.78,19.17,27314,13.09,19.64,28197,13.51,20.27,28944,13.87,20.81,29271,14.03,21.05,30132,14.44,21.66,30993,14.85,22.28,31854,15.26,22.89,32715,15.68,23.52,33576,16.09,24.14
BN,3,29110,13.95,20.93,30080,14.41,21.62,31051,14.88,22.32,32021,15.34,23.01,32991,15.81,23.72,33962,16.27,24.41,34932,16.74,25.11,35902,17.20,25.80,36873,17.67,26.51,37843,18.13,27.20
BN,4,32677,15.66,23.49,33766,16.18,24.27,34856,16.70,25.05,35945,17.22,25.83,37034,17.75,26.63,38123,18.27,27.41,39212,18.79,28.19,40301,19.31,28.97,41390,19.83,29.75,42480,20.35,30.53
BN,5,36560,17.52,26.28,37778,18.10,27.15,38997,18.69,28.04,40215,19.27,28.91,41434,19.85,29.78,42653,20.44,30.66,43871,21.02,31.53,45090,21.61,32.42,46308,22.19,33.29,47527,22.77,34.16
BN,6,40754,19.53,29.30,42113,20.18,30.27,43471,20.83,31.25,44830,21.48,32.22,46188,22.13,33.20,47547,22.78,34.17,48905,23.43,35.15,50264,24.08,36.12,51622,24.74,37.11,52981,25.39,38.09
BN,7,45287,21.70,32.55,46796,22.42,33.63,48305,23.15,34.73,49814,23.87,35.81,51323,24.59,36.89,52833,25.32,37.98,54342,26.04,39.06,55851,26.76,40.14,57360,27.48,41.22,58869,28.21,42.32
BN,8,50154,24.03,36.05,51826,24.83,37.25,53497,25.63,38.45,55168,26.43,39.65,56840,27.24,40.86,58511,28.04,42.06,60183,28.84,43.26,61854,29.64,43.85,63525,30.44,43.85,65197,31.24,43.85
BN,9,55395,26.54,39.81,57242,27.43,41.15,59089,28.31,42.47,60935,29.20,43.80,62782,30.08,43.85,64629,30.97,43.85,66475,31.85,43.85,68322,32.74,43.85,70169,33.62,43.85,72015,34.51,43.85
BN,10,61002,29.23,43.85,63036,30.20,43.85,65070,31.18,43.85,67103,32.15,43.85,69137,33.13,43.85,71171,34.10,43.85,73204,35.08,43.85,75238,36.05,43.85,77272,37.03,43.85,79305,38.00,43.85
BN,11,67023,32.11,43.85,69257,33.18,43.85,71491,34.26,43.85,73724,35.33,43.85,75958,36.40,43.85,78191,37.47,43.85,80425,38.54,43.85,82659,39.61,43.85,84892,40.68,43.85,87126,41.75,43.85
BN,12,80333,38.49,43.85,83011,39.78,43.85,85690,41.06,43.85,88368,42.34,43.85,91046,43.63,43.85,93724,44.91,44.91,96403,46.19,46.19,99081,47.48,47.48,101759,48.76,48.76,104437,50.04,50.04
BN,13,95526,45.77,45.77,98710,47.30,47.30,101894,48.82,48.82,105078,50.35,50.35,108262,51.87,51.87,111446,53.40,53.40,114630,54.93,54.93,117814,56.45,56.45,120998,57.98,57.98,124182,59.50,59.50
BN,14,112883,54.09,54.09,116646,55.89,55.89,120409,57.69,57.69,124171,59.50,59.50,127934,61.30,61.30,131697,63.10,63.10,135459,64.91,64.91,139222,66.71,66.71,142985,68.51,68.51,146747,70.31,70.31
BN,15,132781,63.62,63.62,137207,65.74,65.74,141633,67.86,67.86,146059,69.99,69.99,150485,72.11,72.11,154911,74.23,74.23,159337,76.35,76.35,163764,78.47,78.47,168190,80.59,80.59,172616,82.71,82.71
BOS,1,26242,12.57,18.86,27122,13.00,19.50,27994,13.41,20.12,28863,13.83,20.75,29735,14.25,21.38,30245,14.49,21.74,31108,14.91,22.37,31977,15.32,22.98,32013,15.34,23.01,32827,15.73,23.60
BOS,2,29507,14.14,21.21,30209,14.47,21.71,31186,14.94,22.41,32013,15.34,23.01,32374,15.51,23.27,33326,15.97,23.96,34279,16.43,24.65,35231,16.88,25.32,36183,17.34,26.01,37135,17.79,26.69
BOS,3,32196,15.43,23.15,33269,15.94,23.91,34342,16.46,24.69,35416,16.97,25.46,36489,17.48,26.22,37562,18.00,27.00,38635,18.51,27.77,39709,19.03,28.55,40782,19.54,29.31,41855,20.06,30.09
BOS,4,36142,17.32,25.98,37346,17.89,26.84,38551,18.47,27.71,39756,19.05,28.58,40960,19.63,29.45,42165,20.20,30.30,43369,20.78,31.17,44574,21.36,32.04,45779,21.94,32.91,46983,22.51,33.77
BOS,5,40436,19.38,29.07,41784,20.02,30.03,43131,20.67,31.01,44479,21.31,31.97,45827,21.96,32.94,47175,22.60,33.90,48522,23.25,34.88,49870,23.90,35.85,51218,24.54,36.81,52565,25.19,37.79
BOS,6,45075,21.60,32.40,46577,22.32,33.48,48080,23.04,34.56,49583,23.76,35.64,51085,24.48,36.72,52588,25.20,37.80,54090,25.92,38.88,55593,26.64,39.96,57095,27.36,41.04,58598,28.08,42.12
BOS,7,50089,24.00,36.00,51758,24.80,37.20,53427,25.60,38.40,55096,26.40,39.60,56765,27.20,40.80,58434,28.00,42.00,60103,28.80,43.20,61772,29.60,44.40,63441,30.40,45.60,65110,31.20,46.80
BOS,8,55472,26.58,39.87,57320,27.47,41.21,59169,28.35,42.53,61017,29.24,43.86,62866,30.12,45.18,64715,31.01,46.52,66563,31.89,47.84,68412,32.78,48.50,70260,33.67,48.50,72109,34.55,48.50
BOS,9,61268,29.36,44.04,63311,30.34,45.51,65353,31.31,46.97,67396,32.29,48.44,69438,33.27,48.50,71481,34.25,48.50,73523,35.23,48.50,75565,36.21,48.50,77608,37.19,48.50,79650,38.16,48.50
BOS,10,67470,32.33,48.50,69719,33.41,48.50,71968,34.48,48.50,74218,35.56,48.50,76467,36.64,48.50,78716,37.72,48.50,80965,38.79,48.50,83215,39.87,48.50,85464,40.95,48.50,87713,42.03,48.50
BOS,11,74129,35.52,48.50,76600,36.70,48.50,79070,37.89,48.50,81540,39.07,48.50,84011,40.25,48.50,86481,41.44,48.50,88952,42.62,48.50,91422,43.81,48.50,93892,44.99,48.50,96363,46.17,48.50
BOS,12,88850,42.57,48.50,91812,43.99,48.50,94774,45.41,48.50,97737,46.83,48.50,100699,48.25,48.50,103661,49.67,49.67,106623,51.09,51.09,109585,52.51,52.51,112547,53.93,53.93,115510,55.35,55.35
