LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
AK,14,131199,62.86,62.86,135572,64.96,64.96,139945,67.06,67.06,144318,69.15,69.15,148691,71.25,71.25,153064,73.34,73.34,157437,75.44,75.44,161810,77.53,77.53,166183,79.63,79.63,170556,81.72,81.72
AK,15,154325,73.95,73.95,159468,76.41,76.41,164612,78.87,78.87,169756,81.34,81.34,174900,83.80,83.80,180044,86.27,86.27,183500,87.93,87.93,183500,87.93,87.93,183500,87.93,87.93,183500,87.93,87.93
AL,1,25083,12.02,18.03,25925,12.42,18.63,26758,12.82,19.23,27589,13.22,19.83,28422,13.62,20.43,28909,13.85,20.78,29735,14.25,21.38,30566,14.65,21.98,30600,14.66,21.99,31383,15.04,22.56
AL,2,28205,13.51,20.27,28876,13.84,20.76,29810,14.28,21.42,30600,14.66,21.99,30945,14.83,22.25,31855,15.26,22.89,32765,15.70,23.55,33675,16.14,24.21,34586,16.57,24.86,35496,17.01,25.52
AL,3,30775,14.75,22.13,31801,15.24,22.86,32827,15.73,23.60,33853,16.22,24.33,34879,16.71,25.07,35905,17.20,25.80,36932,17.70,26.55,37958,18.19,27.29,38984,18.68,28.02,40010,19.17,28.76
AL,4,34546,16.55,24.83,35698,17.10,25.65,36849,17.66,26.49,38001,18.21,27.32,39152,18.76,28.14,40304,19.31,28.97,41455,19.86,29.79,42607,20.42,30.63,43758,20.97,31.46,44910,21.52,32.28
AL,5,38650,18.52,27.78,39939,19.14,28.71,41228,19.75,29.63,42517,20.37,30.56,43806,20.99,31.49,45095,21.61,32.42,46384,22.23,33.35,47672,22.84,34.26,48961,23.46,35.19,50250,24.08,36.12
AL,6,43086,20.64,30.96,44521,21.33,32.00,45957,22.02,33.03,47393,22.71,34.07,48829,23.40,35.10,50265,24.08,36.12,51700,24.77,37.16,53136,25.46,38.19,54572,26.15,39.23,56008,26.84,40.26
AL,7,47878,22.94,34.41,49474,23.71,35.57,51070,24.47,36.71,52666,25.24,37.86,54261,26.00,39.00,55857,26.76,40.14,57453,27.53,41.30,59049,28.29,42.44,60645,29.06,43.59,62241,29.82,44.73
AL,8,53023,25.41,38.12,54791,26.25,39.38,56558,27.10,40.65,58326,27.95,41.93,60094,28.79,43.19,61862,29.64,44.46,63630,30.49,45.74,65398,31.34,46.35,67166,32.18,46.35,68933,33.03,46.35
AL,9,58564,28.06,42.09,60516,29.00,43.50,62468,29.93,44.90,64419,30.87,46.31,66371,31.80,46.35,68323,32.74,46.35,70275,33.67,46.35,72227,34.61,46.35,74178,35.54,46.35,76130,36.48,46.35
AL,10,64491,30.90,46.35,66641,31.93,46.35,68791,32.96,46.35,70941,33.99,46.35,73091,35.02,46.35,75242,36.05,46.35,77392,37.08,46.35,79542,38.11,46.35,81692,39.14,46.35,83842,40.17,46.35
AL,11,70857,33.95,46.35,73218,35.08,46.35,75580,36.21,46.35,77941,37.35,46.35,80303,38.48,46.35,82664,39.61,46.35,85026,40.74,46.35,87387,41.87,46.35,89749,43.00,46.35,92110,44.14,46.35
AL,12,84928,40.69,46.35,87759,42.05,46.35,90590,43.41,46.35,93421,44.76,46.35,96252,46.12,46.35,99083,47.48,47.48,101914,48.83,48.83,104745,50.19,50.19,107575,51.55,51.55,110406,52.90,52.90
AL,13,100990,48.39,48.39,104356,50.00,50.00,107722,51.62,51.62,111089,53.23,53.23,114455,54.84,54.84,117821,56.45,56.45,121187,58.07,58.07,124553,59.68,59.68,127919,61.29,61.29,131285,62.91,62.91
AL,14,119340,57.18,57.18,123318,59.09,59.09,127295,60.99,60.99,131273,62.90,62.90,135251,64.81,64.81,139229,66.71,66.71,143206,68.62,68.62,147184,70.52,70.52,151162,72.43,72.43,155139,74.34,74.34
AL,15,140375,67.26,67.26,145054,69.50,69.50,149733,71.75,71.75,154412,73.99,73.99,159091,76.23,76.23,163770,78.47,78.47,168448,80.71,80.71,173127,82.95,82.95,177806,85.20,85.20,182485,87.44,87.44
AQ,1,24701,11.84,17.76,25530,12.23,18.35,26350,12.63,18.95,27169,13.02,19.53,27989,13.41,20.12,28469,13.64,20.46,29282,14.03,21.05,30100,14.42,21.63,30133,14.44,21.66,30905,14.81,22.22
AQ,2,27775,13.31,19.97,28436,13.63,20.45,29356,14.07,21.11,30133,14.44,21.66,30473,14.60,21.90,31370,15.03,22.55,32266,15.46,23.19,33162,15.89,23.84,34059,16.32,24.48,34955,16.75,25.13
AQ,3,30306,14.52,21.78,31317,15.01,22.52,32327,15.49,23.24,33338,15.97,23.96,34348,16.46,24.69,35358,16.94,25.41,36369,17.43,26.15,37379,17.91,26.87,38390,18.39,27.59,39400,18.88,28.32
AQ,4,34020,16.30,24.45,35154,16.84,25.26,36288,17.39,26.09,37422,17.93,26.90,38556,18.47,27.71,39690,19.02,28.53,40823,19.56,29.34,41957,20.10,30.15,43091,20.65,30.98,44225,21.19,31.79
AQ,5,38062,18.24,27.36,39331,18.85,28.28,40600,19.45,29.18,41869,20.06,30.09,43138,20.67,31.01,44408,21.28,31.92,45677,21.89,32.84,46946,22.49,33.74,48215,23.10,34.65,49485,23.71,35.57
AQ,6,42429,20.33,30.50,43843,21.01,31.52,45257,21.69,32.54,46671,22.36,33.54,48085,23.04,34.56,49499,23.72,35.58,50913,24.40,36.60,52327,25.07,37.61,53740,25.75,38.63,55154,26.43,39.65
AQ,7,47148,22.59,33.89,48720,23.34,35.01,50292,24.10,36.15,51863,24.85,37.28,53435,25.60,38.40,55006,26.36,39.54,56578,27.11,40.67,58149,27.86,41.79,59721,28.62,42.93,61292,29.37,44.06
AQ,8,52215,25.02,37.53,53956,25.85,38.78,55697,26.69,40.04,57438,27.52,41.28,59178,28.36,42.54,60919,29.19,43.79,62660,30.02,45.03,64401,30.86,45.65,66142,31.69,45.65,67883,32.53,45.65
AQ,9,57672,27.63,41.45,59594,28.55,42.83,61516,29.48,44.22,63438,30.40,45.60,65360,31.32,45.65,67282,32.24,45.65,69204,33.16,45.65,71126,34.08,45.65,73048,35.00,45.65,74970,35.92,45.65
AQ,10,63508,30.43,45.65,65626,31.45,45.65,67743,32.46,45.65,69860,33.47,45.65,71978,34.49,45.65,74095,35.50,45.65,76212,36.52,45.65,78330,37.53,45.65,80447,38.55,45.65,82564,39.56,45.65
AQ,11,69777,33.43,45.65,72102,34.55,45.65,74428,35.66,45.65,76754,36.78,45.65,79079,37.89,45.65,81405,39.01,45.65,83730,40.12,45.65,86056,41.23,45.65,88381,42.35,45.65,90707,43.46,45.65
AQ,12,83634,40.07,45.65,86422,41.41,45.65,89209,42.75,45.65,91997,44.08,45.65,94785,45.42,45.65,97573,46.75,46.75,100361,48.09,48.09,103149,49.42,49.42,105936,50.76,50.76,108724,52.10,52.10
AQ,13,99451,47.65,47.65,102766,49.24,49.24,106081,50.83,50.83,109396,52.42,52.42,112711,54.01,54.01,116026,55.59,55.59,119340,57.18,57.18,122655,58.77,58.77,125970,60.36,60.36,129285,61.95,61.95
AQ,14,117522,56.31,56.31,121439,58.19,58.19,125356,60.07,60.07,129273,61.94,61.94,133190,63.82,63.82,137107,65.70,65.70,141024,67.57,67.57,144941,69.45,69.45,148858,71.33,71.33,152775,73.20,73.20
AQ,15,138236,66.24,66.24,142844,68.44,68.44,147452,70.65,70.65,152059,72.86,72.86,156667,75.07,75.07,161274,77.28,77.28,165882,79.48,79.48,170489,81.69,81.69,175097,83.90,83.90,179705,86.11,86.11
ATL,1,25833,12.38,18.57,26700,12.79,19.19,27558,13.20,19.80,28414,13.61,20.42,29271,14.03,21.05,29773,14.27,21.41,30623,14.67,22.01,31480,15.08,22.62,31514,15.10,22.65,32321,15.49,23.24
ATL,2,29047,13.92,20.88,29739,14.25,21.38,30701,14.71,22.07,31514,15.10,22.65,31870,15.27,22.91,32807,15.72,23.58,33744,16.17,24.26,34682,16.62,24.93,35619,17.07,25.61,36557,17.52,26.28
ATL,3,31695,15.19,22.79,32752,15.69,23.54,33808,16.20,24.30,34865,16.71,25.07,35922,17.21,25.82,36979,17.72,26.58,38035,18.22,27.33,39092,18.73,28.10,40149,19.24,28.86,41206,19.74,29.61
ATL,4,35579,17.05,25.58,36765,17.62,26.43,37950,18.18,27.27,39136,18.75,28.13,40322,19.32,28.98,41508,19.89,29.84,42694,20.46,30.69,43880,21.03,31.55,45066,21.59,32.39,46252,22.16,33.24
ATL,5,39806,19.07,28.61,41133,19.71,29.57,42460,20.34,30.51,43788,20.98,31.47,45115,21.62,32.43,46443,22.25,33.38,47770,22.89,34.34,49097,23.53,35.30,50425,24.16,36.24,51752,24.80,37.20
ATL,6,44373,21.26,31.89,45852,21.97,32.96,47331,22.68,34.02,48809,23.39,35.09,50288,24.10,36.15,51767,24.80,37.20,53246,25.51,38.27,54724,26.22,39.33,56203,26.93,40.40,57682,27.64,41.46
ATL,7,49309,23.63,35.45,50952,24.41,36.62,52596,25.20,37.80,54240,25.99,38.99,55883,26.78,40.17,57527,27.56,41.34,59170,28.35,42.53,60814,29.14,43.71,62457,29.93,44.90,64101,30.71,46.07
ATL,8,54607,26.17,39.26,56428,27.04,40.56,58249,27.91,41.87,60069,28.78,43.17,61890,29.66,44.49,63711,30.53,45.80,65532,31.40,47.10,67352,32.27,47.73,69173,33.14,47.73,70994,34.02,47.73
ATL,9,60314,28.90,43.35,62324,29.86,44.79,64335,30.83,46.25,66345,31.79,47.69,68355,32.75,47.73,70365,33.72,47.73,72375,34.68,47.73,74385,35.64,47.73,76395,36.61,47.73,78406,37.57,47.73
ATL,10,66418,31.82,47.73,68633,32.89,47.73,70847,33.95,47.73,73062,35.01,47.73,75276,36.07,47.73,77490,37.13,47.73,79705,38.19,47.73,81919,39.25,47.73,84133,40.31,47.73,86348,41.37,47.73
ATL,11,72974,34.97,47.73,75406,36.13,47.73,77838,37.30,47.73,80271,38.46,47.73,82703,39.63,47.73,85135,40.79,47.73,87567,41.96,47.73,89999,43.12,47.73,92431,44.29,47.73,94863,45.45,47.73
ATL,12,87466,41.91,47.73,90382,43.31,47.73,93297,44.70,47.73,96213,46.10,47.73,99128,47.50,47.73,102044,48.90,48.90,104959,50.29,50.29,107875,51.69,51.69,110791,53.09,53.09,113706,54.48,54.48
ATL,13,104008,49.84,49.84,107475,51.50,51.50,110942,53.16,53.16,114409,54.82,54.82,117875,56.48,56.48,121342,58.14,58.14,124809,59.80,59.80,128275,61.46,61.46,131742,63.13,63.13,135209,64.79,64.79
ATL,14,122907,58.89,58.89,127003,60.85,60.85,131100,62.82,62.82,135197,64.78,64.78,139293,66.74,66.74,143390,68.71,68.71,147486,70.67,70.67,151583,72.63,72.63,155679,74.59,74.59,159776,76.56,76.56
ATL,15,144571,69.27,69.27,149389,71.58,71.58,154208,73.89,73.89,159027,76.20,76.20,163845,78.51,78.51,168664,80.82,80.82,173483,83.13,83.13,178301,85.43,85.43,183120,87.74,87.74,183500,87.93,87.93
AU,1,25073,12.01,18.02,25915,12.42,18.63,26747,12.82,19.23,27578,13.21,19.82,28410,13.61,20.42,28897,13.85,20.78,29722,14.24,21.36,30553,14.64,21.96,30587,14.66,21.99,31370,15.03,22.55
AU,2,28193,13.51,20.27,28864,13.83,20.75,29797,14.28,21.42,30587,14.66,21.99,30932,14.82,22.23,31842,15.26,22.89,32751,15.69,23.54,33661,16.13,24.20,34571,16.56,24.84,35481,17.00,25.50
AU,3,30762,14.74,22.11,31788,15.23,22.85,32814,15.72,23.58,33839,16.21,24.32,34865,16.71,25.07,35890,17.20,25.80,36916,17.69,26.54,37942,18.18,27.27,38967,18.67,28.01,39993,19.16,28.74
AU,4,34532,16.55,24.83,35683,17.10,25.65,36834,17.65,26.48,37985,18.20,27.30,39136,18.75,28.13,40287,19.30,28.95,41438,19.86,29.79,42589,20.41,30.62,43740,20.96,31.44,44891,21.51,32.27
AU,5,38634,18.51,27.77,39923,19.13,28.70,41211,19.75,29.63,42499,20.36,30.54,43788,20.98,31.47,45076,21.60,32.40,46364,22.22,33.33,47653,22.83,34.25,48941,23.45,35.18,50229,24.07,36.11
AU,6,43068,20.64,30.96,44503,21.32,31.98,45938,22.01,33.02,47373,22.70,34.05,48808,23.39,35.09,50244,24.07,36.11,51679,24.76,37.14,53114,25.45,38.18,54549,26.14,39.21,55984,26.83,40.25
AU,7,47858,22.93,34.40,49453,23.70,35.55,51048,24.46,36.69,52643,25.22,37.83,54239,25.99,38.99,55834,26.75,40.13,57429,27.52,41.28,59024,28.28,42.42,60619,29.05,43.58,62215,29.81,44.72
AU,8,53000,25.40,38.10,54768,26.24,39.36,56535,27.09,40.64,58302,27.94,41.91,60069,28.78,43.17,61836,29.63,44.45,63603,30.48,45.72,65370,31.32,46.34,67137,32.17,46.34,68905,33.02,46.34
AU,9,58539,28.05,42.08,60490,28.98,43.47,62441,29.92,44.88,64392,30.85,46.28,66343,31.79,46.34,68294,32.72,46.34,70245,33.66,46.34,72196,34.59,46.34,74147,35.53,46.34,76098,36.46,46.34
AU,10,64464,30.89,46.34,66613,31.92,46.34,68762,32.95,46.34,70912,33.98,46.34,73061,35.01,46.34,75210,36.04,46.34,77359,37.07,46.34,79508,38.10,46.34,81658,39.13,46.34,83807,40.16,46.34
AU,11,70827,33.94,46.34,73187,35.07,46.34,75548,36.20,46.34,77909,37.33,46.34,80269,38.46,46.34,82630,39.59,46.34,84990,40.72,46.34,87351,41.85,46.34,89711,42.99,46.34,92072,44.12,46.34
AU,12,84892,40.68,46.34,87722,42.03,46.34,90552,43.39,46.34,93382,44.74,46.34,96211,46.10,46.34,99041,47.46,47.46,101871,48.81,48.81,104701,50.17,50.17,107530,51.52,51.52,110360,52.88,52.88
AU,13,100948,48.37,48.37,104313,49.98,49.98,107677,51.59,51.59,111042,53.21,53.21,114407,54.82,54.82,117771,56.43,56.43,121136,58.04,58.04,124501,59.66,59.66,127865,61.27,61.27,131230,62.88,62.88
AU,14,119290,57.16,57.16,123266,59.06,59.06,127242,60.97,60.97,131218,62.87,62.87,135194,64.78,64.78,139170,66.68,66.68,143146,68.59,68.59,147122,70.49,70.49,151098,72.40,72.40,155074,74.30,74.30
AU,15,140316,67.23,67.23,144993,69.47,69.47,149670,71.72,71.72,154347,73.96,73.96,159024,76.20,76.20,163701,78.44,78.44,168378,80.68,80.68,173055,82.92,82.92,177732,85.16,85.16,182409,87.40,87.40
BH,1,24655,11.81,17.72,25483,12.21,18.32,26301,12.60,18.90,27118,12.99,19.49,27937,13.39,20.09,28416,13.62,20.43,29227,14.00,21.00,30044,14.40,21.60,30077,14.41,21.62,30847,14.78,22.17
BH,2,27723,13.28,19.92,28383,13.60,20.40,29301,14.04,21.06,30077,14.41,21.62,30416,14.57,21.86,31311,15.00,22.50,32206,15.43,23.15,33100,15.86,23.79,33995,16.29,24.44,34890,16.72,25.08
BH,3,30250,14.49,21.74,31258,14.98,22.47,32267,15.46,23.19,33275,15.94,23.91,34284,16.43,24.65,35292,16.91,25.37,36301,17.39,26.09,37309,17.88,26.82,38318,18.36,27.54,39326,18.84,28.26
BH,4,33956,16.27,24.41,35088,16.81,25.22,36220,17.36,26.04,37352,17.90,26.85,38483,18.44,27.66,39615,18.98,28.47,40747,19.52,29.28,41879,20.07,30.11,43011,20.61,30.92,44143,21.15,31.73
BH,5,37990,18.20,27.30,39257,18.81,28.22,40524,19.42,29.13,41791,20.02,30.03,43058,20.63,30.95,44325,21.24,31.86,45591,21.85,32.78,46858,22.45,33.68,48125,23.06,34.59,49392,23.67,35.51
BH,6,42350,20.29,30.44,43761,20.97,31.46,45172,21.64,32.46,46584,22.32,33.48,47995,23.00,34.50,49406,23.67,35.51,50817,24.35,36.53,52229,25.03,37.55,53640,25.70,38.55,55051,26.38,39.57
BH,7,47060,22.55,33.83,48629,23.30,34.95,50197,24.05,36.08,51766,24.80,37.20,53335,25.56,38.34,54903,26.31,39.47,56472,27.06,40.59,58040,27.81,41.72,59609,28.56,42.84,61178,29.31,43.97
BH,8,52117,24.97,37.46,53855,25.80,38.70,55592,26.64,39.96,57330,27.47,41.21,59068,28.30,42.45,60805,29.14,43.71,62543,29.97,44.96,64281,30.80,45.56,66018,31.63,45.56,67756,32.47,45.56
BH,9,57564,27.58,41.37,59482,28.50,42.75,61401,29.42,44.13,63319,30.34,45.51,65238,31.26,45.56,67156,32.18,45.56,69075,33.10,45.56,70993,34.02,45.56,72912,34.94,45.56,74830,35.86,45.56
BH,10,63390,30.37,45.56,65503,31.39,45.56,67616,32.40,45.56,69730,33.41,45.56,71843,34.42,45.56,73957,35.44,45.56,76070,36.45,45.56,78183,37.46,45.56,80297,38.47,45.56,82410,39.49,45.56
BH,11,69646,33.37,45.56,71968,34.48,45.56,74289,35.60,45.56,76610,36.71,45.56,78931,37.82,45.56,81252,38.93,45.56,83574,40.05,45.56,85895,41.16,45.56,88216,42.27,45.56,90537,43.38,45.56
BH,12,83477,40.00,45.56,86260,41.33,45.56,89043,42.67,45.56,91825,44.00,45.56,94608,45.33,45.56,97390,46.67,46.67,100173,48.00,48.00,102956,49.33,49.33,105738,50.67,50.67,108521,52.00,52.00
BH,13,99265,47.56,47.56,102574,49.15,49.15,105883,50.73,50.73,109191,52.32,52.32,112500,53.91,53.91,115809,55.49,55.49,119117,57.08,57.08,122426,58.66,58.66,125734,60.25,60.25,129043,61.83,61.83
BH,14,117302,56.21,56.21,121212,58.08,58.08,125121,59.95,59.95,129031,61.83,61.83,132941,63.70,63.70,136851,65.57,65.57,140761,67.45,67.45,144670,69.32,69.32,148580,71.19,71.19,152490,73.07,73.07
BH,15,137978,66.11,66.11,142577,68.32,68.32,147176,70.52,70.52,151775,72.72,72.72,156374,74.93,74.93,160973,77.13,77.13,165572,79.33,79.33,170171,81.54,81.54,174769,83.74,83.74,179368,85.95,85.95
BN,1,24844,11.90,17.85,25678,12.30,18.45,26503,12.70,19.05,27326,13.09,19.64,28151,13.49,20.24,28633,13.72,20.58,29451,14.11,21.17,30274,14.51,21.77,30307,14.52,21.78,31084,14.89,22.34
BN,2,27935,13.39,20.09,28600,13.70,20.55,29525,14.15,21.23,30307,14.52,21.78,30649,14.69,22.04,31551,15.12,22.68,32452,15.55,23.33,33354,15.98,23.97,34255,16.41,24.62,35157,16.85,25.28
BN,3,30481,14.61,21.92,31498,15.09,22.64,32514,15.58,23.37,33530,16.07,24.11,34547,16.55,24.83,35563,17.04,25.56,36579,17.53,26.30,37595,18.01,27.02,38612,18.50,27.75,39628,18.99,28.49
BN,4,34216,16.39,24.59,35357,16.94,25.41,36497,17.49,26.24,37638,18.03,27.05,38778,18.58,27.87,39919,19.13,28.70,41059,19.67,29.51,42200,20.22,30.33,43341,20.77,31.16,44481,21.31,31.97
BN,5,38282,18.34,27.51,39558,18.95,28.43,40835,19.57,29.36,42111,20.18,30.27,43388,20.79,31.19,44664,21.40,32.10,45941,22.01,33.02,47218,22.62,33.93,48494,23.24,34.86,49771,23.85,35.78
BN,6,42674,20.45,30.68,44097,21.13,31.70,45519,21.81,32.72,46941,22.49,33.74,48363,23.17,34.76,49785,23.85,35.78,51207,24.54,36.81,52629,25.22,37.83,54051,25.90,38.85,55473,26.58,39.87
BN,7,47421,22.72,34.08,49002,23.48,35.22,50582,24.24,36.36,52163,24.99,37.49,53744,25.75,38.63,55324,26.51,39.77,56905,27.27,40.91,58485,28.02,42.03,60066,28.78,43.17,61647,29.54,44.31
BN,8,52517,25.16,37.74,54268,26.00,39.00,56019,26.84,40.26,57770,27.68,41.52,59521,28.52,42.78,61272,29.36,44.04,63023,30.20,45.30,64774,31.04,45.92,66525,31.88,45.92,68276,32.71,45.92
BN,9,58005,27.79,41.69,59938,28.72,43.08,61871,29.65,44.48,63805,30.57,45.86,65738,31.50,45.92,67671,32.43,45.92,69604,33.35,45.92,71537,34.28,45.92,73471,35.20,45.92,75404,36.13,45.92
BN,10,63876,30.61,45.92,66005,31.63,45.92,68135,32.65,45.92,70264,33.67,45.92,72394,34.69,45.92,74523,35.71,45.92,76653,36.73,45.92,78783,37.75,45.92,80912,38.77,45.92,83042,39.79,45.92
BN,11,70180,33.63,45.92,72519,34.75,45.92,74858,35.87,45.92,77197,36.99,45.92,79536,38.11,45.92,81875,39.23,45.92,84214,40.35,45.92,86553,41.47,45.92,88892,42.59,45.92,91231,43.71,45.92
BN,12,84117,40.31,45.92,86921,41.65,45.92,89725,42.99,45.92,92529,44.34,45.92,95333,45.68,45.92,98137,47.02,47.02,100941,48.37,48.37,103745,49.71,49.71,106549,51.05,51.05,109353,52.40,52.40
BN,13,100026,47.93,47.93,103360,49.53,49.53,106694,51.12,51.12,110028,52.72,52.72,113362,54.32,54.32,116696,55.92,55.92,120030,57.51,57.51,123364,59.11,59.11,126698,60.71,60.71,130032,62.31,62.31
BN,14,118201,56.64,56.64,122141,58.52,58.52,126081,60.41,60.41,130020,62.30,62.30,133960,64.19,64.19,137900,66.08,66.08,141839,67.96,67.96,145779,69.85,69.85,149719,71.74,71.74,153659,73.63,73.63
BN,15,139036,66.62,66.62,143670,68.84,68.84,148304,71.06,71.06,152938,73.28,73.28,157572,75.50,75.50,162207,77.72,77.72,166841,79.94,79.94,171475,82.16,82.16,176109,84.38,84.38,180743,86.60,86.60
BOS,1,27519,13.19,19.79,28443,13.63,20.45,29357,14.07,21.11,30269,14.50,21.75,31182,14.94,22.41,31717,15.20,22.80,32622,15.63,23.45,33534,16.07,24.11,33571,16.09,24.14,34431,16.50,24.75
BOS,2,30944,14.83,22.25,31680,15.18,22.77,32705,15.67,23.51,33571,16.09,24.14,33950,16.27,24.41,34948,16.75,25.13,35947,17.22,25.83,36946,17.70,26.55,37944,18.18,27.27,38943,18.66,27.99
BOS,3,33764,16.18,24.27,34889,16.72,25.08,36015,17.26,25.89,37141,17.80,26.70,38267,18.34,27.51,39392,18.87,28.31,40518,19.41,29.12,41644,19.95,29.93,42769,20.49,30.74,43895,21.03,31.55
BOS,4,37901,18.16,27.24,39164,18.77,28.16,40428,19.37,29.06,41691,19.98,29.97,42954,20.58,30.87,44218,21.19,31.79,45481,21.79,32.69,46744,22.40,33.60,48008,23.00,34.50,49271,23.61,35.42
BOS,5,42404,20.32,30.48,43818,21.00,31.50,45232,21.67,32.51,46646,22.35,33.53,48060,23.03,34.55,49474,23.71,35.57,50888,24.38,36.57,52302,25.06,37.59,53716,25.74,38.61,55130,26.42,39.63
BOS,6,47270,22.65,33.98,48845,23.40,35.10,50420,24.16,36.24,51995,24.91,37.37,53571,25.67,38.51,55146,26.42,39.63,56721,27.18,40.77,58296,27.93,41.90,59872,28.69,43.04,61447,29.44,44.16
BOS,7,52527,25.17,37.76,54278,26.01,39.02,56029,26.85,40.28,57780,27.69,41.54,59531,28.52,42.78,61282,29.36,44.04,63032,30.20,45.30,64783,31.04,46.56,66534,31.88,47.82,68285,32.72,49.08
BOS,8,58172,27.87,41.81,60111,28.80,43.20,62051,29.73,44.60,63990,30.66,45.99,65930,31.59,47.39,67869,32.52,48.78,69809,33.45,50.18,71749,34.38,50.85,73688,35.31,50.85,75628,36.24,50.85
BOS,9,64251,30.79,46.19,66393,31.81,47.72,68534,32.84,49.26,70675,33.86,50.79,72817,34.89,50.85,74958,35.92,50.85,77099,36.94,50.85,79241,37.97,50.85,81382,38.99,50.85,83523,40.02,50.85
BOS,10,70754,33.90,50.85,73113,35.03,50.85,75472,36.16,50.85,77831,37.29,50.85,80189,38.42,50.85,82548,39.55,50.85,84907,40.68,50.85,87266,41.81,50.85,89625,42.94,50.85,91984,44.07,50.85
BOS,11,77738,37.25,50.85,80328,38.49,50.85,82919,39.73,50.85,85510,40.97,50.85,88101,42.21,50.85,90692,43.46,50.85,93283,44.70,50.85,95874,45.94,50.85,98464,47.18,50.85,101055,48.42,50.85
BOS,12,93175,44.65,50.85,96281,46.13,50.85,99387,47.62,50.85,102493,49.11,50.85,105599,50.60,50.85,108705,52.09,52.09,111811,53.57,53.57,114916,55.06,55.06,118022,56.55,56.55,121128,58.04,58.04
