LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
AL,7,40963,19.63,29.45,42329,20.28,30.42,43695,20.94,31.41,45061,21.59,32.39,46427,22.25,33.38,47793,22.90,34.35,49159,23.55,35.33,50525,24.21,36.32,51890,24.86,37.29,53256,25.52,38.28
AL,8,45366,21.74,32.61,46878,22.46,33.69,48389,23.19,34.79,49901,23.91,35.87,51413,24.63,36.95,52925,25.36,38.04,54437,26.08,39.12,55949,26.81,39.66,57460,27.53,39.66,58972,28.26,39.66
AL,9,50106,24.01,36.02,51777,24.81,37.22,53447,25.61,38.42,55118,26.41,39.62,56789,27.21,39.66,58459,28.01,39.66,60130,28.81,39.66,61800,29.61,39.66,63471,30.41,39.66,65141,31.21,39.66
AL,10,55179,26.44,39.66,57019,27.32,39.66,58859,28.20,39.66,60698,29.08,39.66,62538,29.97,39.66,64378,30.85,39.66,66218,31.73,39.66,68057,32.61,39.66,69897,33.49,39.66,71737,34.37,39.66
AL,11,60623,29.05,39.66,62644,30.02,39.66,64664,30.98,39.66,66684,31.95,39.66,68705,32.92,39.66,70725,33.89,39.66,72746,34.86,39.66,74766,35.82,39.66,76787,36.79,39.66,78807,37.76,39.66
AL,12,72663,34.82,39.66,75086,35.98,39.66,77508,37.14,39.66,79931,38.30,39.66,82353,39.46,39.66,84776,40.62,40.62,87198,41.78,41.78,89620,42.94,42.94,92043,44.10,44.10,94465,45.26,45.26
AL,13,86406,41.40,41.40,89286,42.78,42.78,92166,44.16,44.16,95046,45.54,45.54,97926,46.92,46.92,100806,48.30,48.30,103686,49.68,49.68,106566,51.06,51.06,109446,52.44,52.44,112326,53.82,53.82
AL,14,102106,48.92,48.92,105509,50.56,50.56,108913,52.19,52.19,112317,53.82,53.82,115720,55.45,55.45,119124,57.08,57.08,122528,58.71,58.71,125931,60.34,60.34,129335,61.97,61.97,132739,63.60,63.60
AL,15,120104,57.55,57.55,124108,59.47,59.47,128112,61.39,61.39,132115,63.30,63.30,136119,65.22,65.22,140123,67.14,67.14,144127,69.06,69.06,148130,70.98,70.98,152134,72.90,72.90,156138,74.81,74.81
AQ,1,21372,10.24,15.36,22087,10.58,15.87,22797,10.92,16.38,23505,11.26,16.89,24215,11.60,17.40,24631,11.80,17.70,25333,12.14,18.21,26043,12.48,18.72,26070,12.49,18.74,26730,12.81,19.22
AQ,2,24028,11.51,17.27,24601,11.79,17.69,25397,12.17,18.26,26070,12.49,18.74,26363,12.63,18.95,27138,13.00,19.50,27914,13.38,20.07,28689,13.75,20.63,29464,14.12,21.18,30239,14.49,21.74
AQ,3,26218,12.56,18.84,27092,12.98,19.47,27967,13.40,20.10,28841,13.82,20.73,29716,14.24,21.36,30590,14.66,21.99,31464,15.08,22.62,32339,15.50,23.25,33213,15.91,23.87,34088,16.33,24.50
AQ,4,29433,14.10,21.15,30414,14.57,21.86,31394,15.04,22.56,32375,15.51,23.27,33355,15.98,23.97,34336,16.45,24.68,35316,16.92,25.38,36297,17.39,26.09,37277,17.86,26.79,38258,18.33,27.50
AQ,5,32930,15.78,23.67,34028,16.30,24.45,35126,16.83,25.25,36224,17.36,26.04,37322,17.88,26.82,38421,18.41,27.62,39519,18.94,28.41,40617,19.46,29.19,41715,19.99,29.99,42814,20.51,30.77
AQ,6,36706,17.59,26.39,37930,18.17,27.26,39154,18.76,28.14,40378,19.35,29.03,41602,19.93,29.90,42826,20.52,30.78,44050,21.11,31.67,45274,21.69,32.54,46498,22.28,33.42,47722,22.87,34.31
AQ,7,40790,19.54,29.31,42150,20.20,30.30,43510,20.85,31.28,44870,21.50,32.25,46231,22.15,33.23,47591,22.80,34.20,48951,23.46,35.19,50311,24.11,36.17,51671,24.76,37.14,53031,25.41,38.12
AQ,8,45174,21.65,32.48,46679,22.37,33.56,48185,23.09,34.64,49690,23.81,35.72,51196,24.53,36.80,52701,25.25,37.88,54207,25.97,38.96,55712,26.69,39.50,57217,27.42,39.50,58723,28.14,39.50
AQ,9,49894,23.91,35.87,51558,24.70,37.05,53221,25.50,38.25,54885,26.30,39.45,56548,27.10,39.50,58212,27.89,39.50,59875,28.69,39.50,61539,29.49,39.50,63202,30.28,39.50,64866,31.08,39.50
AQ,10,54946,26.33,39.50,56778,27.21,39.50,58610,28.08,39.50,60442,28.96,39.50,62274,29.84,39.50,64106,30.72,39.50,65937,31.59,39.50,67769,32.47,39.50,69601,33.35,39.50,71433,34.23,39.50
AQ,11,60367,28.93,39.50,62379,29.89,39.50,64390,30.85,39.50,66402,31.82,39.50,68414,32.78,39.50,70426,33.75,39.50,72438,34.71,39.50,74450,35.67,39.50,76462,36.64,39.50,78474,37.60,39.50
AQ,12,72356,34.67,39.50,74768,35.83,39.50,77180,36.98,39.50,79593,38.14,39.50,82005,39.29,39.50,84417,40.45,40.45,86829,41.60,41.60,89241,42.76,42.76,91654,43.92,43.92,94066,45.07,45.07
AQ,13,86040,41.23,41.23,88908,42.60,42.60,91776,43.98,43.98,94644,45.35,45.35,97512,46.72,46.72,100379,48.10,48.10,103247,49.47,49.47,106115,50.85,50.85,108983,52.22,52.22,111851,53.59,53.59
AQ,14,101674,48.72,48.72,105063,50.34,50.34,108452,51.97,51.97,111842,53.59,53.59,115231,55.21,55.21,118620,56.84,56.84,122009,58.46,58.46,125399,60.09,60.09,128788,61.71,61.71,132177,63.33,63.33
AQ,15,119596,57.31,57.31,123583,59.22,59.22,127570,61.13,61.13,131557,63.04,63.04,135543,64.95,64.95,139530,66.86,66.86,143517,68.77,68.77,147504,70.68,70.68,151491,72.59,72.59,155478,74.50,74.50
ATL,1,22361,10.71,16.07,23109,11.07,16.61,23853,11.43,17.15,24593,11.78,17.67,25336,12.14,18.21,25771,12.35,18.53,26506,12.70,19.05,27248,13.06,19.59,27277,13.07,19.61,27967,13.40,20.10
ATL,2,25141,12.05,18.08,25739,12.33,18.50,26572,12.73,19.10,27277,13.07,19.61,27584,13.22,19.83,28395,13.61,20.42,29206,13.99,20.99,30017,14.38,21.57,30828,14.77,22.16,31639,15.16,22.74
ATL,3,27431,13.14,19.71,28346,13.58,20.37,29261,14.02,21.03,30176,14.46,21.69,31091,14.90,22.35,32006,15.34,23.01,32921,15.77,23.66,33836,16.21,24.32,34751,16.65,24.98,35666,17.09,25.64
ATL,4,30795,14.76,22.14,31821,15.25,22.88,32847,15.74,23.61,33873,16.23,24.35,34899,16.72,25.08,35925,17.21,25.82,36951,17.71,26.57,37977,18.20,27.30,39003,18.69,28.04,40029,19.18,28.77
ATL,5,34454,16.51,24.77,35603,17.06,25.59,36752,17.61,26.42,37901,18.16,27.24,39050,18.71,28.07,40199,19.26,28.89,41348,19.81,29.72,42497,20.36,30.54,43646,20.91,31.37,44795,21.46,32.19
ATL,6,38406,18.40,27.60,39686,19.02,28.53,40967,19.63,29.45,42247,20.24,30.36,43528,20.86,31.29,44809,21.47,32.21,46089,22.08,33.12,47370,22.70,34.05,48651,23.31,34.97,49931,23.92,35.88
ATL,7,42678,20.45,30.68,44101,21.13,31.70,45524,21.81,32.72,46947,22.49,33.74,48371,23.18,34.77,49794,23.86,35.79,51217,24.54,36.81,52640,25.22,37.83,54063,25.90,38.85,55486,26.59,39.89
ATL,8,47265,22.65,33.98,48840,23.40,35.10,50415,24.16,36.24,51990,24.91,37.37,53565,25.67,38.51,55141,26.42,39.63,56716,27.18,40.77,58291,27.93,41.33,59866,28.69,41.33,61441,29.44,41.33
ATL,9,52204,25.01,37.52,53944,25.85,38.78,55685,26.68,40.02,57425,27.52,41.28,59166,28.35,41.33,60906,29.18,41.33,62647,30.02,41.33,64387,30.85,41.33,66128,31.69,41.33,67868,32.52,41.33
ATL,10,57489,27.55,41.33,59406,28.46,41.33,61323,29.38,41.33,63240,30.30,41.33,65156,31.22,41.33,67073,32.14,41.33,68990,33.06,41.33,70906,33.98,41.33,72823,34.89,41.33,74740,35.81,41.33
ATL,11,63161,30.26,41.33,65266,31.27,41.33,67371,32.28,41.33,69476,33.29,41.33,71581,34.30,41.33,73686,35.31,41.33,75791,36.32,41.33,77896,37.32,41.33,80001,38.33,41.33,82106,39.34,41.33
ATL,12,75705,36.27,41.33,78229,37.48,41.33,80753,38.69,41.33,83277,39.90,41.33,85801,41.11,41.33,88325,42.32,42.32,90848,43.53,43.53,93372,44.74,44.74,95896,45.95,45.95,98420,47.16,47.16
ATL,13,90023,43.14,43.14,93023,44.57,44.57,96024,46.01,46.01,99025,47.45,47.45,102025,48.89,48.89,105026,50.32,50.32,108027,51.76,51.76,111027,53.20,53.20,114028,54.64,54.64,117028,56.07,56.07
ATL,14,106380,50.97,50.97,109926,52.67,52.67,113472,54.37,54.37,117019,56.07,56.07,120565,57.77,57.77,124111,59.47,59.47,127657,61.17,61.17,131203,62.87,62.87,134749,64.57,64.57,138296,66.27,66.27
ATL,15,125132,59.96,59.96,129303,61.96,61.96,133475,63.96,63.96,137646,65.95,65.95,141818,67.95,67.95,145989,69.95,69.95,150160,71.95,71.95,154332,73.95,73.95,158503,75.95,75.95,161900,77.58,77.58
AU,1,21485,10.29,15.44,22204,10.64,15.96,22918,10.98,16.47,23629,11.32,16.98,24343,11.66,17.49,24761,11.86,17.79,25467,12.20,18.30,26180,12.54,18.81,26208,12.56,18.84,26871,12.88,19.32
AU,2,24155,11.57,17.36,24731,11.85,17.78,25531,12.23,18.35,26208,12.56,18.84,26503,12.70,19.05,27282,13.07,19.61,28061,13.45,20.18,28841,13.82,20.73,29620,14.19,21.29,30399,14.57,21.86
AU,3,26357,12.63,18.95,27236,13.05,19.58,28115,13.47,20.21,28994,13.89,20.84,29873,14.31,21.47,30752,14.74,22.11,31631,15.16,22.74,32510,15.58,23.37,33389,16.00,24.00,34268,16.42,24.63
AU,4,29589,14.18,21.27,30574,14.65,21.98,31560,15.12,22.68,32546,15.59,23.39,33532,16.07,24.11,34517,16.54,24.81,35503,17.01,25.52,36489,17.48,26.22,37475,17.96,26.94,38460,18.43,27.65
AU,5,33104,15.86,23.79,34208,16.39,24.59,35312,16.92,25.38,36416,17.45,26.18,37520,17.98,26.97,38624,18.51,27.77,39728,19.04,28.56,40832,19.56,29.34,41936,20.09,30.14,43040,20.62,30.93
AU,6,36900,17.68,26.52,38131,18.27,27.41,39361,18.86,28.29,40592,19.45,29.18,41822,20.04,30.06,43053,20.63,30.95,44283,21.22,31.83,45514,21.81,32.72,46744,22.40,33.60,47974,22.99,34.49
AU,7,41006,19.65,29.48,42373,20.30,30.45,43740,20.96,31.44,45108,21.61,32.42,46475,22.27,33.41,47842,22.92,34.38,49210,23.58,35.37,50577,24.23,36.35,51944,24.89,37.34,53311,25.54,38.31
AU,8,45413,21.76,32.64,46926,22.48,33.72,48440,23.21,34.82,49953,23.94,35.91,51466,24.66,36.99,52980,25.39,38.09,54493,26.11,39.17,56007,26.84,39.71,57520,27.56,39.71,59033,28.29,39.71
AU,9,50158,24.03,36.05,51830,24.83,37.25,53503,25.64,38.46,55175,26.44,39.66,56847,27.24,39.71,58520,28.04,39.71,60192,28.84,39.71,61864,29.64,39.71,63536,30.44,39.71,65209,31.25,39.71
AU,10,55237,26.47,39.71,57078,27.35,39.71,58920,28.23,39.71,60761,29.11,39.71,62603,30.00,39.71,64445,30.88,39.71,66286,31.76,39.71,68128,32.64,39.71,69969,33.53,39.71,71811,34.41,39.71
AU,11,60686,29.08,39.71,62708,30.05,39.71,64731,31.02,39.71,66753,31.99,39.71,68776,32.95,39.71,70799,33.92,39.71,72821,34.89,39.71,74844,35.86,39.71,76866,36.83,39.71,78889,37.80,39.71
AU,12,72739,34.85,39.71,75164,36.02,39.71,77589,37.18,39.71,80014,38.34,39.71,82438,39.50,39.71,84863,40.66,40.66,87288,41.82,41.82,89713,42.99,42.99,92138,44.15,44.15,94563,45.31,45.31
AU,13,86495,41.44,41.44,89378,42.83,42.83,92261,44.21,44.21,95144,45.59,45.59,98027,46.97,46.97,100910,48.35,48.35,103793,49.73,49.73,106676,51.11,51.11,109559,52.50,52.50,112442,53.88,53.88
AU,14,102211,48.98,48.98,105619,50.61,50.61,109026,52.24,52.24,112433,53.87,53.87,115840,55.51,55.51,119247,57.14,57.14,122655,58.77,58.77,126062,60.40,60.40,129469,62.04,62.04,132876,63.67,63.67
AU,15,120228,57.61,57.61,124236,59.53,59.53,128244,61.45,61.45,132252,63.37,63.37,136260,65.29,65.29,140268,67.21,67.21,144276,69.13,69.13,148284,71.05,71.05,152292,72.97,72.97,156300,74.89,74.89
BOS,1,23478,11.25,16.88,24264,11.63,17.45,25044,12.00,18.00,25821,12.37,18.56,26602,12.75,19.13,27058,12.97,19.46,27830,13.33,20.00,28609,13.71,20.57,28640,13.72,20.58,29365,14.07,21.11
BOS,2,26397,12.65,18.98,27025,12.95,19.43,27900,13.37,20.06,28640,13.72,20.58,28962,13.88,20.82,29813,14.29,21.44,30665,14.69,22.04,31516,15.10,22.65,32368,15.51,23.27,33220,15.92,23.88
BOS,3,28802,13.80,20.70,29763,14.26,21.39,30723,14.72,22.08,31684,15.18,22.77,32644,15.64,23.46,33605,16.10,24.15,34566,16.56,24.84,35526,17.02,25.53,36487,17.48,26.22,37447,17.94,26.91
BOS,4,32334,15.49,23.24,33411,16.01,24.02,34488,16.53,24.80,35566,17.04,25.56,36643,17.56,26.34,37720,18.07,27.11,38797,18.59,27.89,39874,19.11,28.67,40952,19.62,29.43,42029,20.14,30.21
BOS,5,36175,17.33,26.00,37382,17.91,26.87,38588,18.49,27.74,39794,19.07,28.61,41001,19.65,29.48,42207,20.22,30.33,43414,20.80,31.20,44620,21.38,32.07,45827,21.96,32.94,47033,22.54,33.81
BOS,6,40324,19.32,28.98,41669,19.97,29.96,43013,20.61,30.92,44358,21.25,31.88,45703,21.90,32.85,47047,22.54,33.81,48392,23.19,34.79,49736,23.83,35.75,51081,24.48,36.72,52426,25.12,37.68
BOS,7,44810,21.47,32.21,46305,22.19,33.29,47799,22.90,34.35,49293,23.62,35.43,50787,24.33,36.50,52281,25.05,37.58,53775,25.77,38.66,55269,26.48,39.72,56764,27.20,40.80,58258,27.91,41.87
BOS,8,49626,23.78,35.67,51280,24.57,36.86,52934,25.36,38.04,54588,26.16,39.24,56242,26.95,40.43,57895,27.74,41.61,59549,28.53,42.80,61203,29.33,43.38,62857,30.12,43.38,64511,30.91,43.38
BOS,9,54812,26.26,39.39,56639,27.14,40.71,58467,28.01,42.02,60294,28.89,43.34,62122,29.77,43.38,63949,30.64,43.38,65777,31.52,43.38,67604,32.39,43.38,69432,33.27,43.38,71259,34.14,43.38
BOS,10,60361,28.92,43.38,62374,29.89,43.38,64386,30.85,43.38,66399,31.82,43.38,68411,32.78,43.38,70424,33.74,43.38,72436,34.71,43.38,74449,35.67,43.38,76461,36.64,43.38,78474,37.60,43.38
BOS,11,66317,31.78,43.38,68527,32.84,43.38,70737,33.89,43.38,72947,34.95,43.38,75157,36.01,43.38,77367,37.07,43.38,79578,38.13,43.38,81788,39.19,43.38,83998,40.25,43.38,86208,41.31,43.38
BOS,12,79488,38.09,43.38,82138,39.36,43.38,84787,40.63,43.38,87437,41.90,43.38,90087,43.17,43.38,92737,44.44,44.44,95387,45.71,45.71,98037,46.98,46.98,100687,48.24,48.24,103337,49.51,49.51
BOS,13,94520,45.29,45.29,97671,46.80,46.80,100821,48.31,48.31,103972,49.82,49.82,107122,51.33,51.33,110273,52.84,52.84,113423,54.35,54.35,116574,55.86,55.86,119724,57.37,57.37,122875,58.88,58.88
BOS,14,111695,53.52,53.52,115418,55.30,55.30,119141,57.09,57.09,122865,58.87,58.87,126588,60.66,60.66,130311,62.44,62.44,134035,64.22,64.22,137758,66.01,66.01,141481,67.79,67.79,145205,69.58,69.58
BOS,15,131384,62.95,62.95,135763,65.05,65.05,140143,67.15,67.15,144523,69.25,69.25,148903,71.35,71.35,153282,73.45,73.45,157662,75.54,75.54,161900,77.58,77.58,161900,77.58,77.58,161900,77.58,77.58
BU,1,21983,10.53,15.80,22719,10.89,16.34,23450,11.24,16.86,24177,11.58,17.37,24908,11.93,17.90,25335,12.14,18.21,26058,12.49,18.74,26787,12.84,19.26,26816,12.85,19.28,27495,13.17,19.76
BU,2,24716,11.84,17.76,25304,12.12,18.18,26123,12.52,18.78,26816,12.85,19.28,27117,12.99,19.49,27915,13.38,20.07,28712,13.76,20.64,29510,14.14,21.21,30307,14.52,21.78,31104,14.90,22.35
BU,3,26968,12.92,19.38,27867,13.35,20.03,28767,13.78,20.67,29666,14.21,21.32,30566,14.65,21.98,31465,15.08,22.62,32365,15.51,23.27,33264,15.94,23.91,34163,16.37,24.56,35063,16.80,25.20
BU,4,30275,14.51,21.77,31284,14.99,22.49,32292,15.47,23.21,33301,15.96,23.94,34309,16.44,24.66,35318,16.92,25.38,36327,17.41,26.12,37335,17.89,26.84,38344,18.37,27.56,39352,18.86,28.29
BU,5,33871,16.23,24.35,35001,16.77,25.16,36131,17.31,25.97,37260,17.85,26.78,38390,18.39,27.59,39520,18.94,28.41,40649,19.48,29.22,41779,20.02,30.03,42909,20.56,30.84,44038,21.10,31.65
BU,6,37756,18.09,27.14,39015,18.69,28.04,40274,19.30,28.95,41533,19.90,29.85,42792,20.50,30.75,44051,21.11,31.67,45310,21.71,32.57,46569,22.31,33.47,47828,22.92,34.38,49087,23.52,35.28
BU,7,41957,20.10,30.15,43356,20.77,31.16,44755,21.44,32.16,46154,22.11,33.17,47553,22.79,34.19,48952,23.46,35.19,50351,24.13,36.20,51750,24.80,37.20,53149,25.47,38.21,54548,26.14,39.21
BU,8,46466,22.26,33.39,48015,23.01,34.52,49563,23.75,35.63,51112,24.49,36.74,52660,25.23,37.85,54209,25.97,38.96,55757,26.72,40.08,57306,27.46,40.62,58854,28.20,40.62,60403,28.94,40.62
BU,9,51322,24.59,36.89,53033,25.41,38.12,54744,26.23,39.35,56455,27.05,40.58,58166,27.87,40.62,59877,28.69,40.62,61588,29.51,40.62,63299,30.33,40.62,65010,31.15,40.62,66721,31.97,40.62
BU,10,56518,27.08,40.62,58402,27.98,40.62,60286,28.89,40.62,62171,29.79,40.62,64055,30.69,40.62,65939,31.60,40.62,67824,32.50,40.62,69708,33.40,40.62,71592,34.30,40.62,73477,35.21,40.62
BU,11,62094,29.75,40.62,64163,30.74,40.62,66232,31.74,40.62,68302,32.73,40.62,70371,33.72,40.62,72441,34.71,40.62,74510,35.70,40.62,76580,36.69,40.62,78649,37.69,40.62,80718,38.68,40.62
BU,12,74426,35.66,40.62,76907,36.85,40.62,79388,38.04,40.62,81869,39.23,40.62,84351,40.42,40.62,86832,41.61,41.61,89313,42.79,42.79,91794,43.98,43.98,94275,45.17,45.17,96757,46.36,46.36
BU,13,88501,42.41,42.41,91451,43.82,43.82,94401,45.23,45.23,97351,46.65,46.65,100301,48.06,48.06,103251,49.47,49.47,106201,50.89,50.89,109151,52.30,52.30,112100,53.71,53.71,115050,55.13,55.13
BU,14,104582,50.11,50.11,108068,51.78,51.78,111555,53.45,53.45,115041,55.12,55.12,118527,56.79,56.79,122013,58.46,58.46,125500,60.13,60.13,128986,61.80,61.80,132472,63.47,63.47,135958,65.15,65.15
BU,15,123017,58.94,58.94,127118,60.91,60.91,131219,62.87,62.87,135320,64.84,64.84,139421,66.80,66.80,143522,68.77,68.77,147623,70.73,70.73,151723,72.70,72.70,155824,74.66,74.66,159925,76.63,76.63
CHI,1,23500,11.26,16.89,24287,11.64,17.46,25068,12.01,18.02,25846,12.38,18.57,26627,12.76,19.14,27084,12.98,19.47,27856,13.35,20.03,28636,13.72,20.58,28667,13.74,20.61,29392,14.08,21.12
CHI,2,26422,12.66,18.99,27051,12.96,19.44,27926,13.38,20.07,28667,13.74,20.61,28989,13.89,20.84,29841,14.30,21.45,30694,14.71,22.07,31546,15.12,22.68,32399,15.52,23.28,33251,15.93,23.90
CHI,3,28829,13.81,20.72,29791,14.27,21.41,30752,14.74,22.11,31714,15.20,22.80,32675,15.66,23.49,33637,16.12,24.18,34598,16.58,24.87,35560,17.04,25.56,36521,17.50,26.25,37483,17.96,26.94
CHI,4,32365,15.51,23.27,33443,16.02,24.03,34521,16.54,24.81,35599,17.06,25.59,36677,17.57,26.36,37756,18.09,27.14,38834,18.61,27.92,39912,19.12,28.68,40990,19.64,29.46,42069,20.16,30.24
CHI,5,36209,17.35,26.03,37417,17.93,26.90,38625,18.51,27.77,39832,19.09,28.64,41040,19.66,29.49,42247,20.24,30.36,43455,20.82,31.23,44663,21.40,32.10,45870,21.98,32.97,47078,22.56,33.84
CHI,6,40362,19.34,29.01,41708,19.98,29.97,43054,20.63,30.95,44400,21.27,31.91,45746,21.92,32.88,47092,22.56,33.84,48438,23.21,34.82,49784,23.85,35.78,51129,24.50,36.75,52475,25.14,37.71
CHI,7,44853,21.49,32.24,46348,22.21,33.32,47844,22.92,34.38,49340,23.64,35.46,50835,24.36,36.54,52331,25.07,37.61,53826,25.79,38.69,55322,26.51,39.77,56817,27.22,40.83,58313,27.94,41.91
CHI,8,49673,23.80,35.70,51329,24.59,36.89,52984,25.39,38.09,54639,26.18,39.27,56295,26.97,40.46,57950,27.77,41.66,59606,28.56,42.84,61261,29.35,43.43,62916,30.15,43.43,64572,30.94,43.43
CHI,9,54864,26.29,39.44,56693,27.16,40.74,58522,28.04,42.06,60351,28.92,43.38,62181,29.79,43.43,64010,30.67,43.43,65839,31.55,43.43,67668,32.42,43.43,69497,33.30,43.43,71326,34.18,43.43
CHI,10,60419,28.95,43.43,62433,29.92,43.43,64447,30.88,43.43,66462,31.85,43.43,68476,32.81,43.43,70491,33.78,43.43,72505,34.74,43.43,74519,35.71,43.43,76534,36.67,43.43,78548,37.64,43.43
CHI,11,66379,31.81,43.43,68592,32.87,43.43,70804,33.93,43.43,73016,34.99,43.43,75228,36.05,43.43,77441,37.11,43.43,79653,38.17,43.43,81865,39.23,43.43,84077,40.29,43.43,86290,41.35,43.43
CHI,12,79563,38.12,43.43,82215,39.39,43.43,84868,40.67,43.43,87520,41.94,43.43,90173,43.21,43.43,92825,44.48,44.48,95477,45.75,45.75,98130,47.02,47.02,100782,48.29,48.29,103435,49.56,49.56
