LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
AQ,10,59213,28.37,42.56,61187,29.32,42.56,63161,30.26,42.56,65135,31.21,42.56,67110,32.16,42.56,69084,33.10,42.56,71058,34.05,42.56,73032,34.99,42.56,75007,35.94,42.56,76981,36.89,42.56
AQ,11,65056,31.17,42.56,67225,32.21,42.56,69394,33.25,42.56,71563,34.29,42.56,73732,35.33,42.56,75902,36.37,42.56,78071,37.41,42.56,80240,38.45,42.56,82409,39.49,42.56,84578,40.53,42.56
AQ,12,77976,37.36,42.56,80576,38.61,42.56,83175,39.85,42.56,85775,41.10,42.56,88375,42.35,42.56,90974,43.59,43.59,93574,44.84,44.84,96173,46.08,46.08,98773,47.33,47.33,101373,48.57,48.57
AQ,13,92723,44.43,44.43,95814,45.91,45.91,98905,47.39,47.39,101996,48.87,48.87,105087,50.35,50.35,108178,51.83,51.83,111268,53.31,53.31,114359,54.80,54.80,117450,56.28,56.28,120541,57.76,57.76
AQ,14,109571,52.50,52.50,113223,54.25,54.25,116875,56.00,56.00,120527,57.75,57.75,124179,59.50,59.50,127831,61.25,61.25,131483,63.00,63.00,135135,64.75,64.75,138787,66.50,66.50,142439,68.25,68.25
AQ,15,128885,61.76,61.76,133181,63.81,63.81,137477,65.87,65.87,141773,67.93,67.93,146069,69.99,69.99,150366,72.05,72.05,154662,74.11,74.11,158958,76.17,76.17,163254,78.22,78.22,167550,80.28,80.28
ATL,1,24112,11.55,17.33,24921,11.94,17.91,25722,12.32,18.48,26520,12.71,19.07,27321,13.09,19.64,27790,13.32,19.98,28583,13.70,20.55,29382,14.08,21.12,29414,14.09,21.14,30161,14.45,21.68
ATL,2,27112,12.99,19.49,27757,13.30,19.95,28655,13.73,20.60,29414,14.09,21.14,29745,14.25,21.38,30619,14.67,22.01,31494,15.09,22.64,32369,15.51,23.27,33243,15.93,23.90,34118,16.35,24.53
ATL,3,29582,14.17,21.26,30568,14.65,21.98,31554,15.12,22.68,32540,15.59,23.39,33526,16.06,24.09,34511,16.54,24.81,35497,17.01,25.52,36483,17.48,26.22,37469,17.95,26.93,38455,18.43,27.65
ATL,4,33208,15.91,23.87,34315,16.44,24.66,35422,16.97,25.46,36528,17.50,26.25,37635,18.03,27.05,38742,18.56,27.84,39849,19.09,28.64,40955,19.62,29.43,42062,20.15,30.23,43169,20.68,31.02
ATL,5,37154,17.80,26.70,38392,18.40,27.60,39631,18.99,28.49,40870,19.58,29.37,42109,20.18,30.27,43347,20.77,31.16,44586,21.36,32.04,45825,21.96,32.94,47063,22.55,33.83,48302,23.14,34.71
ATL,6,41416,19.84,29.76,42796,20.51,30.77,44177,21.17,31.76,45557,21.83,32.75,46938,22.49,33.74,48318,23.15,34.73,49698,23.81,35.72,51079,24.47,36.71,52459,25.14,37.71,53840,25.80,38.70
ATL,7,46023,22.05,33.08,47557,22.79,34.19,49091,23.52,35.28,50626,24.26,36.39,52160,24.99,37.49,53694,25.73,38.60,55229,26.46,39.69,56763,27.20,40.80,58297,27.93,41.90,59832,28.67,43.01
ATL,8,50969,24.42,36.63,52668,25.24,37.86,54367,26.05,39.08,56067,26.86,40.29,57766,27.68,41.52,59465,28.49,42.74,61164,29.31,43.97,62864,30.12,44.55,64563,30.94,44.55,66262,31.75,44.55
ATL,9,56295,26.97,40.46,58171,27.87,41.81,60048,28.77,43.16,61924,29.67,44.51,63801,30.57,44.55,65677,31.47,44.55,67553,32.37,44.55,69430,33.27,44.55,71306,34.17,44.55,73182,35.07,44.55
ATL,10,61994,29.70,44.55,64061,30.70,44.55,66128,31.69,44.55,68195,32.68,44.55,70262,33.67,44.55,72328,34.66,44.55,74395,35.65,44.55,76462,36.64,44.55,78529,37.63,44.55,80596,38.62,44.55
ATL,11,68112,32.64,44.55,70382,33.72,44.55,72653,34.81,44.55,74924,35.90,44.55,77195,36.99,44.55,79466,38.08,44.55,81737,39.16,44.55,84008,40.25,44.55,86279,41.34,44.55,88550,42.43,44.55
ATL,12,81638,39.12,44.55,84360,40.42,44.55,87082,41.73,44.55,89803,43.03,44.55,92525,44.33,44.55,95247,45.64,45.64,97969,46.94,46.94,100690,48.25,48.25,103412,49.55,49.55,106134,50.85,50.85
ATL,13,97078,46.52,46.52,100314,48.07,48.07,103550,49.62,49.62,106786,51.17,51.17,110022,52.72,52.72,113258,54.27,54.27,116494,55.82,55.82,119730,57.37,57.37,122966,58.92,58.92,126202,60.47,60.47
ATL,14,114717,54.97,54.97,118540,56.80,56.80,122364,58.63,58.63,126188,60.46,60.46,130011,62.30,62.30,133835,64.13,64.13,137658,65.96,65.96,141482,67.79,67.79,145306,69.62,69.62,149129,71.46,71.46
ATL,15,134938,64.66,64.66,139436,66.81,66.81,143934,68.97,68.97,148432,71.12,71.12,152930,73.28,73.28,157428,75.43,75.43,161926,77.59,77.59,166423,79.74,79.74,170921,81.90,81.90,172500,82.65,82.65
AU,1,23324,11.18,16.77,24107,11.55,17.33,24882,11.92,17.88,25654,12.29,18.44,26429,12.66,18.99,26882,12.88,19.32,27649,13.25,19.88,28422,13.62,20.43,28453,13.63,20.45,29176,13.98,20.97
AU,2,26227,12.57,18.86,26851,12.87,19.31,27719,13.28,19.92,28453,13.63,20.45,28773,13.79,20.69,29619,14.19,21.29,30465,14.60,21.90,31312,15.00,22.50,32158,15.41,23.12,33004,15.81,23.72
AU,3,28616,13.71,20.57,29570,14.17,21.26,30523,14.63,21.95,31477,15.08,22.62,32431,15.54,23.31,33384,16.00,24.00,34338,16.45,24.68,35291,16.91,25.37,36245,17.37,26.06,37199,17.82,26.73
AU,4,32123,15.39,23.09,33194,15.91,23.87,34265,16.42,24.63,35335,16.93,25.40,36406,17.44,26.16,37476,17.96,26.94,38547,18.47,27.71,39618,18.98,28.47,40688,19.50,29.25,41759,20.01,30.02
AU,5,35940,17.22,25.83,37138,17.79,26.69,38337,18.37,27.56,39535,18.94,28.41,40733,19.52,29.28,41931,20.09,30.14,43130,20.67,31.01,44328,21.24,31.86,45526,21.81,32.72,46724,22.39,33.59
AU,6,40063,19.20,28.80,41398,19.84,29.76,42734,20.48,30.72,44069,21.12,31.68,45404,21.76,32.64,46740,22.40,33.60,48075,23.04,34.56,49410,23.68,35.52,50746,24.32,36.48,52081,24.95,37.43
AU,7,44519,21.33,32.00,46004,22.04,33.06,47488,22.75,34.13,48972,23.47,35.21,50456,24.18,36.27,51940,24.89,37.34,53425,25.60,38.40,54909,26.31,39.47,56393,27.02,40.53,57877,27.73,41.60
AU,8,49304,23.62,35.43,50948,24.41,36.62,52592,25.20,37.80,54235,25.99,38.99,55879,26.77,40.16,57523,27.56,41.34,59167,28.35,42.53,60810,29.14,43.10,62454,29.93,43.10,64098,30.71,43.10
AU,9,54456,26.09,39.14,56271,26.96,40.44,58086,27.83,41.75,59902,28.70,43.05,61717,29.57,43.10,63532,30.44,43.10,65347,31.31,43.10,67162,32.18,43.10,68977,33.05,43.10,70792,33.92,43.10
AU,10,59969,28.73,43.10,61968,29.69,43.10,63968,30.65,43.10,65967,31.61,43.10,67967,32.57,43.10,69966,33.52,43.10,71966,34.48,43.10,73965,35.44,43.10,75964,36.40,43.10,77964,37.36,43.10
AU,11,65887,31.57,43.10,68084,32.62,43.10,70280,33.68,43.10,72477,34.73,43.10,74674,35.78,43.10,76871,36.83,43.10,79068,37.89,43.10,81264,38.94,43.10,83461,39.99,43.10,85658,41.04,43.10
AU,12,78972,37.84,43.10,81605,39.10,43.10,84237,40.36,43.10,86870,41.62,43.10,89503,42.89,43.10,92136,44.15,44.15,94769,45.41,45.41,97402,46.67,46.67,100034,47.93,47.93,102667,49.19,49.19
AU,13,93907,45.00,45.00,97038,46.50,46.50,100168,48.00,48.00,103298,49.50,49.50,106429,51.00,51.00,109559,52.50,52.50,112689,54.00,54.00,115820,55.50,55.50,118950,57.00,57.00,122080,58.50,58.50
AU,14,110970,53.17,53.17,114669,54.94,54.94,118367,56.72,56.72,122066,58.49,58.49,125765,60.26,60.26,129464,62.03,62.03,133162,63.81,63.81,136861,65.58,65.58,140560,67.35,67.35,144258,69.12,69.12
AU,15,130531,62.54,62.54,134882,64.63,64.63,139233,66.71,66.71,143584,68.80,68.80,147935,70.88,70.88,152286,72.97,72.97,156637,75.05,75.05,160988,77.14,77.14,165339,79.22,79.22,169690,81.31,81.31
BH,1,22947,11.00,16.50,23717,11.36,17.04,24480,11.73,17.60,25239,12.09,18.14,26002,12.46,18.69,26448,12.67,19.01,27203,13.03,19.55,27963,13.40,20.10,27993,13.41,20.12,28705,13.75,20.63
BH,2,25803,12.36,18.54,26417,12.66,18.99,27271,13.07,19.61,27993,13.41,20.12,28308,13.56,20.34,29141,13.96,20.94,29973,14.36,21.54,30805,14.76,22.14,31638,15.16,22.74,32470,15.56,23.34
BH,3,28154,13.49,20.24,29092,13.94,20.91,30030,14.39,21.59,30968,14.84,22.26,31906,15.29,22.94,32845,15.74,23.61,33783,16.19,24.29,34721,16.64,24.96,35659,17.09,25.64,36597,17.54,26.31
BH,4,31604,15.14,22.71,32657,15.65,23.48,33711,16.15,24.23,34764,16.66,24.99,35817,17.16,25.74,36871,17.67,26.51,37924,18.17,27.26,38977,18.68,28.02,40031,19.18,28.77,41084,19.69,29.54
BH,5,35359,16.94,25.41,36538,17.51,26.27,37717,18.07,27.11,38896,18.64,27.96,40075,19.20,28.80,41254,19.77,29.66,42433,20.33,30.50,43611,20.90,31.35,44790,21.46,32.19,45969,22.03,33.05
BH,6,39416,18.89,28.34,40729,19.52,29.28,42043,20.15,30.23,43357,20.77,31.16,44671,21.40,32.10,45984,22.03,33.05,47298,22.66,33.99,48612,23.29,34.94,49926,23.92,35.88,51239,24.55,36.83
BH,7,43800,20.99,31.49,45260,21.69,32.54,46720,22.39,33.59,48180,23.09,34.64,49641,23.79,35.69,51101,24.49,36.74,52561,25.18,37.77,54021,25.88,38.82,55482,26.58,39.87,56942,27.28,40.92
BH,8,48507,23.24,34.86,50124,24.02,36.03,51742,24.79,37.19,53359,25.57,38.36,54976,26.34,39.51,56593,27.12,40.68,58210,27.89,41.84,59827,28.67,42.41,61445,29.44,42.41,63062,30.22,42.41
BH,9,53576,25.67,38.51,55362,26.53,39.80,57148,27.38,41.07,58933,28.24,42.36,60719,29.09,42.41,62505,29.95,42.41,64291,30.81,42.41,66076,31.66,42.41,67862,32.52,42.41,69648,33.37,42.41
BH,10,59000,28.27,42.41,60967,29.21,42.41,62934,30.16,42.41,64901,31.10,42.41,66868,32.04,42.41,68835,32.98,42.41,70802,33.93,42.41,72769,34.87,42.41,74737,35.81,42.41,76704,36.75,42.41
BH,11,64822,31.06,42.41,66983,32.10,42.41,69144,33.13,42.41,71306,34.17,42.41,73467,35.20,42.41,75628,36.24,42.41,77790,37.27,42.41,79951,38.31,42.41,82112,39.34,42.41,84273,40.38,42.41
BH,12,77695,37.23,42.41,80286,38.47,42.41,82876,39.71,42.41,85466,40.95,42.41,88056,42.19,42.41,90647,43.43,43.43,93237,44.68,44.68,95827,45.92,45.92,98418,47.16,47.16,101008,48.40,48.40
BH,13,92389,44.27,44.27,95469,45.74,45.74,98549,47.22,47.22,101629,48.70,48.70,104708,50.17,50.17,107788,51.65,51.65,110868,53.12,53.12,113948,54.60,54.60,117027,56.07,56.07,120107,57.55,57.55
BH,14,109176,52.31,52.31,112815,54.06,54.06,116454,55.80,55.80,120093,57.54,57.54,123732,59.29,59.29,127371,61.03,61.03,131010,62.77,62.77,134649,64.52,64.52,138288,66.26,66.26,141927,68.01,68.01
BH,15,128421,61.53,61.53,132701,63.58,63.58,136982,65.64,65.64,141263,67.69,67.69,145544,69.74,69.74,149824,71.79,71.79,154105,73.84,73.84,158386,75.89,75.89,162666,77.94,77.94,166947,79.99,79.99
BN,1,23072,11.06,16.59,23846,11.43,17.15,24612,11.79,17.69,25376,12.16,18.24,26142,12.53,18.80,26591,12.74,19.11,27350,13.10,19.65,28114,13.47,20.21,28145,13.49,20.24,28860,13.83,20.75
BN,2,25943,12.43,18.65,26560,12.73,19.10,27419,13.14,19.71,28145,13.49,20.24,28462,13.64,20.46,29298,14.04,21.06,30135,14.44,21.66,30972,14.84,22.26,31809,15.24,22.86,32646,15.64,23.46
BN,3,28306,13.56,20.34,29249,14.01,21.02,30193,14.47,21.71,31136,14.92,22.38,32079,15.37,23.06,33023,15.82,23.73,33966,16.28,24.42,34909,16.73,25.10,35853,17.18,25.77,36796,17.63,26.45
BN,4,31775,15.23,22.85,32834,15.73,23.60,33893,16.24,24.36,34952,16.75,25.13,36011,17.25,25.88,37070,17.76,26.64,38130,18.27,27.41,39189,18.78,28.17,40248,19.29,28.94,41307,19.79,29.69
BN,5,35551,17.03,25.55,36736,17.60,26.40,37921,18.17,27.26,39107,18.74,28.11,40292,19.31,28.97,41477,19.87,29.81,42663,20.44,30.66,43848,21.01,31.52,45033,21.58,32.37,46218,22.15,33.23
BN,6,39629,18.99,28.49,40950,19.62,29.43,42271,20.25,30.38,43592,20.89,31.34,44913,21.52,32.28,46234,22.15,33.23,47554,22.79,34.19,48875,23.42,35.13,50196,24.05,36.08,51517,24.68,37.02
BN,7,44037,21.10,31.65,45505,21.80,32.70,46973,22.51,33.77,48442,23.21,34.82,49910,23.91,35.87,51378,24.62,36.93,52846,25.32,37.98,54314,26.02,39.03,55782,26.73,40.10,57250,27.43,41.15
BN,8,48770,23.37,35.06,50396,24.15,36.23,52022,24.93,37.40,53648,25.71,38.57,55274,26.48,39.72,56900,27.26,40.89,58526,28.04,42.06,60152,28.82,42.63,61778,29.60,42.63,63403,30.38,42.63
BN,9,53866,25.81,38.72,55662,26.67,40.01,57457,27.53,41.30,59253,28.39,42.59,61048,29.25,42.63,62844,30.11,42.63,64639,30.97,42.63,66434,31.83,42.63,68230,32.69,42.63,70025,33.55,42.63
BN,10,59319,28.42,42.63,61297,29.37,42.63,63275,30.32,42.63,65253,31.27,42.63,67230,32.21,42.63,69208,33.16,42.63,71186,34.11,42.63,73164,35.06,42.63,75142,36.00,42.63,77119,36.95,42.63
BN,11,65173,31.23,42.63,67346,32.27,42.63,69519,33.31,42.63,71692,34.35,42.63,73865,35.39,42.63,76038,36.43,42.63,78211,37.48,42.63,80384,38.52,42.63,82557,39.56,42.63,84730,40.60,42.63
BN,12,78116,37.43,42.63,80721,38.68,42.63,83325,39.93,42.63,85929,41.17,42.63,88534,42.42,42.63,91138,43.67,43.67,93742,44.92,44.92,96347,46.17,46.17,98951,47.41,47.41,101555,48.66,48.66
BN,13,92890,44.51,44.51,95987,45.99,45.99,99083,47.48,47.48,102179,48.96,48.96,105276,50.44,50.44,108372,51.93,51.93,111469,53.41,53.41,114565,54.89,54.89,117661,56.38,56.38,120758,57.86,57.86
BN,14,109768,52.60,52.60,113427,54.35,54.35,117085,56.10,56.10,120744,57.86,57.86,124403,59.61,59.61,128061,61.36,61.36,131720,63.11,63.11,135378,64.87,64.87,139037,66.62,66.62,142696,68.37,68.37
BN,15,129117,61.87,61.87,133421,63.93,63.93,137724,65.99,65.99,142028,68.05,68.05,146332,70.12,70.12,150636,72.18,72.18,154940,74.24,74.24,159244,76.30,76.30,163548,78.37,78.37,167852,80.43,80.43
BOS,1,25484,12.21,18.32,26338,12.62,18.93,27185,13.03,19.55,28028,13.43,20.15,28875,13.84,20.76,29371,14.07,21.11,30209,14.47,21.71,31054,14.88,22.32,31087,14.90,22.35,31877,15.27,22.91
BOS,2,28655,13.73,20.60,29336,14.06,21.09,30285,14.51,21.77,31087,14.90,22.35,31437,15.06,22.59,32361,15.51,23.27,33286,15.95,23.93,34210,16.39,24.59,35135,16.84,25.26,36059,17.28,25.92
BOS,3,31265,14.98,22.47,32307,15.48,23.22,33349,15.98,23.97,34391,16.48,24.72,35433,16.98,25.47,36475,17.48,26.22,37517,17.98,26.97,38559,18.48,27.72,39601,18.98,28.47,40643,19.47,29.21
BOS,4,35097,16.82,25.23,36267,17.38,26.07,37437,17.94,26.91,38606,18.50,27.75,39776,19.06,28.59,40946,19.62,29.43,42116,20.18,30.27,43285,20.74,31.11,44455,21.30,31.95,45625,21.86,32.79
BOS,5,39268,18.82,28.23,40577,19.44,29.16,41886,20.07,30.11,43195,20.70,31.05,44504,21.32,31.98,45813,21.95,32.93,47123,22.58,33.87,48432,23.21,34.82,49741,23.83,35.75,51050,24.46,36.69
BOS,6,43772,20.97,31.46,45231,21.67,32.51,46690,22.37,33.56,48149,23.07,34.61,49608,23.77,35.66,51067,24.47,36.71,52526,25.17,37.76,53985,25.87,38.81,55444,26.57,39.86,56903,27.27,40.91
BOS,7,48641,23.31,34.97,50263,24.08,36.12,51884,24.86,37.29,53506,25.64,38.46,55127,26.41,39.62,56749,27.19,40.79,58371,27.97,41.96,59992,28.75,43.13,61614,29.52,44.28,63235,30.30,45.45
BOS,8,53869,25.81,38.72,55664,26.67,40.01,57460,27.53,41.30,59256,28.39,42.59,61052,29.25,43.88,62848,30.11,45.17,64644,30.97,46.46,66440,31.84,47.09,68236,32.70,47.09,70032,33.56,47.09
BOS,9,59498,28.51,42.77,61481,29.46,44.19,63464,30.41,45.62,65447,31.36,47.04,67430,32.31,47.09,69413,33.26,47.09,71397,34.21,47.09,73380,35.16,47.09,75363,36.11,47.09,77346,37.06,47.09
BOS,10,65521,31.39,47.09,67705,32.44,47.09,69890,33.49,47.09,72074,34.53,47.09,74259,35.58,47.09,76443,36.63,47.09,78628,37.68,47.09,80813,38.72,47.09,82997,39.77,47.09,85182,40.82,47.09
BOS,11,71987,34.49,47.09,74387,35.64,47.09,76787,36.79,47.09,79187,37.94,47.09,81587,39.09,47.09,83987,40.24,47.09,86388,41.39,47.09,88788,42.54,47.09,91188,43.69,47.09,93588,44.84,47.09
BOS,12,86283,41.34,47.09,89159,42.72,47.09,92036,44.10,47.09,94913,45.48,47.09,97789,46.86,47.09,100666,48.23,48.23,103542,49.61,49.61,106419,50.99,50.99,109295,52.37,52.37,112172,53.75,53.75
