LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
BOS,13,102601,49.16,49.16,106021,50.80,50.80,109441,52.44,52.44,112862,54.08,54.08,116282,55.72,55.72,119702,57.36,57.36,123122,58.99,58.99,126542,60.63,60.63,129962,62.27,62.27,133382,63.91,63.91
BOS,14,121243,58.09,58.09,125284,60.03,60.03,129326,61.97,61.97,133367,63.90,63.90,137408,65.84,65.84,141449,67.78,67.78,145490,69.71,69.71,149531,71.65,71.65,153572,73.59,73.59,157614,75.52,75.52
BOS,15,142615,68.33,68.33,147369,70.61,70.61,152123,72.89,72.89,156876,75.17,75.17,161630,77.45,77.45,166384,79.72,79.72,171138,82.00,82.00,172500,82.65,82.65,172500,82.65,82.65,172500,82.65,82.65
BU,1,23725,11.37,17.06,24521,11.75,17.63,25309,12.13,18.20,26094,12.50,18.75,26883,12.88,19.32,27344,13.10,19.65,28124,13.48,20.22,28911,13.85,20.78,28942,13.87,20.81,29677,14.22,21.33
BU,2,26677,12.78,19.17,27312,13.09,19.64,28195,13.51,20.27,28942,13.87,20.81,29267,14.02,21.03,30128,14.44,21.66,30989,14.85,22.28,31849,15.26,22.89,32710,15.67,23.51,33571,16.09,24.14
BU,3,29108,13.95,20.93,30078,14.41,21.62,31048,14.88,22.32,32018,15.34,23.01,32988,15.81,23.72,33958,16.27,24.41,34928,16.74,25.11,35898,17.20,25.80,36868,17.67,26.51,37838,18.13,27.20
BU,4,32675,15.66,23.49,33764,16.18,24.27,34853,16.70,25.05,35942,17.22,25.83,37031,17.74,26.61,38120,18.27,27.41,39209,18.79,28.19,40298,19.31,28.97,41387,19.83,29.75,42476,20.35,30.53
BU,5,36558,17.52,26.28,37776,18.10,27.15,38995,18.68,28.02,40214,19.27,28.91,41433,19.85,29.78,42652,20.44,30.66,43871,21.02,31.53,45089,21.60,32.40,46308,22.19,33.29,47527,22.77,34.16
BU,6,40751,19.53,29.30,42110,20.18,30.27,43468,20.83,31.25,44826,21.48,32.22,46184,22.13,33.20,47543,22.78,34.17,48901,23.43,35.15,50259,24.08,36.12,51617,24.73,37.10,52976,25.38,38.07
BU,7,45284,21.70,32.55,46794,22.42,33.63,48304,23.15,34.73,49813,23.87,35.81,51323,24.59,36.89,52833,25.32,37.98,54342,26.04,39.06,55852,26.76,40.14,57362,27.49,41.24,58872,28.21,42.32
BU,8,50151,24.03,36.05,51823,24.83,37.25,53495,25.63,38.45,55167,26.43,39.65,56839,27.23,40.85,58511,28.04,42.06,60183,28.84,43.26,61855,29.64,43.85,63527,30.44,43.85,65199,31.24,43.85
BU,9,55392,26.54,39.81,57238,27.43,41.15,59084,28.31,42.47,60931,29.20,43.80,62777,30.08,43.85,64623,30.96,43.85,66469,31.85,43.85,68316,32.73,43.85,70162,33.62,43.85,72008,34.50,43.85
BU,10,60999,29.23,43.85,63033,30.20,43.85,65067,31.18,43.85,67100,32.15,43.85,69134,33.13,43.85,71168,34.10,43.85,73202,35.08,43.85,75236,36.05,43.85,77269,37.02,43.85,79303,38.00,43.85
BU,11,67019,32.11,43.85,69253,33.18,43.85,71488,34.25,43.85,73722,35.32,43.85,75957,36.40,43.85,78191,37.47,43.85,80426,38.54,43.85,82660,39.61,43.85,84895,40.68,43.85,87129,41.75,43.85
BU,12,80328,38.49,43.85,83007,39.77,43.85,85685,41.06,43.85,88363,42.34,43.85,91041,43.62,43.85,93719,44.91,44.91,96397,46.19,46.19,99075,47.47,47.47,101753,48.76,48.76,104431,50.04,50.04
BU,13,95521,45.77,45.77,98705,47.30,47.30,101889,48.82,48.82,105073,50.35,50.35,108257,51.87,51.87,111441,53.40,53.40,114625,54.92,54.92,117809,56.45,56.45,120993,57.97,57.97,124177,59.50,59.50
BU,14,112876,54.09,54.09,116638,55.89,55.89,120401,57.69,57.69,124163,59.49,59.49,127925,61.30,61.30,131688,63.10,63.10,135450,64.90,64.90,139212,66.70,66.70,142974,68.51,68.51,146737,70.31,70.31
BU,15,132773,63.62,63.62,137199,65.74,65.74,141624,67.86,67.86,146050,69.98,69.98,150476,72.10,72.10,154902,74.22,74.22,159328,76.34,76.34,163753,78.46,78.46,168179,80.58,80.58,172500,82.65,82.65
CC,1,23007,11.02,16.53,23778,11.39,17.09,24543,11.76,17.64,25304,12.12,18.18,26069,12.49,18.74,26516,12.71,19.07,27273,13.07,19.61,28035,13.43,20.15,28065,13.45,20.18,28779,13.79,20.69
CC,2,25869,12.40,18.60,26485,12.69,19.04,27341,13.10,19.65,28065,13.45,20.18,28381,13.60,20.40,29216,14.00,21.00,30050,14.40,21.60,30885,14.80,22.20,31719,15.20,22.80,32554,15.60,23.40
CC,3,28226,13.52,20.28,29167,13.98,20.97,30107,14.43,21.65,31048,14.88,22.32,31989,15.33,23.00,32929,15.78,23.67,33870,16.23,24.35,34811,16.68,25.02,35751,17.13,25.70,36692,17.58,26.37
CC,4,31686,15.18,22.77,32742,15.69,23.54,33798,16.19,24.29,34854,16.70,25.05,35910,17.21,25.82,36966,17.71,26.57,38022,18.22,27.33,39078,18.72,28.08,40134,19.23,28.85,41190,19.74,29.61
CC,5,35451,16.99,25.49,36632,17.55,26.33,37814,18.12,27.18,38996,18.69,28.04,40178,19.25,28.88,41360,19.82,29.73,42542,20.38,30.57,43724,20.95,31.43,44906,21.52,32.28,46088,22.08,33.12
CC,6,39517,18.93,28.40,40834,19.57,29.36,42152,20.20,30.30,43469,20.83,31.25,44786,21.46,32.19,46103,22.09,33.14,47420,22.72,34.08,48737,23.35,35.03,50054,23.98,35.97,51371,24.61,36.92
CC,7,43913,21.04,31.56,45377,21.74,32.61,46841,22.44,33.66,48305,23.15,34.73,49769,23.85,35.78,51233,24.55,36.83,52697,25.25,37.88,54161,25.95,38.93,55625,26.65,39.98,57089,27.35,41.03
CC,8,48632,23.30,34.95,50254,24.08,36.12,51875,24.86,37.29,53496,25.63,38.45,55118,26.41,39.62,56739,27.19,40.79,58360,27.96,41.94,59982,28.74,42.51,61603,29.52,42.51,63224,30.29,42.51
CC,9,53714,25.74,38.61,55505,26.60,39.90,57295,27.45,41.18,59085,28.31,42.47,60876,29.17,42.51,62666,30.03,42.51,64457,30.89,42.51,66247,31.74,42.51,68037,32.60,42.51,69828,33.46,42.51
CC,10,59152,28.34,42.51,61124,29.29,42.51,63096,30.23,42.51,65068,31.18,42.51,67041,32.12,42.51,69013,33.07,42.51,70985,34.01,42.51,72957,34.96,42.51,74929,35.90,42.51,76902,36.85,42.51
CC,11,64989,31.14,42.51,67156,32.18,42.51,69323,33.22,42.51,71490,34.25,42.51,73657,35.29,42.51,75823,36.33,42.51,77990,37.37,42.51,80157,38.41,42.51,82324,39.45,42.51,84491,40.48,42.51
CC,12,77896,37.32,42.51,80493,38.57,42.51,83090,39.81,42.51,85687,41.06,42.51,88284,42.30,42.51,90881,43.55,43.55,93478,44.79,44.79,96075,46.03,46.03,98672,47.28,47.28,101268,48.52,48.52
CC,13,92628,44.38,44.38,95716,45.86,45.86,98803,47.34,47.34,101891,48.82,48.82,104979,50.30,50.30,108066,51.78,51.78,111154,53.26,53.26,114242,54.74,54.74,117329,56.22,56.22,120417,57.70,57.70
CC,14,109458,52.45,52.45,113106,54.20,54.20,116755,55.94,55.94,120403,57.69,57.69,124051,59.44,59.44,127700,61.19,61.19,131348,62.94,62.94,134996,64.68,64.68,138645,66.43,66.43,142293,68.18,68.18
CC,15,128752,61.69,61.69,133044,63.75,63.75,137336,65.81,65.81,141627,67.86,67.86,145919,69.92,69.92,150211,71.97,71.97,154503,74.03,74.03,158794,76.09,76.09,163086,78.14,78.14,167378,80.20,80.20
CHI,1,25381,12.16,18.24,26232,12.57,18.86,27076,12.97,19.46,27916,13.38,20.07,28759,13.78,20.67,29253,14.02,21.03,30087,14.42,21.63,30928,14.82,22.23,30962,14.84,22.26,31749,15.21,22.82
CHI,2,28539,13.67,20.51,29218,14.00,21.00,30163,14.45,21.68,30962,14.84,22.26,31310,15.00,22.50,32231,15.44,23.16,33152,15.89,23.84,34072,16.33,24.50,34993,16.77,25.16,35914,17.21,25.82
CHI,3,31139,14.92,22.38,32177,15.42,23.13,33215,15.92,23.88,34253,16.41,24.62,35290,16.91,25.37,36328,17.41,26.12,37366,17.90,26.85,38403,18.40,27.60,39441,18.90,28.35,40479,19.40,29.10
CHI,4,34956,16.75,25.13,36121,17.31,25.97,37286,17.87,26.81,38451,18.42,27.63,39616,18.98,28.47,40781,19.54,29.31,41946,20.10,30.15,43111,20.66,30.99,44276,21.22,31.83,45441,21.77,32.66
CHI,5,39109,18.74,28.11,40413,19.36,29.04,41717,19.99,29.99,43021,20.61,30.92,44325,21.24,31.86,45629,21.86,32.79,46933,22.49,33.74,48237,23.11,34.67,49541,23.74,35.61,50844,24.36,36.54
CHI,6,43596,20.89,31.34,45049,21.59,32.39,46502,22.28,33.42,47955,22.98,34.47,49408,23.67,35.51,50861,24.37,36.56,52314,25.07,37.61,53767,25.76,38.64,55220,26.46,39.69,56673,27.16,40.74
CHI,7,48445,23.21,34.82,50060,23.99,35.99,51675,24.76,37.14,53290,25.53,38.30,54905,26.31,39.47,56520,27.08,40.62,58136,27.86,41.79,59751,28.63,42.95,61366,29.40,44.10,62981,30.18,45.27
CHI,8,53652,25.71,38.57,55440,26.56,39.84,57229,27.42,41.13,59018,28.28,42.42,60806,29.14,43.71,62595,29.99,44.99,64384,30.85,46.28,66172,31.71,46.91,67961,32.56,46.91,69750,33.42,46.91
CHI,9,59258,28.39,42.59,61233,29.34,44.01,63208,30.29,45.44,65184,31.23,46.85,67159,32.18,46.91,69134,33.13,46.91,71109,34.07,46.91,73084,35.02,46.91,75059,35.97,46.91,77034,36.91,46.91
CHI,10,65257,31.27,46.91,67433,32.31,46.91,69608,33.35,46.91,71784,34.40,46.91,73960,35.44,46.91,76136,36.48,46.91,78311,37.52,46.91,80487,38.57,46.91,82663,39.61,46.91,84839,40.65,46.91
CHI,11,71697,34.35,46.91,74087,35.50,46.91,76478,36.64,46.91,78868,37.79,46.91,81259,38.94,46.91,83649,40.08,46.91,86040,41.23,46.91,88430,42.37,46.91,90821,43.52,46.91,93211,44.66,46.91
CHI,12,85935,41.18,46.91,88800,42.55,46.91,91665,43.92,46.91,94530,45.29,46.91,97395,46.67,46.91,100260,48.04,48.04,103125,49.41,49.41,105990,50.79,50.79,108855,52.16,52.16,111720,53.53,53.53
CHI,13,102188,48.96,48.96,105594,50.60,50.60,109001,52.23,52.23,112407,53.86,53.86,115813,55.49,55.49,119220,57.13,57.13,122626,58.76,58.76,126032,60.39,60.39,129439,62.02,62.02,132845,63.65,63.65
CHI,14,120755,57.86,57.86,124780,59.79,59.79,128805,61.72,61.72,132830,63.65,63.65,136854,65.57,65.57,140879,67.50,67.50,144904,69.43,69.43,148929,71.36,71.36,152954,73.29,73.29,156979,75.22,75.22
CHI,15,142041,68.06,68.06,146775,70.33,70.33,151510,72.60,72.60,156245,74.87,74.87,160979,77.13,77.13,165714,79.40,79.40,170449,81.67,81.67,172500,82.65,82.65,172500,82.65,82.65,172500,82.65,82.65
CIN,1,23794,11.40,17.10,24592,11.78,17.67,25383,12.16,18.24,26170,12.54,18.81,26961,12.92,19.38,27424,13.14,19.71,28206,13.52,20.28,28995,13.89,20.84,29026,13.91,20.87,29764,14.26,21.39
CIN,2,26755,12.82,19.23,27391,13.12,19.68,28277,13.55,20.33,29026,13.91,20.87,29353,14.06,21.09,30216,14.48,21.72,31079,14.89,22.34,31942,15.31,22.97,32805,15.72,23.58,33668,16.13,24.20
CIN,3,29192,13.99,20.99,30165,14.45,21.68,31138,14.92,22.38,32111,15.39,23.09,33084,15.85,23.78,34057,16.32,24.48,35029,16.78,25.17,36002,17.25,25.88,36975,17.72,26.58,37948,18.18,27.27
CIN,4,32770,15.70,23.55,33862,16.23,24.35,34955,16.75,25.13,36047,17.27,25.91,37139,17.80,26.70,38231,18.32,27.48,39323,18.84,28.26,40416,19.37,29.06,41508,19.89,29.84,42600,20.41,30.62
CIN,5,36664,17.57,26.36,37886,18.15,27.23,39109,18.74,28.11,40331,19.32,28.98,41554,19.91,29.87,42776,20.50,30.75,43998,21.08,31.62,45221,21.67,32.51,46443,22.25,33.38,47665,22.84,34.26
CIN,6,40870,19.58,29.37,42232,20.24,30.36,43594,20.89,31.34,44957,21.54,32.31,46319,22.19,33.29,47681,22.85,34.28,49043,23.50,35.25,50406,24.15,36.23,51768,24.80,37.20,53130,25.46,38.19
CIN,7,45416,21.76,32.64,46930,22.49,33.74,48444,23.21,34.82,49958,23.94,35.91,51472,24.66,36.99,52987,25.39,38.09,54501,26.11,39.17,56015,26.84,40.26,57529,27.57,41.36,59043,28.29,42.44
CIN,8,50297,24.10,36.15,51974,24.90,37.35,53651,25.71,38.57,55328,26.51,39.77,57004,27.31,40.97,58681,28.12,42.18,60358,28.92,43.38,62035,29.72,43.97,63712,30.53,43.97,65389,31.33,43.97
CIN,9,55553,26.62,39.93,57405,27.51,41.27,59256,28.39,42.59,61108,29.28,43.92,62960,30.17,43.97,64811,31.05,43.97,66663,31.94,43.97,68515,32.83,43.97,70366,33.72,43.97,72218,34.60,43.97
CIN,10,61177,29.31,43.97,63216,30.29,43.97,65256,31.27,43.97,67296,32.25,43.97,69336,33.22,43.97,71375,34.20,43.97,73415,35.18,43.97,75455,36.15,43.97,77494,37.13,43.97,79534,38.11,43.97
CIN,11,67214,32.21,43.97,69455,33.28,43.97,71696,34.35,43.97,73937,35.43,43.97,76178,36.50,43.97,78419,37.57,43.97,80660,38.65,43.97,82901,39.72,43.97,85142,40.80,43.97,87383,41.87,43.97
CIN,12,80562,38.60,43.97,83248,39.89,43.97,85934,41.18,43.97,88620,42.46,43.97,91306,43.75,43.97,93992,45.04,45.04,96677,46.32,46.32,99363,47.61,47.61,102049,48.90,48.90,104735,50.18,50.18
CIN,13,95799,45.90,45.90,98992,47.43,47.43,102185,48.96,48.96,105379,50.49,50.49,108572,52.02,52.02,111766,53.55,53.55,114959,55.08,55.08,118152,56.61,56.61,121346,58.14,58.14,124539,59.67,59.67
CIN,14,113205,54.24,54.24,116978,56.05,56.05,120751,57.86,57.86,124525,59.67,59.67,128298,61.47,61.47,132071,63.28,63.28,135844,65.09,65.09,139617,66.90,66.90,143391,68.71,68.71,147164,70.51,70.51
CIN,15,133160,63.80,63.80,137598,65.93,65.93,142037,68.06,68.06,146475,70.18,70.18,150914,72.31,72.31,155353,74.44,74.44,159791,76.56,76.56,164230,78.69,78.69,168669,80.82,80.82,172500,82.65,82.65
CLE,1,23847,11.43,17.15,24647,11.81,17.72,25440,12.19,18.29,26229,12.57,18.86,27021,12.95,19.43,27485,13.17,19.76,28269,13.55,20.33,29060,13.92,20.88,29091,13.94,20.91,29830,14.29,21.44
CLE,2,26815,12.85,19.28,27453,13.15,19.73,28341,13.58,20.37,29091,13.94,20.91,29418,14.10,21.15,30284,14.51,21.77,31149,14.93,22.40,32014,15.34,23.01,32879,15.75,23.63,33744,16.17,24.26
CLE,3,29258,14.02,21.03,30233,14.49,21.74,31208,14.95,22.43,32183,15.42,23.13,33158,15.89,23.84,34133,16.36,24.54,35108,16.82,25.23,36083,17.29,25.94,37058,17.76,26.64,38033,18.22,27.33
CLE,4,32844,15.74,23.61,33938,16.26,24.39,35033,16.79,25.19,36128,17.31,25.97,37222,17.84,26.76,38317,18.36,27.54,39411,18.88,28.32,40506,19.41,29.12,41601,19.93,29.90,42695,20.46,30.69
CLE,5,36746,17.61,26.42,37971,18.19,27.29,39196,18.78,28.17,40422,19.37,29.06,41647,19.96,29.94,42872,20.54,30.81,44097,21.13,31.70,45322,21.72,32.58,46547,22.30,33.45,47772,22.89,34.34
CLE,6,40962,19.63,29.45,42327,20.28,30.42,43692,20.94,31.41,45057,21.59,32.39,46423,22.24,33.36,47788,22.90,34.35,49153,23.55,35.33,50518,24.21,36.32,51884,24.86,37.29,53249,25.51,38.27
CLE,7,45518,21.81,32.72,47035,22.54,33.81,48553,23.26,34.89,50070,23.99,35.99,51588,24.72,37.08,53105,25.45,38.18,54623,26.17,39.26,56140,26.90,40.35,57658,27.63,41.45,59175,28.35,42.53
CLE,8,50410,24.15,36.23,52090,24.96,37.44,53771,25.76,38.64,55452,26.57,39.86,57132,27.38,41.07,58813,28.18,42.27,60493,28.99,43.49,62174,29.79,44.07,63855,30.60,44.07,65535,31.40,44.07
CLE,9,55677,26.68,40.02,57533,27.57,41.36,59389,28.46,42.69,61245,29.35,44.03,63101,30.24,44.07,64956,31.12,44.07,66812,32.01,44.07,68668,32.90,44.07,70524,33.79,44.07,72380,34.68,44.07
CLE,10,61314,29.38,44.07,63358,30.36,44.07,65402,31.34,44.07,67447,32.32,44.07,69491,33.30,44.07,71535,34.28,44.07,73579,35.26,44.07,75624,36.24,44.07,77668,37.22,44.07,79712,38.19,44.07
CLE,11,67364,32.28,44.07,69610,33.35,44.07,71856,34.43,44.07,74103,35.51,44.07,76349,36.58,44.07,78595,37.66,44.07,80841,38.74,44.07,83087,39.81,44.07,85333,40.89,44.07,87579,41.96,44.07
CLE,12,80743,38.69,44.07,83435,39.98,44.07,86127,41.27,44.07,88818,42.56,44.07,91510,43.85,44.07,94202,45.14,45.14,96894,46.43,46.43,99586,47.72,47.72,102278,49.01,49.01,104970,50.30,50.30
CLE,13,96013,46.01,46.01,99214,47.54,47.54,102414,49.07,49.07,105615,50.61,50.61,108815,52.14,52.14,112016,53.67,53.67,115216,55.21,55.21,118417,56.74,56.74,121617,58.27,58.27,124818,59.81,59.81
CLE,14,113458,54.36,54.36,117240,56.18,56.18,121022,57.99,57.99,124803,59.80,59.80,128585,61.61,61.61,132367,63.42,63.42,136148,65.24,65.24,139930,67.05,67.05,143712,68.86,68.86,147493,70.67,70.67
CLE,15,133458,63.95,63.95,137906,66.08,66.08,142355,68.21,68.21,146804,70.34,70.34,151252,72.47,72.47,155701,74.61,74.61,160149,76.74,76.74,164598,78.87,78.87,169047,81.00,81.00,172500,82.65,82.65
COL,1,23690,11.35,17.03,24484,11.73,17.60,25271,12.11,18.17,26055,12.48,18.72,26842,12.86,19.29,27303,13.08,19.62,28082,13.46,20.19,28867,13.83,20.75,28898,13.85,20.78,29633,14.20,21.30
COL,2,26637,12.76,19.14,27271,13.07,19.61,28153,13.49,20.24,28898,13.85,20.78,29224,14.00,21.00,30083,14.41,21.62,30942,14.83,22.25,31802,15.24,22.86,32661,15.65,23.48,33520,16.06,24.09
COL,3,29064,13.93,20.90,30033,14.39,21.59,31001,14.85,22.28,31970,15.32,22.98,32938,15.78,23.67,33907,16.25,24.38,34875,16.71,25.07,35844,17.17,25.76,36813,17.64,26.46,37781,18.10,27.15
COL,4,32626,15.63,23.45,33714,16.15,24.23,34801,16.68,25.02,35888,17.20,25.80,36976,17.72,26.58,38063,18.24,27.36,39151,18.76,28.14,40238,19.28,28.92,41325,19.80,29.70,42413,20.32,30.48
COL,5,36503,17.49,26.24,37720,18.07,27.11,38937,18.66,27.99,40154,19.24,28.86,41371,19.82,29.73,42588,20.41,30.62,43805,20.99,31.49,45022,21.57,32.36,46239,22.16,33.24,47456,22.74,34.11
COL,6,40690,19.50,29.25,42047,20.15,30.23,43403,20.80,31.20,44759,21.45,32.18,46115,22.10,33.15,47472,22.75,34.13,48828,23.40,35.10,50184,24.05,36.08,51540,24.70,37.05,52896,25.35,38.03
COL,7,45216,21.67,32.51,46724,22.39,33.59,48231,23.11,34.67,49739,23.83,35.75,51246,24.55,36.83,52754,25.28,37.92,54261,26.00,39.00,55768,26.72,40.08,57276,27.44,41.16,58783,28.17,42.26
COL,8,50076,23.99,35.99,51745,24.79,37.19,53415,25.59,38.39,55084,26.39,39.59,56754,27.19,40.79,58423,27.99,41.99,60093,28.79,43.19,61762,29.59,43.77,63432,30.39,43.77,65101,31.19,43.77
COL,9,55309,26.50,39.75,57152,27.38,41.07,58996,28.27,42.41,60839,29.15,43.73,62683,30.03,43.77,64526,30.92,43.77,66370,31.80,43.77,68213,32.68,43.77,70057,33.57,43.77,71900,34.45,43.77
COL,10,60908,29.18,43.77,62938,30.16,43.77,64969,31.13,43.77,67000,32.10,43.77,69031,33.08,43.77,71061,34.05,43.77,73092,35.02,43.77,75123,36.00,43.77,77154,36.97,43.77,79184,37.94,43.77
COL,11,66918,32.06,43.77,69150,33.13,43.77,71381,34.20,43.77,73612,35.27,43.77,75843,36.34,43.77,78074,37.41,43.77,80305,38.48,43.77,82537,39.55,43.77,84768,40.62,43.77,86999,41.69,43.77
COL,12,80208,38.43,43.77,82882,39.71,43.77,85556,40.99,43.77,88230,42.28,43.77,90904,43.56,43.77,93578,44.84,44.84,96252,46.12,46.12,98926,47.40,47.40,101601,48.68,48.68,104275,49.96,49.96
COL,13,95377,45.70,45.70,98557,47.22,47.22,101736,48.75,48.75,104915,50.27,50.27,108095,51.79,51.79,111274,53.32,53.32,114453,54.84,54.84,117633,56.36,56.36,120812,57.89,57.89,123991,59.41,59.41
COL,14,112707,54.00,54.00,116464,55.80,55.80,120220,57.60,57.60,123977,59.40,59.40,127734,61.20,61.20,131490,63.00,63.00,135247,64.80,64.80,139004,66.60,66.60,142760,68.40,68.40,146517,70.20,70.20
COL,15,132574,63.52,63.52,136993,65.64,65.64,141412,67.76,67.76,145832,69.88,69.88,150251,71.99,71.99,154670,74.11,74.11,159089,76.23,76.23,163508,78.35,78.35,167927,80.46,80.46,172346,82.58,82.58
CS,1,23247,11.14,16.71,24027,11.51,17.27,24800,11.88,17.82,25569,12.25,18.38,26341,12.62,18.93,26794,12.84,19.26,27558,13.20,19.80,28328,13.57,20.36,28359,13.59,20.39,29080,13.93,20.90
CS,2,26140,12.53,18.80,26762,12.82,19.23,27628,13.24,19.86,28359,13.59,20.39,28678,13.74,20.61,29522,14.15,21.23,30365,14.55,21.83,31208,14.95,22.43,32051,15.36,23.04,32895,15.76,23.64
CS,3,28522,13.67,20.51,29472,14.12,21.18,30423,14.58,21.87,31373,15.03,22.55,32324,15.49,23.24,33274,15.94,23.91,34225,16.40,24.60,35175,16.85,25.28,36125,17.31,25.97,37076,17.77,26.66
CS,4,32017,15.34,23.01,33084,15.85,23.78,34151,16.36,24.54,35219,16.88,25.32,36286,17.39,26.09,37353,17.90,26.85,38420,18.41,27.62,39487,18.92,28.38,40554,19.43,29.15,41621,19.94,29.91
CS,5,35822,17.16,25.74,37016,17.74,26.61,38210,18.31,27.47,39404,18.88,28.32,40599,19.45,29.18,41793,20.03,30.05,42987,20.60,30.90,44182,21.17,31.76,45376,21.74,32.61,46570,22.31,33.47
CS,6,39931,19.13,28.70,41262,19.77,29.66,42593,20.41,30.62,43924,21.05,31.58,45255,21.68,32.52,46586,22.32,33.48,47916,22.96,34.44,49247,23.60,35.40,50578,24.23,36.35,51909,24.87,37.31
CS,7,44372,21.26,31.89,45852,21.97,32.96,47331,22.68,34.02,48810,23.39,35.09,50290,24.10,36.15,51769,24.81,37.22,53248,25.51,38.27,54728,26.22,39.33,56207,26.93,40.40,57686,27.64,41.46
CS,8,49141,23.55,35.33,50780,24.33,36.50,52418,25.12,37.68,54056,25.90,38.85,55695,26.69,40.04,57333,27.47,41.21,58971,28.26,42.39,60610,29.04,42.96,62248,29.83,42.96,63886,30.61,42.96
CS,9,54277,26.01,39.02,56086,26.87,40.31,57895,27.74,41.61,59704,28.61,42.92,61513,29.47,42.96,63322,30.34,42.96,65131,31.21,42.96,66940,32.07,42.96,68749,32.94,42.96,70558,33.81,42.96
CS,10,59771,28.64,42.96,61764,29.59,42.96,63757,30.55,42.96,65750,31.50,42.96,67742,32.46,42.96,69735,33.41,42.96,71728,34.37,42.96,73721,35.32,42.96,75714,36.28,42.96,77707,37.23,42.96
CS,11,65669,31.47,42.96,67859,32.52,42.96,70048,33.56,42.96,72238,34.61,42.96,74428,35.66,42.96,76617,36.71,42.96,78807,37.76,42.96,80996,38.81,42.96,83186,39.86,42.96,85375,40.91,42.96
CS,12,78711,37.71,42.96,81335,38.97,42.96,83959,40.23,42.96,86584,41.49,42.96,89208,42.74,42.96,91832,44.00,44.00,94456,45.26,45.26,97080,46.52,46.52,99704,47.77,47.77,102328,49.03,49.03
CS,13,93597,44.85,44.85,96717,46.34,46.34,99837,47.84,47.84,102957,49.33,49.33,106077,50.83,50.83,109197,52.32,52.32,112317,53.82,53.82,115437,55.31,55.31,118557,56.81,56.81,121677,58.30,58.30
CS,14,110604,53.00,53.00,114290,54.76,54.76,117977,56.53,56.53,121663,58.30,58.30,125350,60.06,60.06,129036,61.83,61.83,132723,63.60,63.60,136409,65.36,65.36,140096,67.13,67.13,143782,68.89,68.89
CS,15,130100,62.34,62.34,134436,64.42,64.42,138773,66.49,66.49,143110,68.57,68.57,147446,70.65,70.65,151783,72.73,72.73,156120,74.81,74.81,160456,76.88,76.88,164793,78.96,78.96,169130,81.04,81.04
CT,1,23180,11.11,16.67,23958,11.48,17.22,24728,11.85,17.78,25495,12.22,18.33,26265,12.59,18.89,26716,12.80,19.20,27479,13.17,19.76,28247,13.53,20.30,28277,13.55,20.33,28996,13.89,20.84
CT,2,26065,12.49,18.74,26685,12.79,19.19,27548,13.20,19.80,28277,13.55,20.33,28595,13.70,20.55,29436,14.10,21.15,30277,14.51,21.77,31118,14.91,22.37,31959,15.31,22.97,32800,15.72,23.58
CT,3,28439,13.63,20.45,29387,14.08,21.12,30335,14.54,21.81,31282,14.99,22.49,32230,15.44,23.16,33178,15.90,23.85,34126,16.35,24.53,35073,16.81,25.22,36021,17.26,25.89,36969,17.71,26.57
CT,4,31925,15.30,22.95,32989,15.81,23.72,34053,16.32,24.48,35117,16.83,25.25,36181,17.34,26.01,37245,17.85,26.78,38309,18.36,27.54,39373,18.87,28.31,40437,19.38,29.07,41501,19.89,29.84
CT,5,35718,17.11,25.67,36909,17.69,26.54,38100,18.26,27.39,39291,18.83,28.25,40482,19.40,29.10,41672,19.97,29.96,42863,20.54,30.81,44054,21.11,31.67,45245,21.68,32.52,46436,22.25,33.38
CT,6,39816,19.08,28.62,41143,19.71,29.57,42470,20.35,30.53,43797,20.99,31.49,45124,21.62,32.43,46451,22.26,33.39,47778,22.89,34.34,49105,23.53,35.30,50432,24.16,36.24,51759,24.80,37.20
CT,7,44244,21.20,31.80,45719,21.91,32.87,47194,22.61,33.92,48669,23.32,34.98,50145,24.03,36.05,51620,24.73,37.10,53095,25.44,38.16,54570,26.15,39.23,56045,26.85,40.28,57520,27.56,41.34
CT,8,48999,23.48,35.22,50633,24.26,36.39,52267,25.04,37.56,53900,25.83,38.75,55534,26.61,39.92,57167,27.39,41.09,58801,28.17,42.26,60435,28.96,42.84,62068,29.74,42.84,63702,30.52,42.84
CT,9,54120,25.93,38.90,55924,26.80,40.20,57728,27.66,41.49,59532,28.53,42.80,61335,29.39,42.84,63139,30.25,42.84,64943,31.12,42.84,66747,31.98,42.84,68551,32.85,42.84,70355,33.71,42.84
CT,10,59598,28.56,42.84,61586,29.51,42.84,63573,30.46,42.84,65560,31.41,42.84,67547,32.37,42.84,69534,33.32,42.84,71521,34.27,42.84,73508,35.22,42.84,75495,36.17,42.84,77482,37.13,42.84
CT,11,65480,31.38,42.84,67663,32.42,42.84,69846,33.47,42.84,72029,34.51,42.84,74213,35.56,42.84,76396,36.61,42.84,78579,37.65,42.84,80762,38.70,42.84,82946,39.74,42.84,85129,40.79,42.84
