LOCNAME,GRADE,ANNUAL1,HOURLY1,OVERTIME1,ANNUAL2,HOURLY2,OVERTIME2,ANNUAL3,HOURLY3,OVERTIME3,ANNUAL4,HOURLY4,OVERTIME4,ANNUAL5,HOURLY5,OVERTIME5,ANNUAL6,HOURLY6,OVERTIME6,ANNUAL7,HOURLY7,OVERTIME7,ANNUAL8,HOURLY8,OVERTIME8,ANNUAL9,HOURLY9,OVERTIME9,ANNUAL10,HOURLY10,OVERTIME10
AQ,10,53935,25.84,38.76,55733,26.70,38.76,57530,27.57,38.76,59328,28.43,38.76,61126,29.29,38.76,62924,30.15,38.76,64722,31.01,38.76,66520,31.87,38.76,68318,32.74,38.76,70116,33.60,38.76
AQ,11,59256,28.39,38.76,61231,29.34,38.76,63207,30.29,38.76,65182,31.23,38.76,67157,32.18,38.76,69132,33.13,38.76,71107,34.07,38.76,73082,35.02,38.76,75058,35.96,38.76,77033,36.91,38.76
AQ,12,71025,34.03,38.76,73392,35.17,38.76,75760,36.30,38.76,78127,37.44,38.76,80495,38.57,38.76,82862,39.70,39.70,85230,40.84,40.84,87597,41.97,41.97,89965,43.11,43.11,92332,44.24,44.24
AQ,13,84458,40.47,40.47,87273,41.82,41.82,90089,43.17,43.17,92905,44.52,44.52,95721,45.87,45.87,98537,47.21,47.21,101352,48.56,48.56,104168,49.91,49.91,106984,51.26,51.26,109800,52.61,52.61
AQ,14,99803,47.82,47.82,103130,49.42,49.42,106457,51.01,51.01,109784,52.60,52.60,113111,54.20,54.20,116438,55.79,55.79,119765,57.39,57.39,123092,58.98,58.98,126419,60.57,60.57,129746,62.17,62.17
AQ,15,117396,56.25,56.25,121310,58.13,58.13,125224,60.00,60.00,129137,61.88,61.88,133051,63.75,63.75,136965,65.63,65.63,140879,67.50,67.50,144792,69.38,69.38,148706,71.25,71.25,152620,73.13,73.13
ATL,1,21935,10.51,15.77,22668,10.86,16.29,23397,11.21,16.82,24123,11.56,17.34,24852,11.91,17.87,25279,12.11,18.17,26000,12.46,18.69,26727,12.81,19.22,26756,12.82,19.23,27433,13.14,19.71
ATL,2,24661,11.82,17.73,25248,12.10,18.15,26065,12.49,18.74,26756,12.82,19.23,27060,12.97,19.46,27856,13.35,20.03,28653,13.73,20.60,29449,14.11,21.17,30245,14.49,21.74,31042,14.87,22.31
ATL,3,26908,12.89,19.34,27805,13.32,19.98,28702,13.75,20.63,29598,14.18,21.27,30495,14.61,21.92,31392,15.04,22.56,32289,15.47,23.21,33186,15.90,23.85,34083,16.33,24.50,34980,16.76,25.14
ATL,4,30207,14.47,21.71,31214,14.96,22.44,32221,15.44,23.16,33228,15.92,23.88,34235,16.40,24.60,35241,16.89,25.34,36248,17.37,26.06,37255,17.85,26.78,38262,18.33,27.50,39269,18.82,28.23
ATL,5,33796,16.19,24.29,34922,16.73,25.10,36049,17.27,25.91,37175,17.81,26.72,38301,18.35,27.53,39428,18.89,28.34,40554,19.43,29.15,41681,19.97,29.96,42807,20.51,30.77,43934,21.05,31.58
ATL,6,37672,18.05,27.08,38928,18.65,27.98,40184,19.25,28.88,41439,19.86,29.79,42695,20.46,30.69,43950,21.06,31.59,45206,21.66,32.49,46462,22.26,33.39,47717,22.86,34.29,48973,23.47,35.21
ATL,7,41864,20.06,30.09,43259,20.73,31.10,44655,21.40,32.10,46050,22.07,33.11,47446,22.73,34.10,48841,23.40,35.10,50237,24.07,36.11,51632,24.74,37.11,53028,25.41,38.12,54423,26.08,39.12
ATL,8,46362,22.21,33.32,47907,22.95,34.43,49452,23.70,35.55,50997,24.44,36.66,52542,25.18,37.77,54087,25.92,38.88,55632,26.66,39.99,57177,27.40,40.53,58722,28.14,40.53,60267,28.88,40.53
ATL,9,51208,24.54,36.81,52914,25.35,38.03,54621,26.17,39.26,56327,26.99,40.49,58033,27.81,40.53,59740,28.62,40.53,61446,29.44,40.53,63153,30.26,40.53,64859,31.08,40.53,66565,31.90,40.53
ATL,10,56392,27.02,40.53,58271,27.92,40.53,60151,28.82,40.53,62031,29.72,40.53,63911,30.62,40.53,65791,31.52,40.53,67670,32.42,40.53,69550,33.33,40.53,71430,34.23,40.53,73310,35.13,40.53
ATL,11,61956,29.69,40.53,64021,30.68,40.53,66086,31.67,40.53,68151,32.66,40.53,70216,33.64,40.53,72281,34.63,40.53,74346,35.62,40.53,76412,36.61,40.53,78477,37.60,40.53,80542,38.59,40.53
ATL,12,74260,35.58,40.53,76736,36.77,40.53,79211,37.95,40.53,81686,39.14,40.53,84162,40.33,40.53,86637,41.51,41.51,89112,42.70,42.70,91588,43.89,43.89,94063,45.07,45.07,96538,46.26,46.26
ATL,13,88305,42.31,42.31,91249,43.72,43.72,94193,45.13,45.13,97137,46.54,46.54,100081,47.95,47.95,103025,49.37,49.37,105969,50.78,50.78,108913,52.19,52.19,111858,53.60,53.60,114802,55.01,55.01
ATL,14,104349,50.00,50.00,107828,51.67,51.67,111306,53.33,53.33,114785,55.00,55.00,118263,56.67,56.67,121742,58.33,58.33,125221,60.00,60.00,128699,61.67,61.67,132178,63.33,63.33,135656,65.00,65.00
ATL,15,122744,58.81,58.81,126836,60.77,60.77,130928,62.74,62.74,135020,64.70,64.70,139112,66.66,66.66,143204,68.62,68.62,147296,70.58,70.58,151388,72.54,72.54,155480,74.50,74.50,159572,76.46,76.46
AU,1,21005,10.06,15.09,21707,10.40,15.60,22405,10.74,16.11,23100,11.07,16.61,23799,11.40,17.10,24207,11.60,17.40,24898,11.93,17.90,25594,12.26,18.39,25622,12.28,18.42,26270,12.59,18.89
AU,2,23615,11.32,16.98,24178,11.59,17.39,24960,11.96,17.94,25622,12.28,18.42,25912,12.42,18.63,26675,12.78,19.17,27438,13.15,19.73,28200,13.51,20.27,28963,13.88,20.82,29726,14.24,21.36
AU,3,25767,12.35,18.53,26626,12.76,19.14,27485,13.17,19.76,28344,13.58,20.37,29202,13.99,20.99,30061,14.40,21.60,30920,14.82,22.23,31779,15.23,22.85,32638,15.64,23.46,33496,16.05,24.08
AU,4,28926,13.86,20.79,29891,14.32,21.48,30855,14.78,22.17,31819,15.25,22.88,32783,15.71,23.57,33747,16.17,24.26,34711,16.63,24.95,35676,17.09,25.64,36640,17.56,26.34,37604,18.02,27.03
AU,5,32363,15.51,23.27,33442,16.02,24.03,34520,16.54,24.81,35599,17.06,25.59,36678,17.57,26.36,37756,18.09,27.14,38835,18.61,27.92,39914,19.13,28.70,40992,19.64,29.46,42071,20.16,30.24
AU,6,36075,17.29,25.94,37278,17.86,26.79,38480,18.44,27.66,39682,19.01,28.52,40885,19.59,29.39,42087,20.17,30.26,43289,20.74,31.11,44492,21.32,31.98,45694,21.89,32.84,46896,22.47,33.71
AU,7,40089,19.21,28.82,41425,19.85,29.78,42761,20.49,30.74,44098,21.13,31.70,45434,21.77,32.66,46770,22.41,33.62,48107,23.05,34.58,49443,23.69,35.54,50779,24.33,36.50,52116,24.97,37.46
AU,8,44397,21.27,31.91,45876,21.98,32.97,47356,22.69,34.04,48835,23.40,35.10,50315,24.11,36.17,51794,24.82,37.23,53273,25.53,38.30,54753,26.24,38.81,56232,26.94,38.81,57712,27.65,38.81
AU,9,49037,23.50,35.25,50671,24.28,36.42,52305,25.06,37.59,53939,25.85,38.78,55573,26.63,38.81,57207,27.41,38.81,58841,28.19,38.81,60475,28.98,38.81,62109,29.76,38.81,63743,30.54,38.81
AU,10,54001,25.87,38.81,55801,26.74,38.81,57601,27.60,38.81,59401,28.46,38.81,61201,29.32,38.81,63001,30.19,38.81,64801,31.05,38.81,66601,31.91,38.81,68401,32.77,38.81,70202,33.64,38.81
AU,11,59329,28.43,38.81,61306,29.38,38.81,63284,30.32,38.81,65262,31.27,38.81,67239,32.22,38.81,69217,33.17,38.81,71194,34.11,38.81,73172,35.06,38.81,75149,36.01,38.81,77127,36.96,38.81
AU,12,71112,34.07,38.81,73482,35.21,38.81,75853,36.35,38.81,78223,37.48,38.81,80593,38.62,38.81,82964,39.75,39.75,85334,40.89,40.89,87704,42.02,42.02,90075,43.16,43.16,92445,44.30,44.30
AU,13,84561,40.52,40.52,87380,41.87,41.87,90200,43.22,43.22,93019,44.57,44.57,95838,45.92,45.92,98657,47.27,47.27,101476,48.62,48.62,104296,49.97,49.97,107115,51.32,51.32,109934,52.68,52.68
AU,14,99925,47.88,47.88,103256,49.48,49.48,106587,51.07,51.07,109918,52.67,52.67,113249,54.26,54.26,116580,55.86,55.86,119911,57.46,57.46,123243,59.05,59.05,126574,60.65,60.65,129905,62.24,62.24
AU,15,117540,56.32,56.32,121458,58.20,58.20,125377,60.08,60.08,129296,61.95,61.95,133214,63.83,63.83,137133,65.71,65.71,141051,67.59,67.59,144970,69.46,69.46,148888,71.34,71.34,152807,73.22,73.22
BOS,1,22964,11.00,16.50,23731,11.37,17.06,24495,11.74,17.61,25255,12.10,18.15,26018,12.47,18.71,26465,12.68,19.02,27220,13.04,19.56,27981,13.41,20.12,28011,13.42,20.13,28720,13.76,20.64
BOS,2,25818,12.37,18.56,26433,12.67,19.01,27288,13.08,19.62,28011,13.42,20.13,28329,13.57,20.36,29163,13.97,20.96,29997,14.37,21.56,30831,14.77,22.16,31664,15.17,22.76,32498,15.57,23.36
BOS,3,28170,13.50,20.25,29109,13.95,20.93,30048,14.40,21.60,30987,14.85,22.28,31926,15.30,22.95,32865,15.75,23.63,33804,16.20,24.30,34743,16.65,24.98,35682,17.10,25.65,36621,17.55,26.33
BOS,4,31624,15.15,22.73,32678,15.66,23.49,33732,16.16,24.24,34787,16.67,25.01,35841,17.17,25.76,36895,17.68,26.52,37949,18.18,27.27,39003,18.69,28.04,40057,19.19,28.79,41111,19.70,29.55
BOS,5,35381,16.95,25.43,36560,17.52,26.28,37740,18.08,27.12,38919,18.65,27.98,40098,19.21,28.82,41278,19.78,29.67,42457,20.34,30.51,43636,20.91,31.37,44816,21.47,32.21,45995,22.04,33.06
BOS,6,39440,18.90,28.35,40754,19.53,29.30,42069,20.16,30.24,43383,20.79,31.19,44698,21.42,32.13,46012,22.05,33.08,47327,22.68,34.02,48641,23.31,34.97,49956,23.94,35.91,51270,24.57,36.86
BOS,7,43828,21.00,31.50,45289,21.70,32.55,46750,22.40,33.60,48211,23.10,34.65,49672,23.80,35.70,51133,24.50,36.75,52594,25.20,37.80,54055,25.90,38.85,55516,26.60,39.90,56976,27.30,40.95
BOS,8,48537,23.26,34.89,50155,24.03,36.05,51772,24.81,37.22,53390,25.58,38.37,55007,26.36,39.54,56625,27.13,40.70,58242,27.91,41.87,59860,28.68,42.44,61477,29.46,42.44,63095,30.23,42.44
BOS,9,53610,25.69,38.54,55397,26.54,39.81,57183,27.40,41.10,58969,28.26,42.39,60756,29.11,42.44,62542,29.97,42.44,64329,30.82,42.44,66115,31.68,42.44,67902,32.54,42.44,69688,33.39,42.44
BOS,10,59037,28.29,42.44,61005,29.23,42.44,62973,30.17,42.44,64941,31.12,42.44,66909,32.06,42.44,68877,33.00,42.44,70845,33.95,42.44,72813,34.89,42.44,74781,35.83,42.44,76749,36.77,42.44
BOS,11,64862,31.08,42.44,67024,32.11,42.44,69186,33.15,42.44,71348,34.19,42.44,73510,35.22,42.44,75672,36.26,42.44,77834,37.29,42.44,79996,38.33,42.44,82158,39.37,42.44,84320,40.40,42.44
BOS,12,77744,37.25,42.44,80336,38.49,42.44,82927,39.74,42.44,85519,40.98,42.44,88110,42.22,42.44,90701,43.46,43.46,93293,44.70,44.70,95884,45.94,45.94,98476,47.19,47.19,101067,48.43,48.43
BOS,13,92448,44.30,44.30,95530,45.77,45.77,98612,47.25,47.25,101694,48.73,48.73,104777,50.20,50.20,107859,51.68,51.68,110941,53.16,53.16,114023,54.63,54.63,117105,56.11,56.11,120187,57.59,57.59
BOS,14,109245,52.35,52.35,112886,54.09,54.09,116528,55.84,55.84,120170,57.58,57.58,123812,59.33,59.33,127453,61.07,61.07,131095,62.82,62.82,134737,64.56,64.56,138379,66.31,66.31,142021,68.05,68.05
BOS,15,128503,61.57,61.57,132787,63.63,63.63,137071,65.68,65.68,141355,67.73,67.73,145639,69.78,69.78,149923,71.84,71.84,154207,73.89,73.89,158491,75.94,75.94,160300,76.81,76.81,160300,76.81,76.81
BU,1,21518,10.31,15.47,22237,10.66,15.99,22953,11.00,16.50,23665,11.34,17.01,24381,11.68,17.52,24799,11.88,17.82,25507,12.22,18.33,26220,12.56,18.84,26248,12.58,18.87,26912,12.90,19.35
BU,2,24193,11.59,17.39,24769,11.87,17.81,25570,12.25,18.38,26248,12.58,18.87,26546,12.72,19.08,27327,13.09,19.64,28109,13.47,20.21,28890,13.84,20.76,29671,14.22,21.33,30453,14.59,21.89
BU,3,26397,12.65,18.98,27277,13.07,19.61,28157,13.49,20.24,29037,13.91,20.87,29916,14.33,21.50,30796,14.76,22.14,31676,15.18,22.77,32556,15.60,23.40,33436,16.02,24.03,34316,16.44,24.66
BU,4,29634,14.20,21.30,30621,14.67,22.01,31609,15.15,22.73,32597,15.62,23.43,33585,16.09,24.14,34572,16.57,24.86,35560,17.04,25.56,36548,17.51,26.27,37536,17.99,26.99,38523,18.46,27.69
BU,5,33154,15.89,23.84,34259,16.42,24.63,35364,16.94,25.41,36469,17.47,26.21,37574,18.00,27.00,38679,18.53,27.80,39785,19.06,28.59,40890,19.59,29.39,41995,20.12,30.18,43100,20.65,30.98
BU,6,36957,17.71,26.57,38189,18.30,27.45,39421,18.89,28.34,40653,19.48,29.22,41884,20.07,30.11,43116,20.66,30.99,44348,21.25,31.88,45580,21.84,32.76,46811,22.43,33.65,48043,23.02,34.53
BU,7,41069,19.68,29.52,42438,20.33,30.50,43807,20.99,31.49,45176,21.65,32.48,46545,22.30,33.45,47914,22.96,34.44,49283,23.61,35.42,50652,24.27,36.41,52021,24.93,37.40,53390,25.58,38.37
BU,8,45482,21.79,32.69,46998,22.52,33.78,48514,23.25,34.88,50029,23.97,35.96,51545,24.70,37.05,53060,25.42,38.13,54576,26.15,39.23,56092,26.88,39.77,57607,27.60,39.77,59123,28.33,39.77
BU,9,50236,24.07,36.11,51910,24.87,37.31,53584,25.68,38.52,55258,26.48,39.72,56932,27.28,39.77,58606,28.08,39.77,60280,28.88,39.77,61954,29.69,39.77,63628,30.49,39.77,65302,31.29,39.77
BU,10,55321,26.51,39.77,57165,27.39,39.77,59009,28.27,39.77,60853,29.16,39.77,62698,30.04,39.77,64542,30.93,39.77,66386,31.81,39.77,68230,32.69,39.77,70074,33.58,39.77,71918,34.46,39.77
BU,11,60779,29.12,39.77,62805,30.09,39.77,64831,31.06,39.77,66857,32.03,39.77,68883,33.01,39.77,70909,33.98,39.77,72935,34.95,39.77,74961,35.92,39.77,76987,36.89,39.77,79013,37.86,39.77
BU,12,72851,34.91,39.77,75279,36.07,39.77,77707,37.23,39.77,80136,38.40,39.77,82564,39.56,39.77,84992,40.72,40.72,87421,41.89,41.89,89849,43.05,43.05,92277,44.22,44.22,94706,45.38,45.38
BU,13,86629,41.51,41.51,89517,42.89,42.89,92405,44.28,44.28,95293,45.66,45.66,98181,47.04,47.04,101070,48.43,48.43,103958,49.81,49.81,106846,51.20,51.20,109734,52.58,52.58,112622,53.96,53.96
BU,14,102368,49.05,49.05,105781,50.69,50.69,109193,52.32,52.32,112606,53.96,53.96,116018,55.59,55.59,119431,57.23,57.23,122844,58.86,58.86,126256,60.50,60.50,129669,62.13,62.13,133081,63.77,63.77
BU,15,120414,57.70,57.70,124428,59.62,59.62,128443,61.54,61.54,132457,63.47,63.47,136471,65.39,65.39,140486,67.31,67.31,144500,69.24,69.24,148514,71.16,71.16,152529,73.09,73.09,156543,75.01,75.01
CHI,1,23009,11.02,16.53,23778,11.39,17.09,24544,11.76,17.64,25305,12.13,18.20,26070,12.49,18.74,26518,12.71,19.07,27274,13.07,19.61,28037,13.43,20.15,28067,13.45,20.18,28777,13.79,20.69
CHI,2,25869,12.40,18.60,26485,12.69,19.04,27342,13.10,19.65,28067,13.45,20.18,28386,13.60,20.40,29221,14.00,21.00,30057,14.40,21.60,30892,14.80,22.20,31728,15.20,22.80,32563,15.60,23.40
CHI,3,28227,13.53,20.30,29167,13.98,20.97,30108,14.43,21.65,31049,14.88,22.32,31990,15.33,23.00,32931,15.78,23.67,33871,16.23,24.35,34812,16.68,25.02,35753,17.13,25.70,36694,17.58,26.37
CHI,4,31687,15.18,22.77,32744,15.69,23.54,33800,16.20,24.30,34856,16.70,25.05,35912,17.21,25.82,36968,17.71,26.57,38025,18.22,27.33,39081,18.73,28.10,40137,19.23,28.85,41193,19.74,29.61
CHI,5,35452,16.99,25.49,36633,17.55,26.33,37815,18.12,27.18,38997,18.69,28.04,40178,19.25,28.88,41360,19.82,29.73,42542,20.38,30.57,43723,20.95,31.43,44905,21.52,32.28,46087,22.08,33.12
CHI,6,39519,18.94,28.41,40836,19.57,29.36,42153,20.20,30.30,43470,20.83,31.25,44787,21.46,32.19,46104,22.09,33.14,47421,22.72,34.08,48738,23.35,35.03,50056,23.98,35.97,51373,24.62,36.93
CHI,7,43915,21.04,31.56,45379,21.74,32.61,46843,22.45,33.68,48307,23.15,34.73,49771,23.85,35.78,51235,24.55,36.83,52699,25.25,37.88,54162,25.95,38.93,55626,26.65,39.98,57090,27.36,41.04
CHI,8,48634,23.30,34.95,50255,24.08,36.12,51876,24.86,37.29,53496,25.63,38.45,55117,26.41,39.62,56738,27.19,40.79,58358,27.96,41.94,59979,28.74,42.51,61600,29.52,42.51,63221,30.29,42.51
CHI,9,53717,25.74,38.61,55507,26.60,39.90,57297,27.45,41.18,59087,28.31,42.47,60877,29.17,42.51,62667,30.03,42.51,64457,30.89,42.51,66247,31.74,42.51,68037,32.60,42.51,69827,33.46,42.51
CHI,10,59155,28.34,42.51,61127,29.29,42.51,63099,30.23,42.51,65071,31.18,42.51,67043,32.12,42.51,69015,33.07,42.51,70986,34.01,42.51,72958,34.96,42.51,74930,35.90,42.51,76902,36.85,42.51
CHI,11,64992,31.14,42.51,67158,32.18,42.51,69324,33.22,42.51,71491,34.26,42.51,73657,35.29,42.51,75823,36.33,42.51,77990,37.37,42.51,80156,38.41,42.51,82323,39.45,42.51,84489,40.48,42.51
CHI,12,77899,37.33,42.51,80496,38.57,42.51,83093,39.81,42.51,85689,41.06,42.51,88286,42.30,42.51,90883,43.55,43.55,93479,44.79,44.79,96076,46.04,46.04,98672,47.28,47.28,101269,48.52,48.52
